"Parameter","coord","covariate","p2.5","p25","p50","mean","p75","p97.5"
"Lambda","clr_ASV_85","AR_e1",0.313353473065473,0.848889738433581,1.17031483987537,1.16692351311511,1.47453700406761,2.07595077071496
"Lambda","clr_ASV_85","AR_e2",0.266100189478113,0.829903074808283,1.11801675076047,1.13363686570582,1.42678966351921,2.05020699247303
"Lambda","clr_ASV_86","AR_d1",-0.454084112162347,0.0490246149610754,0.312867850358279,0.311800937005058,0.567628054016162,1.08956561142287
"Lambda","clr_ASV_86","AR_d2",-0.884190511705219,-0.370642925003028,-0.103058248291229,-0.106339549089072,0.167201786709421,0.67861867984662
"Lambda","clr_ASV_86","AR_e1",-0.0164279492217205,0.400852075548555,0.602519404097616,0.610758287096226,0.819538609765256,1.23717558785682
"Lambda","clr_ASV_86","AR_e2",-0.281992186149223,0.130666235762971,0.34180028567268,0.347433538062164,0.565091980283222,1.01801592191891
"Lambda","clr_ASV_87","AR_d1",-1.58574161873444,-0.739687856850315,-0.313366344799732,-0.311315600896092,0.125937942084301,0.968011303050051
"Lambda","clr_ASV_87","AR_d2",-3.19179308580652,-2.24802484136908,-1.81056014771161,-1.82699468452527,-1.39783640060987,-0.612598419966912
"Lambda","clr_ASV_87","AR_e1",-2.66087369231701,-1.90135526105959,-1.50109466762981,-1.50318222192497,-1.11237889282746,-0.394665075652204
"Lambda","clr_ASV_87","AR_e2",-3.34302283908272,-2.48168371144845,-2.08132283379542,-2.095996347832,-1.70561725191004,-0.937534316339207
"Lambda","clr_ASV_88","AR_d1",-0.990107370860304,0.0182027321889545,0.501527397866949,0.498548434150119,0.999495867196379,1.90458759915068
"Lambda","clr_ASV_88","AR_d2",-2.19103100470952,-1.24222810661713,-0.755473268719129,-0.768471406880585,-0.315580709059273,0.607418718194445
"Lambda","clr_ASV_88","AR_e1",-1.96738382984756,-1.15440055635755,-0.798315839825367,-0.795466119095896,-0.413754572112959,0.321280065431271
"Lambda","clr_ASV_88","AR_e2",-1.59432732681331,-0.83193399285586,-0.421120081940458,-0.425259597088597,-0.0267572479627144,0.7718241799015
"Lambda","clr_ASV_9","AR_d1",-0.62923501768404,-0.210970873954675,-0.00631670883601232,0.00639398557825842,0.220101428889397,0.633790227377062
"Lambda","clr_ASV_9","AR_d2",-0.904969312059534,-0.495975694922957,-0.298156190629998,-0.298204487310462,-0.0875351590813596,0.289672331071855
"Lambda","clr_ASV_9","AR_e1",-0.975335059932333,-0.641211270917582,-0.475277524409107,-0.479941448043964,-0.309385076789243,-0.0209266664861442
"Lambda","clr_ASV_9","AR_e2",-0.857099918816546,-0.533414331729848,-0.367957736265083,-0.365600123944383,-0.190398397341498,0.142719461501839
"Lambda","clr_ASV_91","AR_d1",-1.13183949418449,-0.404901374493941,-0.00131857737426559,-0.00550722427285979,0.385370412901773,1.12541006965545
"Lambda","clr_ASV_91","AR_d2",-1.64122005173133,-0.900851997213169,-0.540955422633461,-0.536527548570741,-0.169803956972832,0.585065236777617
"Lambda","clr_ASV_91","AR_e1",-2.57841317095115,-1.85363176189363,-1.49881637299815,-1.51710367771622,-1.16957805075659,-0.565162670043829
"Lambda","clr_ASV_91","AR_e2",-2.12775159756453,-1.43585202706412,-1.12332980558062,-1.12266254003346,-0.791219537896951,-0.160700833039033
"Lambda","clr_ASV_94","AR_d1",-1.62177573894715,-0.968288860596812,-0.621485134274436,-0.615961367738954,-0.278392121870587,0.372949218480998
"Lambda","clr_ASV_94","AR_d2",-0.891633089546287,-0.303419704125653,0.0064918984414877,0.0161980862897764,0.33360215029983,0.904729661589538
"Lambda","clr_ASV_94","AR_e1",-0.822417673712648,-0.283772423818373,-0.0307134882025383,-0.0289367397431198,0.230459238112329,0.713302655776317
"Lambda","clr_ASV_94","AR_e2",-0.613607173774996,-0.119839721484437,0.169441505301094,0.161644770251371,0.433944446057549,0.964582645220924
"Lambda","clr_ASV_99","AR_d1",-1.25166722562761,-0.611471351090007,-0.29120057012577,-0.283095025956788,0.0493850251563197,0.653179323097155
"Lambda","clr_ASV_99","AR_d2",-1.40356836595175,-0.804190814598265,-0.50876052864336,-0.500744827285938,-0.189408029690274,0.400685365890486
"Lambda","clr_ASV_99","AR_e1",-2.39041956302031,-1.78364809349679,-1.48558314212045,-1.49850685215723,-1.20488297197249,-0.674514995424276
"Lambda","clr_ASV_99","AR_e2",-2.19264678148984,-1.61656023636396,-1.302895762497,-1.32264790414089,-1.03214850527912,-0.494250829458046
