expt,treatment1,treatment2,rep,DP,conc,DPn,bin
cilantro,0,100,1,DP 32,0.076693213,32,inulin
cilantro,0,100,3,DP 32,0.070657209,32,inulin
cilantro,0.1,100,1,DP 32,0.073949561,32,inulin
cilantro,0.1,100,3,DP 32,0.064257692,32,inulin
cilantro,1,100,1,DP 32,0.065506649,32,inulin
cilantro,1,100,3,DP 32,0.067780752,32,inulin
cilantro,10,100,2,DP 32,0,32,inulin
cilantro,10,100,3,DP 32,0.019545649,32,inulin
cilantro,25,100,1,DP 32,0,32,inulin
cilantro,25,100,3,DP 32,0,32,inulin
cilantro,50,100,2,DP 32,0,32,inulin
cilantro,50,100,3,DP 32,0,32,inulin
cilantro,100,100,1,DP 32,0,32,inulin
cilantro,100,100,2,DP 32,0,32,inulin
cilantro,0,0,2,DP 33,0,33,inulin
cilantro,0,0,3,DP 33,0,33,inulin
cilantro,0,100,1,DP 33,0.065421873,33,inulin
cilantro,0,100,3,DP 33,0.060347326,33,inulin
cilantro,0.1,100,1,DP 33,0.063035856,33,inulin
cilantro,0.1,100,3,DP 33,0.054604767,33,inulin
cilantro,1,100,1,DP 33,0.055764203,33,inulin
cilantro,1,100,3,DP 33,0.0577457,33,inulin
cilantro,10,100,2,DP 33,0,33,inulin
cilantro,10,100,3,DP 33,0.0177388,33,inulin
cilantro,25,100,1,DP 33,0,33,inulin
cilantro,25,100,3,DP 33,0,33,inulin
cilantro,50,100,2,DP 33,0,33,inulin
cilantro,50,100,3,DP 33,0,33,inulin
cilantro,100,100,1,DP 33,0,33,inulin
cilantro,100,100,2,DP 33,0,33,inulin
cilantro,0,0,2,DP 34,0,34,inulin
cilantro,0,0,3,DP 34,0,34,inulin
cilantro,0,100,1,DP 34,0.064976594,34,inulin
cilantro,0,100,3,DP 34,0.059787539,34,inulin
cilantro,0.1,100,1,DP 34,0.061123697,34,inulin
cilantro,0.1,100,3,DP 34,0.053961784,34,inulin
cilantro,1,100,1,DP 34,0.054328816,34,inulin
cilantro,1,100,3,DP 34,0.054224784,34,inulin
cilantro,10,100,2,DP 34,0.01043241,34,inulin
cilantro,10,100,3,DP 34,0.018771462,34,inulin
cilantro,25,100,1,DP 34,0,34,inulin
cilantro,25,100,3,DP 34,0,34,inulin
cilantro,50,100,2,DP 34,0,34,inulin
cilantro,50,100,3,DP 34,0,34,inulin
cilantro,100,100,1,DP 34,0,34,inulin
cilantro,100,100,2,DP 34,0,34,inulin
cilantro,0,0,2,DP 35,0,35,inulin
cilantro,0,0,3,DP 35,0,35,inulin
cilantro,0,100,1,DP 35,0.051870246,35,inulin
cilantro,0,100,3,DP 35,0.04909498,35,inulin
cilantro,0.1,100,1,DP 35,0.048120019,35,inulin
cilantro,0.1,100,3,DP 35,0.044311217,35,inulin
cilantro,1,100,1,DP 35,0.043241793,35,inulin
cilantro,1,100,3,DP 35,0.043879045,35,inulin
cilantro,10,100,2,DP 35,0,35,inulin
cilantro,10,100,3,DP 35,0.016545353,35,inulin
cilantro,25,100,1,DP 35,0,35,inulin
cilantro,25,100,3,DP 35,0,35,inulin
cilantro,50,100,2,DP 35,0,35,inulin
cilantro,50,100,3,DP 35,0,35,inulin
cilantro,100,100,1,DP 35,0,35,inulin
cilantro,100,100,2,DP 35,0,35,inulin
cilantro,0,0,2,DP 36,0,36,inulin
cilantro,0,0,3,DP 36,0,36,inulin
cilantro,0,100,1,DP 36,0.042039793,36,inulin
cilantro,0,100,3,DP 36,0.039719219,36,inulin
cilantro,0.1,100,1,DP 36,0.040255267,36,inulin
cilantro,0.1,100,3,DP 36,0.035357662,36,inulin
cilantro,1,100,1,DP 36,0.03654874,36,inulin
cilantro,1,100,3,DP 36,0.038021552,36,inulin
cilantro,10,100,2,DP 36,0,36,inulin
cilantro,10,100,3,DP 36,0.019350688,36,inulin
cilantro,25,100,1,DP 36,0,36,inulin
cilantro,25,100,3,DP 36,0,36,inulin
cilantro,50,100,2,DP 36,0,36,inulin
cilantro,50,100,3,DP 36,0,36,inulin
cilantro,100,100,1,DP 36,0,36,inulin
cilantro,100,100,2,DP 36,0,36,inulin
cilantro,0,0,2,DP 37,0,37,inulin
cilantro,0,0,3,DP 37,0,37,inulin
cilantro,0,100,1,DP 37,0.052596864,37,inulin
cilantro,0,100,3,DP 37,0.049741593,37,inulin
cilantro,0.1,100,1,DP 37,0.049930228,37,inulin
cilantro,0.1,100,3,DP 37,0.043112826,37,inulin
cilantro,1,100,1,DP 37,0.043652214,37,inulin
cilantro,1,100,3,DP 37,0.044398273,37,inulin
cilantro,10,100,2,DP 37,0,37,inulin
cilantro,10,100,3,DP 37,0.015568632,37,inulin
cilantro,25,100,1,DP 37,0,37,inulin
cilantro,25,100,3,DP 37,0,37,inulin
cilantro,50,100,2,DP 37,0,37,inulin
cilantro,50,100,3,DP 37,0,37,inulin
cilantro,100,100,1,DP 37,0,37,inulin
cilantro,100,100,2,DP 37,0,37,inulin
cilantro,0,0,2,DP 38,0,38,inulin
cilantro,0,0,3,DP 38,0,38,inulin
cilantro,0,100,1,DP 38,0.042136378,38,inulin
cilantro,0,100,3,DP 38,0.039708952,38,inulin
cilantro,0.1,100,1,DP 38,0.040050697,38,inulin
cilantro,0.1,100,3,DP 38,0.033462207,38,inulin
cilantro,1,100,1,DP 38,0.035028743,38,inulin
cilantro,1,100,3,DP 38,0.03484737,38,inulin
cilantro,10,100,2,DP 38,0,38,inulin
cilantro,10,100,3,DP 38,0.009554814,38,inulin
cilantro,25,100,1,DP 38,0,38,inulin
cilantro,25,100,3,DP 38,0,38,inulin
cilantro,50,100,2,DP 38,0,38,inulin
cilantro,50,100,3,DP 38,0,38,inulin
cilantro,100,100,1,DP 38,0,38,inulin
cilantro,100,100,2,DP 38,0,38,inulin
cilantro,0,0,2,DP 39,0,39,inulin
cilantro,0,0,3,DP 39,0,39,inulin
cilantro,0,100,1,DP 39,0.040557869,39,inulin
cilantro,0,100,3,DP 39,0.038602122,39,inulin
cilantro,0.1,100,1,DP 39,0.038042627,39,inulin
cilantro,0.1,100,3,DP 39,0.033095258,39,inulin
cilantro,1,100,1,DP 39,0.034072756,39,inulin
cilantro,1,100,3,DP 39,0.033861612,39,inulin
cilantro,10,100,2,DP 39,0,39,inulin
cilantro,10,100,3,DP 39,0.01003313,39,inulin
cilantro,25,100,1,DP 39,0,39,inulin
cilantro,25,100,3,DP 39,0,39,inulin
cilantro,50,100,2,DP 39,0,39,inulin
cilantro,50,100,3,DP 39,0,39,inulin
cilantro,100,100,1,DP 39,0,39,inulin
cilantro,100,100,2,DP 39,0,39,inulin
cilantro,0,0,2,DP 40,0,40,inulin
cilantro,0,0,3,DP 40,0,40,inulin
cilantro,0,100,1,DP 40,0.03787667,40,inulin
cilantro,0,100,3,DP 40,0.036246555,40,inulin
cilantro,0.1,100,1,DP 40,0.035986478,40,inulin
cilantro,0.1,100,3,DP 40,0.031286058,40,inulin
cilantro,1,100,1,DP 40,0.032407565,40,inulin
cilantro,1,100,3,DP 40,0.032098286,40,inulin
cilantro,10,100,2,DP 40,0,40,inulin
cilantro,10,100,3,DP 40,0.009718733,40,inulin
cilantro,25,100,1,DP 40,0,40,inulin
cilantro,25,100,3,DP 40,0,40,inulin
cilantro,50,100,2,DP 40,0,40,inulin
cilantro,50,100,3,DP 40,0,40,inulin
cilantro,100,100,1,DP 40,0,40,inulin
cilantro,100,100,2,DP 40,0,40,inulin
cilantro,0,0,2,DP 41,0,41,inulin
cilantro,0,0,3,DP 41,0,41,inulin
cilantro,0,100,1,DP 41,0.035115977,41,inulin
cilantro,0,100,3,DP 41,0.03376408,41,inulin
cilantro,0.1,100,1,DP 41,0.033927271,41,inulin
cilantro,0.1,100,3,DP 41,0.029244534,41,inulin
cilantro,1,100,1,DP 41,0.030840426,41,inulin
cilantro,1,100,3,DP 41,0.030160306,41,inulin
cilantro,10,100,2,DP 41,0,41,inulin
cilantro,10,100,3,DP 41,0.009646104,41,inulin
cilantro,25,100,1,DP 41,0,41,inulin
cilantro,25,100,3,DP 41,0,41,inulin
cilantro,50,100,2,DP 41,0,41,inulin
cilantro,50,100,3,DP 41,0,41,inulin
cilantro,100,100,1,DP 41,0,41,inulin
cilantro,100,100,2,DP 41,0,41,inulin
cilantro,0,0,2,DP 42,0,42,inulin
cilantro,0,0,3,DP 42,0,42,inulin
cilantro,0,100,1,DP 42,0.034781773,42,inulin
cilantro,0,100,3,DP 42,0.033862059,42,inulin
cilantro,0.1,100,1,DP 42,0.036492547,42,inulin
cilantro,0.1,100,3,DP 42,0.029849383,42,inulin
cilantro,1,100,1,DP 42,0.031245552,42,inulin
cilantro,1,100,3,DP 42,0.03228795,42,inulin
cilantro,10,100,2,DP 42,0,42,inulin
cilantro,10,100,3,DP 42,0.008473605,42,inulin
cilantro,25,100,1,DP 42,0,42,inulin
cilantro,25,100,3,DP 42,0,42,inulin
cilantro,50,100,2,DP 42,0,42,inulin
cilantro,50,100,3,DP 42,0,42,inulin
cilantro,100,100,1,DP 42,0,42,inulin
cilantro,100,100,2,DP 42,0,42,inulin
cilantro,0,0,2,DP 43,0,43,inulin
cilantro,0,0,3,DP 43,0,43,inulin
cilantro,0,100,1,DP 43,0.034937589,43,inulin
cilantro,0,100,3,DP 43,0.033223268,43,inulin
cilantro,0.1,100,1,DP 43,0.035368044,43,inulin
cilantro,0.1,100,3,DP 43,0.029061684,43,inulin
cilantro,1,100,1,DP 43,0.032051091,43,inulin
cilantro,1,100,3,DP 43,0.032715201,43,inulin
cilantro,10,100,2,DP 43,0,43,inulin
cilantro,10,100,3,DP 43,0.012351041,43,inulin
cilantro,25,100,1,DP 43,0,43,inulin
cilantro,25,100,3,DP 43,0,43,inulin
cilantro,50,100,2,DP 43,0,43,inulin
cilantro,50,100,3,DP 43,0,43,inulin
cilantro,100,100,1,DP 43,0,43,inulin
cilantro,100,100,2,DP 43,0,43,inulin
cilantro,0,0,2,DP 44,0,44,inulin
cilantro,0,0,3,DP 44,0,44,inulin
cilantro,0,100,1,DP 44,0.031766309,44,inulin
cilantro,0,100,3,DP 44,0.031390528,44,inulin
cilantro,0.1,100,1,DP 44,0.032571338,44,inulin
cilantro,0.1,100,3,DP 44,0.028055392,44,inulin
cilantro,1,100,1,DP 44,0.030958179,44,inulin
cilantro,1,100,3,DP 44,0.031289948,44,inulin
cilantro,10,100,2,DP 44,0,44,inulin
cilantro,10,100,3,DP 44,0.010913888,44,inulin
cilantro,25,100,1,DP 44,0,44,inulin
cilantro,25,100,3,DP 44,0,44,inulin
cilantro,50,100,2,DP 44,0,44,inulin
cilantro,50,100,3,DP 44,0,44,inulin
cilantro,100,100,1,DP 44,0,44,inulin
cilantro,100,100,2,DP 44,0,44,inulin
cilantro,0,0,2,DP 45,0,45,inulin
cilantro,0,0,3,DP 45,0,45,inulin
cilantro,0,100,1,DP 45,0.031673292,45,inulin
cilantro,0,100,3,DP 45,0.031365427,45,inulin
cilantro,0.1,100,1,DP 45,0.032073861,45,inulin
cilantro,0.1,100,3,DP 45,0.028003911,45,inulin
cilantro,1,100,1,DP 45,0.03079813,45,inulin
cilantro,1,100,3,DP 45,0.029982168,45,inulin
cilantro,10,100,2,DP 45,0,45,inulin
cilantro,10,100,3,DP 45,0.011892178,45,inulin
cilantro,25,100,1,DP 45,0,45,inulin
cilantro,25,100,3,DP 45,0,45,inulin
cilantro,50,100,2,DP 45,0,45,inulin
cilantro,50,100,3,DP 45,0,45,inulin
cilantro,100,100,1,DP 45,0,45,inulin
cilantro,100,100,2,DP 45,0,45,inulin
cilantro,0,0,2,DP 46,0,46,inulin
cilantro,0,0,3,DP 46,0,46,inulin
cilantro,0,100,1,DP 46,0.026651463,46,inulin
cilantro,0,100,3,DP 46,0.026682493,46,inulin
cilantro,0.1,100,1,DP 46,0.027858633,46,inulin
cilantro,0.1,100,3,DP 46,0.024024772,46,inulin
cilantro,1,100,1,DP 46,0.026902781,46,inulin
cilantro,1,100,3,DP 46,0.027730009,46,inulin
cilantro,10,100,2,DP 46,0,46,inulin
cilantro,10,100,3,DP 46,0.009199994,46,inulin
cilantro,25,100,1,DP 46,0,46,inulin
cilantro,25,100,3,DP 46,0,46,inulin
cilantro,50,100,2,DP 46,0,46,inulin
cilantro,50,100,3,DP 46,0,46,inulin
cilantro,100,100,1,DP 46,0,46,inulin
cilantro,100,100,2,DP 46,0,46,inulin
cilantro,0,0,2,DP 47,0,47,inulin
cilantro,0,0,3,DP 47,0,47,inulin
cilantro,0,100,1,DP 47,0.026640478,47,inulin
cilantro,0,100,3,DP 47,0.026061718,47,inulin
cilantro,0.1,100,1,DP 47,0.028048131,47,inulin
cilantro,0.1,100,3,DP 47,0.023101261,47,inulin
cilantro,1,100,1,DP 47,0.027147796,47,inulin
cilantro,1,100,3,DP 47,0.026591484,47,inulin
cilantro,10,100,2,DP 47,0,47,inulin
cilantro,10,100,3,DP 47,0.010926517,47,inulin
cilantro,25,100,1,DP 47,0,47,inulin
cilantro,25,100,3,DP 47,0,47,inulin
cilantro,50,100,2,DP 47,0,47,inulin
cilantro,50,100,3,DP 47,0,47,inulin
cilantro,100,100,1,DP 47,0,47,inulin
cilantro,100,100,2,DP 47,0,47,inulin
cilantro,0,0,2,DP 49,0,49,inulin
cilantro,0,0,3,DP 49,0,49,inulin
cilantro,0,100,1,DP 49,0.021659198,49,inulin
cilantro,0,100,3,DP 49,0.022337736,49,inulin
cilantro,0.1,100,1,DP 49,0.020272901,49,inulin
cilantro,0.1,100,3,DP 49,0.02037088,49,inulin
cilantro,1,100,1,DP 49,0.019727501,49,inulin
cilantro,1,100,3,DP 49,0.021062795,49,inulin
cilantro,10,100,2,DP 49,0,49,inulin
cilantro,10,100,3,DP 49,0.005687884,49,inulin
cilantro,25,100,1,DP 49,0,49,inulin
cilantro,25,100,3,DP 49,0,49,inulin
cilantro,50,100,2,DP 49,0,49,inulin
cilantro,50,100,3,DP 49,0,49,inulin
cilantro,100,100,1,DP 49,0,49,inulin
cilantro,100,100,2,DP 49,0,49,inulin
cilantro,0,0,2,DP 50,0,50,inulin
cilantro,0,0,3,DP 50,0,50,inulin
cilantro,0,100,1,DP 50,0.019004067,50,inulin
cilantro,0,100,3,DP 50,0.019537951,50,inulin
cilantro,0.1,100,1,DP 50,0.019827092,50,inulin
cilantro,0.1,100,3,DP 50,0.017927746,50,inulin
cilantro,1,100,1,DP 50,0.019570698,50,inulin
cilantro,1,100,3,DP 50,0.020503415,50,inulin
cilantro,10,100,2,DP 50,0,50,inulin
cilantro,10,100,3,DP 50,0.006632283,50,inulin
cilantro,25,100,1,DP 50,0,50,inulin
cilantro,25,100,3,DP 50,0,50,inulin
cilantro,50,100,2,DP 50,0,50,inulin
cilantro,50,100,3,DP 50,0,50,inulin
cilantro,100,100,1,DP 50,0,50,inulin
cilantro,100,100,2,DP 50,0,50,inulin
cilantro,0,0,2,DP 51,0,51,inulin
cilantro,0,0,3,DP 51,0,51,inulin
cilantro,0,100,1,DP 51,0.017510554,51,inulin
cilantro,0,100,3,DP 51,0.018144945,51,inulin
cilantro,0.1,100,1,DP 51,0.017800101,51,inulin
cilantro,0.1,100,3,DP 51,0.016689463,51,inulin
cilantro,1,100,1,DP 51,0.017556594,51,inulin
cilantro,1,100,3,DP 51,0.018165895,51,inulin
cilantro,10,100,2,DP 51,0,51,inulin
cilantro,10,100,3,DP 51,0.00583079,51,inulin
cilantro,25,100,1,DP 51,0,51,inulin
cilantro,25,100,3,DP 51,0,51,inulin
cilantro,50,100,2,DP 51,0,51,inulin
cilantro,50,100,3,DP 51,0,51,inulin
cilantro,100,100,1,DP 51,0,51,inulin
cilantro,100,100,2,DP 51,0,51,inulin
cilantro,0,0,2,DP 52,0,52,inulin
cilantro,0,0,3,DP 52,0,52,inulin
cilantro,0,100,1,DP 52,0.014855974,52,inulin
cilantro,0,100,3,DP 52,0.015320081,52,inulin
cilantro,0.1,100,1,DP 52,0.016324074,52,inulin
cilantro,0.1,100,3,DP 52,0.014039065,52,inulin
cilantro,1,100,1,DP 52,0.016355177,52,inulin
cilantro,1,100,3,DP 52,0.01679307,52,inulin
cilantro,10,100,2,DP 52,0,52,inulin
cilantro,10,100,3,DP 52,0.006053065,52,inulin
cilantro,25,100,1,DP 52,0,52,inulin
cilantro,25,100,3,DP 52,0,52,inulin
cilantro,50,100,2,DP 52,0,52,inulin
cilantro,50,100,3,DP 52,0,52,inulin
cilantro,100,100,1,DP 52,0,52,inulin
cilantro,100,100,2,DP 52,0,52,inulin
cilantro,0,0,2,DP 53,0,53,inulin
cilantro,0,0,3,DP 53,0,53,inulin
cilantro,0,100,1,DP 53,0.013793687,53,inulin
cilantro,0,100,3,DP 53,0.014388154,53,inulin
cilantro,0.1,100,1,DP 53,0.013534442,53,inulin
cilantro,0.1,100,3,DP 53,0,53,inulin
cilantro,1,100,1,DP 53,0.013536075,53,inulin
cilantro,1,100,3,DP 53,0.013801665,53,inulin
cilantro,10,100,2,DP 53,0,53,inulin
cilantro,10,100,3,DP 53,0,53,inulin
cilantro,25,100,1,DP 53,0,53,inulin
cilantro,25,100,3,DP 53,0,53,inulin
cilantro,50,100,2,DP 53,0,53,inulin
cilantro,50,100,3,DP 53,0,53,inulin
cilantro,100,100,1,DP 53,0,53,inulin
cilantro,100,100,2,DP 53,0,53,inulin
cilantro,0,0,2,DP 54,0,54,inulin
cilantro,0,0,3,DP 54,0,54,inulin
cilantro,0,100,1,DP 54,0.011560502,54,inulin
cilantro,0,100,3,DP 54,0.012116616,54,inulin
cilantro,0.1,100,1,DP 54,0.012117553,54,inulin
cilantro,0.1,100,3,DP 54,0,54,inulin
cilantro,1,100,1,DP 54,0,54,inulin
cilantro,1,100,3,DP 54,0.013087062,54,inulin
cilantro,10,100,2,DP 54,0,54,inulin
cilantro,10,100,3,DP 54,0,54,inulin
cilantro,25,100,1,DP 54,0,54,inulin
cilantro,25,100,3,DP 54,0,54,inulin
cilantro,50,100,2,DP 54,0,54,inulin
cilantro,50,100,3,DP 54,0,54,inulin
cilantro,100,100,1,DP 54,0,54,inulin
cilantro,100,100,2,DP 54,0,54,inulin
cilantro,0,0,2,GF3,0,4,FOS
cilantro,0,0,3,GF3,0,4,FOS
cilantro,0,100,1,GF3,0,4,FOS
cilantro,0,100,3,GF3,0,4,FOS
cilantro,0.1,100,1,GF3,0.00526489,4,FOS
cilantro,0.1,100,3,GF3,0,4,FOS
cilantro,1,100,1,GF3,0,4,FOS
cilantro,1,100,3,GF3,0,4,FOS
cilantro,10,100,2,GF3,0,4,FOS
cilantro,10,100,3,GF3,0,4,FOS
cilantro,25,100,1,GF3,0.004153827,4,FOS
cilantro,25,100,3,GF3,0.00411981,4,FOS
cilantro,50,100,2,GF3,0,4,FOS
cilantro,50,100,3,GF3,0.003360766,4,FOS
cilantro,100,100,1,GF3,0.003349794,4,FOS
cilantro,100,100,2,GF3,0.003643737,4,FOS
cilantro,0,0,2,GF5,0,6,FOS
cilantro,0,0,3,GF5,0,6,FOS
cilantro,0,100,1,GF5,0,6,FOS
cilantro,0,100,3,GF5,0,6,FOS
cilantro,0.1,100,1,GF5,0,6,FOS
cilantro,0.1,100,3,GF5,0.041505765,6,FOS
cilantro,1,100,1,GF5,0,6,FOS
cilantro,1,100,3,GF5,0,6,FOS
cilantro,10,100,2,GF5,0,6,FOS
cilantro,10,100,3,GF5,0,6,FOS
cilantro,25,100,1,GF5,0,6,FOS
cilantro,25,100,3,GF5,0,6,FOS
cilantro,50,100,2,GF5,0,6,FOS
cilantro,50,100,3,GF5,0,6,FOS
cilantro,100,100,1,GF5,0.003225672,6,FOS
cilantro,100,100,2,GF5,0.003163249,6,FOS
cilantro,0,0,2,GF6,0,7,FOS
cilantro,0,0,3,GF6,0,7,FOS
cilantro,0,100,1,GF6,0,7,FOS
cilantro,0,100,3,GF6,0,7,FOS
cilantro,0.1,100,1,GF6,0,7,FOS
cilantro,0.1,100,3,GF6,0.006853753,7,FOS
cilantro,1,100,1,GF6,0,7,FOS
cilantro,1,100,3,GF6,0,7,FOS
cilantro,10,100,2,GF6,0.012113299,7,FOS
cilantro,10,100,3,GF6,0,7,FOS
cilantro,25,100,1,GF6,0,7,FOS
cilantro,25,100,3,GF6,0,7,FOS
cilantro,50,100,2,GF6,0,7,FOS
cilantro,50,100,3,GF6,0,7,FOS
cilantro,100,100,1,GF6,0,7,FOS
cilantro,100,100,2,GF6,0.018128383,7,FOS
cilantro,0,0,2,maltose,0,2,mono/di
cilantro,0,0,3,maltose,0,2,mono/di
cilantro,0,100,1,maltose,0,2,mono/di
cilantro,0,100,3,maltose,0,2,mono/di
cilantro,0.1,100,1,maltose,0,2,mono/di
cilantro,0.1,100,3,maltose,0,2,mono/di
cilantro,1,100,1,maltose,0.017749423,2,mono/di
cilantro,1,100,3,maltose,0,2,mono/di
cilantro,10,100,2,maltose,0,2,mono/di
cilantro,10,100,3,maltose,0.017285799,2,mono/di
cilantro,25,100,1,maltose,0.016958844,2,mono/di
cilantro,25,100,3,maltose,0.016929814,2,mono/di
cilantro,50,100,2,maltose,0,2,mono/di
cilantro,50,100,3,maltose,0,2,mono/di
cilantro,100,100,1,maltose,0.016651314,2,mono/di
cilantro,100,100,2,maltose,0.016536277,2,mono/di
cilantro,0,0,2,nystose,0,4,FOS
cilantro,0,0,3,nystose,0,4,FOS
cilantro,0,100,1,nystose,0,4,FOS
cilantro,0,100,3,nystose,0,4,FOS
cilantro,0.1,100,1,nystose,0,4,FOS
cilantro,0.1,100,3,nystose,0,4,FOS
cilantro,1,100,1,nystose,0,4,FOS
cilantro,1,100,3,nystose,0,4,FOS
cilantro,10,100,2,nystose,0,4,FOS
cilantro,10,100,3,nystose,0,4,FOS
cilantro,25,100,1,nystose,0,4,FOS
cilantro,25,100,3,nystose,0,4,FOS
cilantro,50,100,2,nystose,0,4,FOS
cilantro,50,100,3,nystose,0,4,FOS
cilantro,100,100,1,nystose,0.001137962,4,FOS
cilantro,100,100,2,nystose,0.001672719,4,FOS
cilantro,0,0,2,DP 55,0,55,inulin
cilantro,0,0,3,DP 55,0,55,inulin
cilantro,0,100,1,DP 55,0,55,inulin
cilantro,0,100,3,DP 55,0,55,inulin
cilantro,0.1,100,1,DP 55,0,55,inulin
cilantro,0.1,100,3,DP 55,0,55,inulin
cilantro,1,100,1,DP 55,0,55,inulin
cilantro,1,100,3,DP 55,0,55,inulin
cilantro,10,100,2,DP 55,0,55,inulin
cilantro,10,100,3,DP 55,0,55,inulin
cilantro,25,100,1,DP 55,0,55,inulin
cilantro,25,100,3,DP 55,0,55,inulin
cilantro,50,100,2,DP 55,0,55,inulin
cilantro,50,100,3,DP 55,0,55,inulin
cilantro,100,100,1,DP 55,0,55,inulin
cilantro,100,100,2,DP 55,0,55,inulin
cilantro,0,0,2,DP 56,0,56,inulin
cilantro,0,0,3,DP 56,0,56,inulin
cilantro,0,100,1,DP 56,0,56,inulin
cilantro,0,100,3,DP 56,0,56,inulin
cilantro,0.1,100,1,DP 56,0,56,inulin
cilantro,0.1,100,3,DP 56,0,56,inulin
cilantro,1,100,1,DP 56,0,56,inulin
cilantro,1,100,3,DP 56,0,56,inulin
cilantro,10,100,2,DP 56,0,56,inulin
cilantro,10,100,3,DP 56,0,56,inulin
cilantro,25,100,1,DP 56,0,56,inulin
cilantro,25,100,3,DP 56,0,56,inulin
cilantro,50,100,2,DP 56,0,56,inulin
cilantro,50,100,3,DP 56,0,56,inulin
cilantro,100,100,1,DP 56,0,56,inulin
cilantro,100,100,2,DP 56,0,56,inulin
cilantro,0,0,2,kestose,0,3,FOS
cilantro,0,0,3,kestose,0,3,FOS
cilantro,0,100,1,kestose,0,3,FOS
cilantro,0,100,3,kestose,0,3,FOS
cilantro,0.1,100,1,kestose,0,3,FOS
cilantro,0.1,100,3,kestose,0,3,FOS
cilantro,1,100,1,kestose,0,3,FOS
cilantro,1,100,3,kestose,0,3,FOS
cilantro,10,100,2,kestose,0,3,FOS
cilantro,10,100,3,kestose,0,3,FOS
cilantro,25,100,1,kestose,0,3,FOS
cilantro,25,100,3,kestose,0,3,FOS
cilantro,50,100,2,kestose,0,3,FOS
cilantro,50,100,3,kestose,0,3,FOS
cilantro,100,100,1,kestose,0,3,FOS
cilantro,100,100,2,kestose,0,3,FOS
cilantro,0,0,2,neo-kestose,0,3,FOS
cilantro,0,0,3,neo-kestose,0,3,FOS
cilantro,0,100,1,neo-kestose,0,3,FOS
cilantro,0,100,3,neo-kestose,0,3,FOS
cilantro,0.1,100,1,neo-kestose,0,3,FOS
cilantro,0.1,100,3,neo-kestose,0,3,FOS
cilantro,1,100,1,neo-kestose,0,3,FOS
cilantro,1,100,3,neo-kestose,0,3,FOS
cilantro,10,100,2,neo-kestose,0,3,FOS
cilantro,10,100,3,neo-kestose,0,3,FOS
cilantro,25,100,1,neo-kestose,0,3,FOS
cilantro,25,100,3,neo-kestose,0,3,FOS
cilantro,50,100,2,neo-kestose,0,3,FOS
cilantro,50,100,3,neo-kestose,0,3,FOS
cilantro,100,100,1,neo-kestose,0,3,FOS
cilantro,100,100,2,neo-kestose,0,3,FOS
cilantro,0,0,2,DP 57,0,57,inulin
cilantro,0,0,3,DP 57,0,57,inulin
cilantro,0,100,1,DP 57,0,57,inulin
cilantro,0,100,3,DP 57,0,57,inulin
cilantro,0.1,100,1,DP 57,0,57,inulin
cilantro,0.1,100,3,DP 57,0,57,inulin
cilantro,1,100,1,DP 57,0,57,inulin
cilantro,1,100,3,DP 57,0,57,inulin
cilantro,10,100,2,DP 57,0,57,inulin
cilantro,10,100,3,DP 57,0,57,inulin
cilantro,25,100,1,DP 57,0,57,inulin
cilantro,25,100,3,DP 57,0,57,inulin
cilantro,50,100,2,DP 57,0,57,inulin
cilantro,50,100,3,DP 57,0,57,inulin
cilantro,100,100,1,DP 57,0,57,inulin
cilantro,100,100,2,DP 57,0,57,inulin
cilantro,0,0,2,DP 58,0,58,inulin
cilantro,0,0,3,DP 58,0,58,inulin
cilantro,0,100,1,DP 58,0,58,inulin
cilantro,0,100,3,DP 58,0,58,inulin
cilantro,0.1,100,1,DP 58,0,58,inulin
cilantro,0.1,100,3,DP 58,0,58,inulin
cilantro,1,100,1,DP 58,0,58,inulin
cilantro,1,100,3,DP 58,0,58,inulin
cilantro,10,100,2,DP 58,0,58,inulin
cilantro,10,100,3,DP 58,0,58,inulin
cilantro,25,100,1,DP 58,0,58,inulin
cilantro,25,100,3,DP 58,0,58,inulin
cilantro,50,100,2,DP 58,0,58,inulin
cilantro,50,100,3,DP 58,0,58,inulin
cilantro,100,100,1,DP 58,0,58,inulin
cilantro,100,100,2,DP 58,0,58,inulin
cilantro,0,0,2,DP 59,0,59,inulin
cilantro,0,0,3,DP 59,0,59,inulin
cilantro,0,100,1,DP 59,0,59,inulin
cilantro,0,100,3,DP 59,0,59,inulin
cilantro,0.1,100,1,DP 59,0,59,inulin
cilantro,0.1,100,3,DP 59,0,59,inulin
cilantro,1,100,1,DP 59,0,59,inulin
cilantro,1,100,3,DP 59,0,59,inulin
cilantro,10,100,2,DP 59,0,59,inulin
cilantro,10,100,3,DP 59,0,59,inulin
cilantro,25,100,1,DP 59,0,59,inulin
cilantro,25,100,3,DP 59,0,59,inulin
cilantro,50,100,2,DP 59,0,59,inulin
cilantro,50,100,3,DP 59,0,59,inulin
cilantro,100,100,1,DP 59,0,59,inulin
cilantro,100,100,2,DP 59,0,59,inulin
cilantro,0,0,2,DP 60,0,60,inulin
cilantro,0,0,3,DP 60,0,60,inulin
cilantro,0,100,1,DP 60,0,60,inulin
cilantro,0,100,3,DP 60,0,60,inulin
cilantro,0.1,100,1,DP 60,0,60,inulin
cilantro,0.1,100,3,DP 60,0,60,inulin
cilantro,1,100,1,DP 60,0,60,inulin
