"doses","amt","rep","DP","conc"
"1","2x","2","DP 53",0
"1","2x","3","DP 53",0
"1","1:04","1","DP 54",0
"1","1:04","2","DP 54",0
"1","1:04","3","DP 54",0
"2","1:04","1","DP 54",0
"2","1:04","2","DP 54",0
"2","1:04","3","DP 54",0
"2","norm","1","DP 54",0
"2","norm","2","DP 54",0
"2","norm","3","DP 54",0
"1","2x","1","DP 54",0
"1","2x","2","DP 54",0
"1","2x","3","DP 54",0
"1","1:04","1","DP 55",0
"1","1:04","2","DP 55",0
"1","1:04","3","DP 55",0
"2","1:04","1","DP 55",0
"2","1:04","2","DP 55",0
"2","1:04","3","DP 55",0
"2","norm","1","DP 55",0
"2","norm","2","DP 55",0
"2","norm","3","DP 55",0
"1","2x","1","DP 55",0
"1","2x","2","DP 55",0
"1","2x","3","DP 55",0
"1","1:04","1","DP 57",-0.0110192110168928
"1","1:04","2","DP 57",-0.0110192110168928
"1","1:04","3","DP 57",-0.0110192110168928
"2","1:04","1","DP 57",-0.0110192110168928
"2","1:04","2","DP 57",-0.0110192110168928
"2","1:04","3","DP 57",-0.0110192110168928
"2","norm","1","DP 57",-0.0110192110168928
"2","norm","2","DP 57",-0.0110192110168928
"2","norm","3","DP 57",-0.0110192110168928
"1","2x","1","DP 57",-0.0110192110168928
"1","2x","2","DP 57",-0.0110192110168928
"1","2x","3","DP 57",-0.0110192110168928
"1","1:04","1","DP 56",0
"1","1:04","2","DP 56",0
"1","1:04","3","DP 56",0
"2","1:04","1","DP 56",0
"2","1:04","2","DP 56",0
"2","1:04","3","DP 56",0
"2","norm","1","DP 56",0
"2","norm","2","DP 56",0
"2","norm","3","DP 56",0
"1","2x","1","DP 56",0
"1","2x","2","DP 56",0
"1","2x","3","DP 56",0
"1","1:04","1","DP 58",0
"1","1:04","2","DP 58",0
"1","1:04","3","DP 58",0
"2","1:04","1","DP 58",0
"2","1:04","2","DP 58",0
"2","1:04","3","DP 58",0
"2","norm","1","DP 58",0
"2","norm","2","DP 58",0
"2","norm","3","DP 58",0
"1","2x","1","DP 58",0
"1","2x","2","DP 58",0
"1","2x","3","DP 58",0
"1","1:04","1","DP 61",0
"1","1:04","2","DP 61",0
"1","1:04","3","DP 61",0
"2","1:04","1","DP 61",0
"2","1:04","2","DP 61",0
"2","1:04","3","DP 61",0
"2","norm","1","DP 61",0
"2","norm","2","DP 61",0
"2","norm","3","DP 61",0
"1","2x","1","DP 61",0
"1","2x","2","DP 61",0
"1","2x","3","DP 61",0
"1","1:04","1","nystose",-0.0467614505172522
"1","1:04","2","nystose",-0.0731383031094737
"1","1:04","3","nystose",-0.0731383031094737
"2","1:04","1","nystose",2.49450788752097e-05
"2","1:04","2","nystose",-0.0731383031094737
"2","1:04","3","nystose",-0.0731383031094737
"2","norm","1","nystose",-0.0731383031094737
"2","norm","2","nystose",-0.0731383031094737
"2","norm","3","nystose",-0.0731383031094737
"1","2x","1","nystose",0.026792660395814
"1","2x","2","nystose",-0.0731383031094737
"1","2x","3","nystose",-0.0731383031094737
"1","1:04","1","DP 82",0.0130883594858823
"1","1:04","2","DP 82",-0.0177879505376276
"1","1:04","3","DP 82",-0.0177879505376276
"2","1:04","1","DP 82",-0.0177879505376276
"2","1:04","2","DP 82",-0.0177879505376276
"2","1:04","3","DP 82",-0.0177879505376276
"2","norm","1","DP 82",-0.0177879505376276
"2","norm","2","DP 82",-0.0177879505376276
"2","norm","3","DP 82",-0.0177879505376276
"1","2x","1","DP 82",0.0114188587705257
"1","2x","2","DP 82",-0.0177879505376276
"1","2x","3","DP 82",-0.0177879505376276
"1","1:04","1","kestose",-0.121331774211527
"1","1:04","2","kestose",0.364037221318788
"1","1:04","3","kestose",-0.121331774211527
"2","1:04","1","kestose",-0.121331774211527
"2","1:04","2","kestose",-0.121331774211527
"2","1:04","3","kestose",-0.121331774211527
"2","norm","1","kestose",-0.121331774211527
"2","norm","2","kestose",-0.121331774211527
"2","norm","3","kestose",-0.121331774211527
"1","2x","1","kestose",-0.121331774211527
"1","2x","2","kestose",0.166453264253642
"1","2x","3","kestose",0.157258114635354
"1","1:04","1","DP 80",0
"1","1:04","2","DP 80",0
"1","1:04","3","DP 80",0
"2","1:04","1","DP 80",0.140590505520169
"2","1:04","2","DP 80",0
"2","1:04","3","DP 80",0
"2","norm","1","DP 80",0
"2","norm","2","DP 80",0
"2","norm","3","DP 80",0
"1","2x","1","DP 80",0
"1","2x","2","DP 80",0
"1","2x","3","DP 80",0
"1","1:04","1","DP 84",0
"1","1:04","2","DP 84",0
"1","1:04","3","DP 84",0
"2","1:04","1","DP 84",0
"2","1:04","2","DP 84",0
"2","1:04","3","DP 84",0.00825660405316053
"2","norm","1","DP 84",0
"2","norm","2","DP 84",0
"2","norm","3","DP 84",0
"1","2x","1","DP 84",0
"1","2x","2","DP 84",0
"1","2x","3","DP 84",0
"1","1:04","1","DP 69",-0.0217221716654482
"1","1:04","2","DP 69",-0.0217221716654482
"1","1:04","3","DP 69",-0.0217221716654482
"2","1:04","1","DP 69",-0.0217221716654482
"2","1:04","2","DP 69",-0.0217221716654482
"2","1:04","3","DP 69",-0.0217221716654482
"2","norm","1","DP 69",-0.0217221716654482
"2","norm","2","DP 69",-0.0217221716654482
"2","norm","3","DP 69",-0.0217221716654482
"1","2x","1","DP 69",-0.0217221716654482
"1","2x","2","DP 69",-0.0217221716654482
"1","2x","3","DP 69",-0.0217221716654482
"1","1:04","1","DP 83",-0.0169486680625742
"1","1:04","2","DP 83",-0.0169486680625742
"1","1:04","3","DP 83",-0.0169486680625742
"2","1:04","1","DP 83",-0.0169486680625742
"2","1:04","2","DP 83",-0.0169486680625742
"2","1:04","3","DP 83",-0.0169486680625742
"2","norm","1","DP 83",-0.0169486680625742
"2","norm","2","DP 83",-0.0169486680625742
"2","norm","3","DP 83",-0.0169486680625742
"1","2x","1","DP 83",-0.0169486680625742
"1","2x","2","DP 83",-0.0169486680625742
"1","2x","3","DP 83",-0.0169486680625742
"1","1:04","1","DP 59",0
"1","1:04","2","DP 59",0
"1","1:04","3","DP 59",0
"2","1:04","1","DP 59",0
"2","1:04","2","DP 59",0
"2","1:04","3","DP 59",0
"2","norm","1","DP 59",0
"2","norm","2","DP 59",0
"2","norm","3","DP 59",0
"1","2x","1","DP 59",0
"1","2x","2","DP 59",0
"1","2x","3","DP 59",0
"1","1:04","1","DP 60",0
"1","1:04","2","DP 60",0
"1","1:04","3","DP 60",0
"2","1:04","1","DP 60",0
"2","1:04","2","DP 60",0
"2","1:04","3","DP 60",0
"2","norm","1","DP 60",0
"2","norm","2","DP 60",0
"2","norm","3","DP 60",0
"1","2x","1","DP 60",0
"1","2x","2","DP 60",0
"1","2x","3","DP 60",0
"1","1:04","1","DP 62",0
"1","1:04","2","DP 62",0
"1","1:04","3","DP 62",0
"2","1:04","1","DP 62",0
"2","1:04","2","DP 62",0
"2","1:04","3","DP 62",0
"2","norm","1","DP 62",0
"2","norm","2","DP 62",0
"2","norm","3","DP 62",0
"1","2x","1","DP 62",0
"1","2x","2","DP 62",0
"1","2x","3","DP 62",0
"1","1:04","1","DP 63",0
"1","1:04","2","DP 63",0
"1","1:04","3","DP 63",0
"2","1:04","1","DP 63",0
"2","1:04","2","DP 63",0
"2","1:04","3","DP 63",0
"2","norm","1","DP 63",0
"2","norm","2","DP 63",0
"2","norm","3","DP 63",0
"1","2x","1","DP 63",0
"1","2x","2","DP 63",0
"1","2x","3","DP 63",0
"1","1:04","1","DP 64",0
"1","1:04","2","DP 64",0
"1","1:04","3","DP 64",0
"2","1:04","1","DP 64",0
"2","1:04","2","DP 64",0
"2","1:04","3","DP 64",0
"2","norm","1","DP 64",0
"2","norm","2","DP 64",0
"2","norm","3","DP 64",0
"1","2x","1","DP 64",0
"1","2x","2","DP 64",0
"1","2x","3","DP 64",0
"1","1:04","1","DP 65",0
"1","1:04","2","DP 65",0
"1","1:04","3","DP 65",0
"2","1:04","1","DP 65",0
"2","1:04","2","DP 65",0
"2","1:04","3","DP 65",0
"2","norm","1","DP 65",0
"2","norm","2","DP 65",0
"2","norm","3","DP 65",0
"1","2x","1","DP 65",0
"1","2x","2","DP 65",0
"1","2x","3","DP 65",0
"1","1:04","1","DP 66",0
"1","1:04","2","DP 66",0
"1","1:04","3","DP 66",0
"2","1:04","1","DP 66",0
"2","1:04","2","DP 66",0
"2","1:04","3","DP 66",0
"2","norm","1","DP 66",0
"2","norm","2","DP 66",0
"2","norm","3","DP 66",0
"1","2x","1","DP 66",0
"1","2x","2","DP 66",0
"1","2x","3","DP 66",0
"1","1:04","1","DP 67",0
"1","1:04","2","DP 67",0
"1","1:04","3","DP 67",0
"2","1:04","1","DP 67",0
"2","1:04","2","DP 67",0
"2","1:04","3","DP 67",0
"2","norm","1","DP 67",0
"2","norm","2","DP 67",0
"2","norm","3","DP 67",0
"1","2x","1","DP 67",0
"1","2x","2","DP 67",0
"1","2x","3","DP 67",0
"1","1:04","1","DP 68",0
"1","1:04","2","DP 68",0
"1","1:04","3","DP 68",0
"2","1:04","1","DP 68",0
"2","1:04","2","DP 68",0
"2","1:04","3","DP 68",0
"2","norm","1","DP 68",0
"2","norm","2","DP 68",0
"2","norm","3","DP 68",0
"1","2x","1","DP 68",0
"1","2x","2","DP 68",0
"1","2x","3","DP 68",0
"1","1:04","1","DP 70",0
"1","1:04","2","DP 70",0
"1","1:04","3","DP 70",0
"2","1:04","1","DP 70",0
"2","1:04","2","DP 70",0
"2","1:04","3","DP 70",0
"2","norm","1","DP 70",0
"2","norm","2","DP 70",0
"2","norm","3","DP 70",0
"1","2x","1","DP 70",0
"1","2x","2","DP 70",0
"1","2x","3","DP 70",0
"1","1:04","1","DP 71",0
"1","1:04","2","DP 71",0
"1","1:04","3","DP 71",0
"2","1:04","1","DP 71",0
"2","1:04","2","DP 71",0
"2","1:04","3","DP 71",0
"2","norm","1","DP 71",0
"2","norm","2","DP 71",0
"2","norm","3","DP 71",0
"1","2x","1","DP 71",0
"1","2x","2","DP 71",0
"1","2x","3","DP 71",0
"1","1:04","1","DP 72",0
"1","1:04","2","DP 72",0
"1","1:04","3","DP 72",0
"2","1:04","1","DP 72",0
"2","1:04","2","DP 72",0
"2","1:04","3","DP 72",0
"2","norm","1","DP 72",0
"2","norm","2","DP 72",0
"2","norm","3","DP 72",0
"1","2x","1","DP 72",0
"1","2x","2","DP 72",0
"1","2x","3","DP 72",0
"1","1:04","1","DP 73",0
"1","1:04","2","DP 73",0
"1","1:04","3","DP 73",0
"2","1:04","1","DP 73",0
"2","1:04","2","DP 73",0
"2","1:04","3","DP 73",0
"2","norm","1","DP 73",0
"2","norm","2","DP 73",0
"2","norm","3","DP 73",0
"1","2x","1","DP 73",0
"1","2x","2","DP 73",0
"1","2x","3","DP 73",0
"1","1:04","1","DP 74",0
"1","1:04","2","DP 74",0
"1","1:04","3","DP 74",0
"2","1:04","1","DP 74",0
"2","1:04","2","DP 74",0
"2","1:04","3","DP 74",0
"2","norm","1","DP 74",0
"2","norm","2","DP 74",0
"2","norm","3","DP 74",0
"1","2x","1","DP 74",0
"1","2x","2","DP 74",0
"1","2x","3","DP 74",0
"1","1:04","1","DP 75",0
"1","1:04","2","DP 75",0
"1","1:04","3","DP 75",0
"2","1:04","1","DP 75",0
"2","1:04","2","DP 75",0
"2","1:04","3","DP 75",0
"2","norm","1","DP 75",0
"2","norm","2","DP 75",0
"2","norm","3","DP 75",0
"1","2x","1","DP 75",0
"1","2x","2","DP 75",0
"1","2x","3","DP 75",0
"1","1:04","1","DP 76",0
"1","1:04","2","DP 76",0
"1","1:04","3","DP 76",0
"2","1:04","1","DP 76",0
"2","1:04","2","DP 76",0
"2","1:04","3","DP 76",0
"2","norm","1","DP 76",0
"2","norm","2","DP 76",0
"2","norm","3","DP 76",0
"1","2x","1","DP 76",0
"1","2x","2","DP 76",0
"1","2x","3","DP 76",0
"1","1:04","1","DP 77",0
"1","1:04","2","DP 77",0
"1","1:04","3","DP 77",0
"2","1:04","1","DP 77",0
"2","1:04","2","DP 77",0
"2","1:04","3","DP 77",0
"2","norm","1","DP 77",0
"2","norm","2","DP 77",0
"2","norm","3","DP 77",0
"1","2x","1","DP 77",0
"1","2x","2","DP 77",0
"1","2x","3","DP 77",0
"1","1:04","1","DP 78",0
"1","1:04","2","DP 78",0
"1","1:04","3","DP 78",0
"2","1:04","1","DP 78",0
"2","1:04","2","DP 78",0
"2","1:04","3","DP 78",0
"2","norm","1","DP 78",0
"2","norm","2","DP 78",0
"2","norm","3","DP 78",0
"1","2x","1","DP 78",0
"1","2x","2","DP 78",0
"1","2x","3","DP 78",0
"1","1:04","1","DP 79",0
"1","1:04","2","DP 79",0
"1","1:04","3","DP 79",0
"2","1:04","1","DP 79",0
"2","1:04","2","DP 79",0
"2","1:04","3","DP 79",0
"2","norm","1","DP 79",0
"2","norm","2","DP 79",0
"2","norm","3","DP 79",0
"1","2x","1","DP 79",0
"1","2x","2","DP 79",0
"1","2x","3","DP 79",0
"1","1:04","1","DP 81",0
"1","1:04","2","DP 81",0
"1","1:04","3","DP 81",0
"2","1:04","1","DP 81",0
"2","1:04","2","DP 81",0
"2","1:04","3","DP 81",0
"2","norm","1","DP 81",0
"2","norm","2","DP 81",0
"2","norm","3","DP 81",0
"1","2x","1","DP 81",0
"1","2x","2","DP 81",0
"1","2x","3","DP 81",0
"1","1:04","1","DP 86",0
"1","1:04","2","DP 86",0
"1","1:04","3","DP 86",0
"2","1:04","1","DP 86",0
"2","1:04","2","DP 86",0
"2","1:04","3","DP 86",0
"2","norm","1","DP 86",0
"2","norm","2","DP 86",0
"2","norm","3","DP 86",0
"1","2x","1","DP 86",0
"1","2x","2","DP 86",0
"1","2x","3","DP 86",0
"1","1:04","1","DP 87",0
"1","1:04","2","DP 87",0
"1","1:04","3","DP 87",0
"2","1:04","1","DP 87",0
"2","1:04","2","DP 87",0
"2","1:04","3","DP 87",0
"2","norm","1","DP 87",0
"2","norm","2","DP 87",0
"2","norm","3","DP 87",0
"1","2x","1","DP 87",0
"1","2x","2","DP 87",0
"1","2x","3","DP 87",0
