time,signal
7.8585,36.687001
7.866833,54.494651
7.875167,75.429501
7.8835,97.180151
7.891833,117.240652
7.900167,133.741002
7.9085,146.104102
7.916833,154.976502
7.925167,160.946002
7.9335,164.472752
7.941833,166.371452
7.950167,167.058802
7.9585,166.791302
7.966833,165.729602
7.975167,163.977552
7.9835,161.598052
7.991833,158.643852
8.000167,155.156402
8.0085,151.172002
8.016833,146.718152
8.025167,141.828352
8.0335,136.535602
8.041833,130.874002
8.050167,124.850402
8.0585,118.512802
8.066833,111.918802
8.075167,105.126352
8.0835,98.170401
8.091833,91.125301
8.100167,84.055701
8.1085,77.031501
8.116833,70.117751
8.125167,63.378401
8.1335,56.876151
8.141833,50.404051
8.150167,44.334751
8.1585,38.854551
8.166833,33.829951
8.175167,29.2619
8.1835,25.14905
8.191833,21.48915
8.200167,18.2649
8.2085,15.4589
8.216833,13.0462
8.225167,10.9946
8.2335,9.265
8.241833,7.8219
8.250167,6.629
8.2585,5.65325
8.266833,4.85815
8.275167,4.21355
8.2835,3.6957
8.291833,3.2801
8.300167,2.9466
8.3085,2.68355
8.316833,2.47155
8.325167,2.30175
8.3335,2.16835
8.341833,2.06025
8.350167,1.97325
8.3585,1.90205
8.366833,1.84535
8.375167,1.79785
8.3835,1.7584
8.391833,1.7259
8.400167,1.6986
8.4085,1.6751
8.416833,1.65275
8.425167,1.6325
8.4335,1.6149
8.441833,1.5983
8.450167,1.5819
8.4585,1.56575
8.466833,1.55315
8.475167,1.54185
8.4835,1.53305
8.491833,1.5282
8.500167,1.526
8.5085,1.5287
8.516833,1.53905
8.525167,1.5544
8.5335,1.5785
8.541833,1.60985
8.550167,1.6512
8.5585,1.70135
8.566833,1.75765
8.575167,1.82135
8.5835,1.8899
8.591833,1.9606
8.600167,2.03615
8.6085,2.09735
8.616833,2.16
8.625167,2.2151
8.6335,2.257
8.641833,2.2864
8.650167,2.2989
8.6585,2.2947
8.666833,2.27375
8.675167,2.23685
8.6835,2.1837
8.691833,2.11775
8.700167,2.04235
8.7085,1.95765
8.716833,1.8678
8.725167,1.77515
8.7335,1.68285
8.741833,1.59535
8.750167,1.50945
8.7585,1.43245
8.766833,1.36125
8.775167,1.29705
8.7835,1.2415
8.791833,1.19375
8.800167,1.15245
8.8085,1.11745
8.816833,1.09
8.825167,1.06725
8.8335,1.04825
8.841833,1.03465
8.850167,1.0241
8.8585,1.0157
8.866833,1.01135
8.875167,1.0086
8.8835,1.0076
8.891833,1.00945
8.900167,1.01265
8.9085,1.0192
8.916833,1.0277
8.925167,1.04025
8.9335,1.05465
8.941833,1.0707
8.950167,1.08825
8.9585,1.1089
8.966833,1.13095
8.975167,1.15405
8.9835,1.17845
8.991833,1.20175
9.000167,1.22575
9.0085,1.24725
9.016833,1.26525
9.025167,1.28085
9.0335,1.2935
9.041833,1.30035
9.050167,1.30305
9.0585,1.30115
9.066833,1.2955
9.075167,1.28705
9.0835,1.273
9.091833,1.2581
9.100167,1.2415
9.1085,1.22425
9.116833,1.2079
9.125167,1.19365
9.1335,1.1837
9.141833,1.1778
9.150167,1.177
9.1585,1.182
9.166833,1.1939
9.175167,1.2108
9.1835,1.23625
9.191833,1.2683
9.200167,1.3067
9.2085,1.3496
9.216833,1.39555
9.225167,1.4462
9.2335,1.4979
9.241833,1.5454
9.250167,1.59095
9.2585,1.6371
9.266833,1.6693
9.275167,1.6965
9.2835,1.7131
9.291833,1.72145
9.300167,1.71945
9.3085,1.7074
9.316833,1.6843
9.325167,1.65375
9.3335,1.6171
9.341833,1.57445
9.350167,1.5281
9.3585,1.48185
9.366833,1.4341
9.375167,1.39205
9.3835,1.3524
9.391833,1.317
9.400167,1.2877
9.4085,1.2657
9.416833,1.25065
9.425167,1.2429
9.4335,1.24315
9.441833,1.24905
9.450167,1.2642
9.4585,1.28395
9.466833,1.3096
9.475167,1.3397
9.4835,1.37265
9.491833,1.41155
9.500167,1.45135
9.5085,1.4913
9.516833,1.53285
9.525167,1.57195
9.5335,1.6089
9.541833,1.64355
9.550167,1.67425
9.5585,1.70285
9.566833,1.7281
9.575167,1.75055
9.5835,1.7718
9.591833,1.79045
9.600167,1.80965
9.6085,1.82815
9.616833,1.84765
9.625167,1.86755
9.6335,1.8888
9.641833,1.9101
9.650167,1.93245
9.6585,1.95495
9.666833,1.97735
9.675167,1.9974
9.6835,2.01225
9.691833,2.021
9.700167,2.0229
9.7085,2.0165
9.716833,1.9982
9.725167,1.97
9.7335,1.9297
9.741833,1.87845
9.750167,1.8179
9.7585,1.7476
9.766833,1.6711
9.775167,1.59125
9.7835,1.5106
9.791833,1.4322
9.800167,1.359
9.8085,1.29225
9.816833,1.2327
9.825167,1.1798
9.8335,1.13525
9.841833,1.09805
9.850167,1.0684
9.8585,1.0474
9.866833,1.031
9.875167,1.0206
9.8835,1.0138
9.891833,1.0093
9.900167,1.0069
9.9085,1.0039
9.916833,1.0029
9.925167,1.00315
9.9335,1.0069
9.941833,1.01875
9.950167,1.0592
9.9585,1.1724
9.966833,1.4778
9.975167,2.30975
9.9835,4.56085
9.991833,10.41725
10.000167,24.3382
10.0085,52.414001
10.016833,96.666701
10.025167,148.495702
10.0335,193.843353
10.041833,224.686353
10.050167,242.222854
10.0585,251.953004
10.066833,258.292704
10.075167,261.514004
10.0835,259.354054
10.091833,253.790504
10.100167,249.032304
10.1085,246.182354
10.116833,243.782904
10.125167,240.243254
10.1335,233.354203
10.141833,218.722953
10.150167,191.148353
10.1585,153.952902
10.166833,114.497502
10.175167,79.904201
10.1835,53.778501
10.191833,35.333401
10.200167,22.9621
10.2085,15.0755
10.216833,10.17825
10.225167,7.2224
10.2335,5.44345
10.241833,4.3505
