"","pre.treatment","rep","conc"
"740","Sigma Dahlia",2,0.0171658617284214
"741","Sigma Dahlia",3,0.0165104721726161
"742","NOW",1,0.0287049517357316
"743","NOW",2,0.0255413928094772
"744","NOW",3,0.0231508966710166
"745","Sigma Chicory",1,0.0203354372547445
"746","Sigma Chicory",2,0.0211448855606493
"747","Sigma Chicory",3,0.0254455902331984
"748","fructose",1,0.039792971025969
"749","fructose",2,0.0401603257527512
"750","fructose",3,0.0366769854427013
"751","glucose",1,0.0244067454940328
"752","glucose",2,0.0269969678342462
"753","glucose",3,0
"754","sucrose",1,0.0301936914086464
"755","sucrose",2,0.0584996542966072
"756","sucrose",3,0.0394917569619272
"757","control",1,0.0231173776436964
"758","control",2,0
"759","control",3,0.0350425498253951
"760","Sigma Dahlia",1,0.0189126042900651
"761","Sigma Dahlia",2,0.0091332700905627
"762","Sigma Dahlia",3,0
"763","NOW",1,0.0170680794230146
"764","NOW",2,0.0305186163391362
"765","NOW",3,0.0230654164979271
"766","Sigma Chicory",1,0.0233667516337272
"767","Sigma Chicory",2,0.0274434322409073
"768","Sigma Chicory",3,0.01723673543472
"769","fructose",1,0.0433389684923007
"770","fructose",2,0.0275414171404938
"771","fructose",3,0.0268815543078915
"772","glucose",1,0.022201522312763
"773","glucose",2,0.0288871145807359
"774","glucose",3,0
"775","sucrose",1,0.0240224039129442
"776","sucrose",2,0.0547346087839993
"777","sucrose",3,0.0371334476931876
"778","control",1,0.0262797894157384
"779","control",2,0
"780","control",3,0.0237578777321442
"781","Sigma Dahlia",1,0.0149726709318212
"782","Sigma Dahlia",2,0.00799993737018928
"783","Sigma Dahlia",3,0
"784","NOW",1,0.0154805059130976
"785","NOW",2,0.0185780248565931
"786","NOW",3,0.0151538830948599
"787","Sigma Chicory",1,0.0135873063684961
"788","Sigma Chicory",2,0.0220590317871346
"789","Sigma Chicory",3,0.0150516320749446
"790","fructose",1,0.0300914302992236
"791","fructose",2,0.0244698583399282
"792","fructose",3,0.0229404041570258
"793","glucose",1,0.019680415145698
"794","glucose",2,0.0210253532342295
"795","glucose",3,0
"796","sucrose",1,0.0212764582192884
"797","sucrose",2,0.0499193713220442
"798","sucrose",3,0.0271212946645348
"799","control",1,0.0252771855611955
"800","control",2,0
"801","control",3,0.0199857267935401
"802","Sigma Dahlia",1,0.0196619178130425
"803","Sigma Dahlia",2,0
"804","Sigma Dahlia",3,0
"805","NOW",1,0.0133058007079528
"806","NOW",2,0.0166571413232741
"807","NOW",3,0.013226588317873
"808","Sigma Chicory",1,0.0126308832868369
"809","Sigma Chicory",2,0.0186297560207761
"810","Sigma Chicory",3,0.0136610137479647
"811","fructose",1,0.0265200760489465
"812","fructose",2,0.0209028495406661
"813","fructose",3,0.0205011683544245
"814","glucose",1,0.0169625041730975
"815","glucose",2,0.0183579882608533
"816","glucose",3,0
"817","sucrose",1,0.0192862194668349
"818","sucrose",2,0.0457313600501739
"819","sucrose",3,0.0228234508595968
"820","control",1,0.0175964397046451
"821","control",2,0
"822","control",3,0.0168731577554389
"823","Sigma Dahlia",1,0.0116042038293046
"824","Sigma Dahlia",2,0.00934286232238194
"825","Sigma Dahlia",3,0.00852844591066492
"826","NOW",1,0.0119063328519532
"827","NOW",2,0.0137934341086389
"828","NOW",3,0.0116124572717926
"829","Sigma Chicory",1,0.0116446849491051
"830","Sigma Chicory",2,0
"831","Sigma Chicory",3,0.0165471334084279
"832","fructose",1,0.0214962648708542
"833","fructose",2,0.0198018850374329
"834","fructose",3,0.0222082982135764
"835","glucose",1,0.0167793210554269
"836","glucose",2,0.016463969386695
"837","glucose",3,0
"838","sucrose",1,0.0216198886727823
"839","sucrose",2,0.0436431761572763
"840","sucrose",3,0.0195868570300991
"841","control",1,0.0145579503564852
"842","control",2,0
"843","control",3,0.0177758373059486
"844","Sigma Dahlia",1,0.00878661972040301
"845","Sigma Dahlia",2,0.0105907938409137
"846","Sigma Dahlia",3,0.0106316503105787
"847","NOW",1,0.0181121190980503
"848","NOW",2,0.0124324859678309
"849","NOW",3,0.0137081861289965
"850","Sigma Chicory",1,0.0118730356866856
"851","Sigma Chicory",2,0
"852","Sigma Chicory",3,0.0165696467190957
"853","fructose",1,0.0180788867611222
"854","fructose",2,0.0231097464302767
"855","fructose",3,0.0217962071228142
"856","glucose",1,0
"857","glucose",2,0.0186193175319565
"858","glucose",3,0
"859","sucrose",1,0.0196084027851629
"860","sucrose",2,0.0386953089087934
"861","sucrose",3,0.0218691315924484
"862","control",1,0.011815475402834
"863","control",2,0
"864","control",3,0.0200809175170224
"865","Sigma Dahlia",1,0.00800840456409291
"866","Sigma Dahlia",2,0
"867","Sigma Dahlia",3,0
"868","NOW",1,0.0119178668572193
"869","NOW",2,0.0163306417515676
"870","NOW",3,0.0148810299282013
"871","Sigma Chicory",1,0.016283510301263
"872","Sigma Chicory",2,0
"873","Sigma Chicory",3,0.0119258557276714
"874","fructose",1,0.0211586678535965
"875","fructose",2,0.0164450069142904
"876","fructose",3,0.0167240852272976
"877","glucose",1,0
"878","glucose",2,0.0198595815229013
"879","glucose",3,0
"880","sucrose",1,0.0155337588766003
"881","sucrose",2,0
"882","sucrose",3,0.0220758205327143
"883","control",1,0.0136416393391913
"884","control",2,0
"885","control",3,0.0140643427298046
"886","Sigma Dahlia",1,0.00823003249021918
"887","Sigma Dahlia",2,0
"888","Sigma Dahlia",3,0
"889","NOW",1,0.00986795053581205
"890","NOW",2,0.0134580306008313
"891","NOW",3,0.0101585678876282
"892","Sigma Chicory",1,0.0103125486790717
"893","Sigma Chicory",2,0
"894","Sigma Chicory",3,0.0112614684959467
"895","fructose",1,0.0193327607698094
"896","fructose",2,0.0141899927754969
"897","fructose",3,0.015536126356424
"898","glucose",1,0
"899","glucose",2,0.0140418100575512
"900","glucose",3,0
"901","sucrose",1,0.0144659315402989
"902","sucrose",2,0
"903","sucrose",3,0.0162866038254009
"904","control",1,0.191457629335829
"905","control",2,0
"906","control",3,0
"907","Sigma Dahlia",1,0.193074936840698
"908","Sigma Dahlia",2,0
"909","Sigma Dahlia",3,0
"910","NOW",1,0
"911","NOW",2,0
"912","NOW",3,0
"913","Sigma Chicory",1,0
"914","Sigma Chicory",2,0.230832884584278
"915","Sigma Chicory",3,0
"916","fructose",1,0
"917","fructose",2,0
"918","fructose",3,0
"919","glucose",1,0
"920","glucose",2,0
"921","glucose",3,0
"922","sucrose",1,0
"923","sucrose",2,0
"924","sucrose",3,0
"925","control",1,0.0148949858380882
"926","control",2,0
"927","control",3,0.0118353897458897
"928","Sigma Dahlia",1,0
"929","Sigma Dahlia",2,0
"930","Sigma Dahlia",3,0
"931","NOW",1,0.00941478952991115
"932","NOW",2,0.00976391730738513
"933","NOW",3,0.00863588587401941
"934","Sigma Chicory",1,0
"935","Sigma Chicory",2,0
"936","Sigma Chicory",3,0.00984267775408621
"937","fructose",1,0.0140071464154513
"938","fructose",2,0.0133726425781553
"939","fructose",3,0.0140576878403325
"940","glucose",1,0
"941","glucose",2,0.011961761360218
"942","glucose",3,0
"943","sucrose",1,0.0124848003284904
"944","sucrose",2,0
"945","sucrose",3,0.0142155376152785
"946","control",1,0.0100972079092126
"947","control",2,0
"948","control",3,0.0110900883039156
"949","Sigma Dahlia",1,0
"950","Sigma Dahlia",2,0
"951","Sigma Dahlia",3,0
"952","NOW",1,0.0067541320780126
"953","NOW",2,0.00885493772183354
"954","NOW",3,0.00823586856962618
"955","Sigma Chicory",1,0
"956","Sigma Chicory",2,0
"957","Sigma Chicory",3,0.00784293853100364
"958","fructose",1,0.0124383406142443
"959","fructose",2,0.0103774161502544
"960","fructose",3,0.0109383982330166
"961","glucose",1,0
"962","glucose",2,0.0106935737182327
"963","glucose",3,0
"964","sucrose",1,0.0106562208207569
"965","sucrose",2,0
"966","sucrose",3,0.0125185769891053
"967","control",1,0.00825690645221431
"968","control",2,0
"969","control",3,0.00779087275203016
"970","Sigma Dahlia",1,0
"971","Sigma Dahlia",2,0
"972","Sigma Dahlia",3,0
"973","NOW",1,0.00575132031640551
"974","NOW",2,0.00679957884954364
"975","NOW",3,0.00564692098695017
"976","Sigma Chicory",1,0
"977","Sigma Chicory",2,0
"978","Sigma Chicory",3,0.00715168101999425
"979","fructose",1,0.010323875687463
"980","fructose",2,0.00927616407833808
"981","fructose",3,0.00954828380171765
"982","glucose",1,0
"983","glucose",2,0.00803999368809554
"984","glucose",3,0
"985","sucrose",1,0.00928332466852907
"986","sucrose",2,0
"987","sucrose",3,0.0102949050499949
"988","control",1,0.00784446819002329
"989","control",2,0
"990","control",3,0
"991","Sigma Dahlia",1,0
"992","Sigma Dahlia",2,0
"993","Sigma Dahlia",3,0
"994","NOW",1,0.00479706789674913
"995","NOW",2,0.00539223574403583
"996","NOW",3,0.00481660385477098
"997","Sigma Chicory",1,0
"998","Sigma Chicory",2,0
"999","Sigma Chicory",3,0.0059125476942515
"1000","fructose",1,0.00837085100637747
"1001","fructose",2,0.0078421348197548
"1002","fructose",3,0.00818329197247867
"1003","glucose",1,0
"1004","glucose",2,0.00694753668891414
"1005","glucose",3,0
"1006","sucrose",1,0.00786813087544908
"1007","sucrose",2,0
"1008","sucrose",3,0.00879325664321659
"1009","control",1,0.0052992150271154
"1010","control",2,0
"1011","control",3,0
"1012","Sigma Dahlia",1,0
"1013","Sigma Dahlia",2,0
"1014","Sigma Dahlia",3,0
"1015","NOW",1,0
"1016","NOW",2,0.00444172793253496
"1017","NOW",3,0.00424090278105965
"1018","Sigma Chicory",1,0
"1019","Sigma Chicory",2,0
"1020","Sigma Chicory",3,0.00490051649800689
"1021","fructose",1,0.00758816139045029
"1022","fructose",2,0.00652149886864503
"1023","fructose",3,0.00731421672513721
"1024","glucose",1,0
"1025","glucose",2,0.00640724044111822
"1026","glucose",3,0
"1027","sucrose",1,0.00669181367930539
"1028","sucrose",2,0
"1029","sucrose",3,0.00763695104816296
"1030","control",1,0
"1031","control",2,0
"1032","control",3,0
"1033","Sigma Dahlia",1,0
"1034","Sigma Dahlia",2,0
"1035","Sigma Dahlia",3,0
"1036","NOW",1,0
"1037","NOW",2,0
"1038","NOW",3,0
"1039","Sigma Chicory",1,0
"1040","Sigma Chicory",2,0
"1041","Sigma Chicory",3,0.00994880120936091
"1042","fructose",1,0
"1043","fructose",2,0.00540909500524827
"1044","fructose",3,0.0649427527963967
"1045","glucose",1,0
"1046","glucose",2,0.00338111440522997
"1047","glucose",3,0
"1048","sucrose",1,0.032531944927873
"1049","sucrose",2,0
"1050","sucrose",3,0.00428915604966342
"1051","control",1,0
"1052","control",2,0
"1053","control",3,0
"1054","Sigma Dahlia",1,0
"1055","Sigma Dahlia",2,0
"1056","Sigma Dahlia",3,0
"1057","NOW",1,0
"1058","NOW",2,0
"1059","NOW",3,0
"1060","Sigma Chicory",1,0
"1061","Sigma Chicory",2,0
"1062","Sigma Chicory",3,0
"1063","fructose",1,0.00630547641011681
"1064","fructose",2,0.00587483184914921
"1065","fructose",3,0.00629528055450698
"1066","glucose",1,0
"1067","glucose",2,0.00501173890001372
"1068","glucose",3,0
"1069","sucrose",1,0.00589535368553055
"1070","sucrose",2,0
"1071","sucrose",3,0.00624202829784657
"1072","control",1,0
"1073","control",2,0
"1074","control",3,0
"1075","Sigma Dahlia",1,0
"1076","Sigma Dahlia",2,0
"1077","Sigma Dahlia",3,0
"1078","NOW",1,0
"1079","NOW",2,0
"1080","NOW",3,0
"1081","Sigma Chicory",1,0
"1082","Sigma Chicory",2,0
"1083","Sigma Chicory",3,0
"1084","fructose",1,0.0909073246616243
"1085","fructose",2,0.00297730985067517
"1086","fructose",3,0
"1087","glucose",1,0
"1088","glucose",2,0.00924100703190808
"1089","glucose",3,0
"1090","sucrose",1,0
"1091","sucrose",2,0
"1092","sucrose",3,0.00822001161734843
"1093","control",1,0
"1094","control",2,0
"1095","control",3,0
"1096","Sigma Dahlia",1,0
"1097","Sigma Dahlia",2,0
"1098","Sigma Dahlia",3,0
"1099","NOW",1,0
"1100","NOW",2,0
"1101","NOW",3,0
"1102","Sigma Chicory",1,0
"1103","Sigma Chicory",2,0
"1104","Sigma Chicory",3,0
"1105","fructose",1,0
"1106","fructose",2,0.00451060104881937
"1107","fructose",3,0.00490662960679969
"1108","glucose",1,0
"1109","glucose",2,0.00478871387485937
"1110","glucose",3,0
"1111","sucrose",1,0.00493547595993955
"1112","sucrose",2,0
"1113","sucrose",3,0.00592247398847741
"1114","control",1,0
"1115","control",2,0
"1116","control",3,0
"1117","Sigma Dahlia",1,0
"1118","Sigma Dahlia",2,0
"1119","Sigma Dahlia",3,0
"1120","NOW",1,0
"1121","NOW",2,0
"1122","NOW",3,0
"1123","Sigma Chicory",1,0
"1124","Sigma Chicory",2,0
"1125","Sigma Chicory",3,0
"1126","fructose",1,0
"1127","fructose",2,0.00479809701538773
"1128","fructose",3,0.00468549983775564
"1129","glucose",1,0
"1130","glucose",2,0.00400619759926744
"1131","glucose",3,0
"1132","sucrose",1,0.00452757260394567
"1133","sucrose",2,0
"1134","sucrose",3,0.0051335537427906
"1135","control",1,0
"1136","control",2,0
"1137","control",3,0
"1138","Sigma Dahlia",1,0
"1139","Sigma Dahlia",2,0
"1140","Sigma Dahlia",3,0
"1141","NOW",1,0
"1142","NOW",2,0
"1143","NOW",3,0
"1144","Sigma Chicory",1,0
"1145","Sigma Chicory",2,0
"1146","Sigma Chicory",3,0
"1147","fructose",1,0
"1148","fructose",2,0.00416800950582271
"1149","fructose",3,0.00464743923552995
"1150","glucose",1,0
"1151","glucose",2,0.00399631541504912
"1152","glucose",3,0
"1153","sucrose",1,0.0044255993084931
"1154","sucrose",2,0
"1155","sucrose",3,0.0049504252265698
"1156","control",1,0
"1157","control",2,0
"1158","control",3,0
"1159","Sigma Dahlia",1,0
"1160","Sigma Dahlia",2,0
"1161","Sigma Dahlia",3,0
"1162","NOW",1,0
"1163","NOW",2,0
"1164","NOW",3,0
"1165","Sigma Chicory",1,0
"1166","Sigma Chicory",2,0
"1167","Sigma Chicory",3,0
"1168","fructose",1,0
"1169","fructose",2,0.00436578816768514
"1170","fructose",3,0.00425966041406075
"1171","glucose",1,0.0638654595809566
"1172","glucose",2,0.00374859357882789
"1173","glucose",3,0
"1174","sucrose",1,0.00395693522125216
"1175","sucrose",2,0
"1176","sucrose",3,0.00473020401209253
"1177","control",1,0
"1178","control",2,0
"1179","control",3,0
"1180","Sigma Dahlia",1,0
"1181","Sigma Dahlia",2,0
"1182","Sigma Dahlia",3,0
"1183","NOW",1,0
"1184","NOW",2,0
"1185","NOW",3,0
"1186","Sigma Chicory",1,0
"1187","Sigma Chicory",2,0
"1188","Sigma Chicory",3,0
"1189","fructose",1,0
"1190","fructose",2,0.00366765177567882
"1191","fructose",3,0.0046600717167115
"1192","glucose",1,0
"1193","glucose",2,0.00373133338994813
"1194","glucose",3,0
"1195","sucrose",1,0.00524693476950305
"1196","sucrose",2,0
"1197","sucrose",3,0.00466924098416798
"1198","control",1,0
"1199","control",2,0
"1200","control",3,0
"1201","Sigma Dahlia",1,0
"1202","Sigma Dahlia",2,0
"1203","Sigma Dahlia",3,0
"1204","NOW",1,0
"1205","NOW",2,0
"1206","NOW",3,0
"1207","Sigma Chicory",1,0
"1208","Sigma Chicory",2,0
"1209","Sigma Chicory",3,0
"1210","fructose",1,0
"1211","fructose",2,0.049739548838851
"1212","fructose",3,0.00586214257352439
"1213","glucose",1,0
"1214","glucose",2,0.00314813344521785
"1215","glucose",3,0
"1216","sucrose",1,0.0212652136110113
"1217","sucrose",2,0
"1218","sucrose",3,0.0042554903215603
"1219","control",1,0
"1220","control",2,0
"1221","control",3,0
"1222","Sigma Dahlia",1,0
"1223","Sigma Dahlia",2,0
"1224","Sigma Dahlia",3,0
"1225","NOW",1,0
"1226","NOW",2,0
"1227","NOW",3,0
"1228","Sigma Chicory",1,0
"1229","Sigma Chicory",2,0
"1230","Sigma Chicory",3,0
"1231","fructose",1,0
"1232","fructose",2,0.0278110850329869
"1233","fructose",3,0
"1234","glucose",1,0
"1235","glucose",2,0.00521790635945706
"1236","glucose",3,0
"1237","sucrose",1,0.00512228402171823
"1238","sucrose",2,0
"1239","sucrose",3,0.00865924118191425
"1240","control",1,0
"1241","control",2,0
"1242","control",3,0
"1243","Sigma Dahlia",1,0
"1244","Sigma Dahlia",2,0
"1245","Sigma Dahlia",3,0
"1246","NOW",1,0
"1247","NOW",2,0
"1248","NOW",3,0
"1249","Sigma Chicory",1,0
"1250","Sigma Chicory",2,0
"1251","Sigma Chicory",3,0
"1252","fructose",1,0
"1253","fructose",2,0.0086977496400604
"1254","fructose",3,0
"1255","glucose",1,0
"1256","glucose",2,0.0848382997131361
"1257","glucose",3,0
"1258","sucrose",1,0
"1259","sucrose",2,0
"1260","sucrose",3,0.047343764107411
"1261","control",1,0
"1262","control",2,0
"1263","control",3,0
"1264","Sigma Dahlia",1,0
"1265","Sigma Dahlia",2,0
"1266","Sigma Dahlia",3,0
"1267","NOW",1,0
"1268","NOW",2,0
"1269","NOW",3,0
"1270","Sigma Chicory",1,0
"1271","Sigma Chicory",2,0
"1272","Sigma Chicory",3,0
"1273","fructose",1,0
"1274","fructose",2,0.00451555771905639
"1275","fructose",3,0
"1276","glucose",1,0
"1277","glucose",2,0
"1278","glucose",3,0
"1279","sucrose",1,0
"1280","sucrose",2,0
"1281","sucrose",3,0.0252350440812941
"1282","control",1,0
"1283","control",2,0
"1284","control",3,0
"1285","Sigma Dahlia",1,0
"1286","Sigma Dahlia",2,0
"1287","Sigma Dahlia",3,0
"1288","NOW",1,0
"1289","NOW",2,0
"1290","NOW",3,0
"1291","Sigma Chicory",1,0
"1292","Sigma Chicory",2,0
"1293","Sigma Chicory",3,0
"1294","fructose",1,0
"1295","fructose",2,0
"1296","fructose",3,0
"1297","glucose",1,0
"1298","glucose",2,0.0047556984805513
"1299","glucose",3,0
"1300","sucrose",1,0
"1301","sucrose",2,0
"1302","sucrose",3,0.00511367840792848
"1303","control",1,0
"1304","control",2,0
"1305","control",3,0
"1306","Sigma Dahlia",1,0
"1307","Sigma Dahlia",2,0
"1308","Sigma Dahlia",3,0
"1309","NOW",1,0
"1310","NOW",2,0
"1311","NOW",3,0
"1312","Sigma Chicory",1,0
"1313","Sigma Chicory",2,0
"1314","Sigma Chicory",3,0
"1315","fructose",1,0
"1316","fructose",2,0
"1317","fructose",3,0
"1318","glucose",1,0
"1319","glucose",2,0.00343378243415756
"1320","glucose",3,0
"1321","sucrose",1,0
"1322","sucrose",2,0
"1323","sucrose",3,0.00406714950341837
"1324","control",1,0
"1325","control",2,0
"1326","control",3,0
"1327","Sigma Dahlia",1,0
"1328","Sigma Dahlia",2,0
"1329","Sigma Dahlia",3,0
"1330","NOW",1,0
"1331","NOW",2,0
"1332","NOW",3,0
"1333","Sigma Chicory",1,0
"1334","Sigma Chicory",2,0
"1335","Sigma Chicory",3,0
"1336","fructose",1,0
"1337","fructose",2,0
"1338","fructose",3,0
"1339","glucose",1,0
"1340","glucose",2,0.00231163496645525
"1341","glucose",3,0
"1342","sucrose",1,0
"1343","sucrose",2,0
"1344","sucrose",3,0.00290870092014083
"1345","control",1,0
"1346","control",2,0
"1347","control",3,0
"1348","Sigma Dahlia",1,0
"1349","Sigma Dahlia",2,0
"1350","Sigma Dahlia",3,0
"1351","NOW",1,0
"1352","NOW",2,0
"1353","NOW",3,0
"1354","Sigma Chicory",1,0
"1355","Sigma Chicory",2,0
"1356","Sigma Chicory",3,0
"1357","fructose",1,0
"1358","fructose",2,0
"1359","fructose",3,0
"1360","glucose",1,0
"1361","glucose",2,0
"1362","glucose",3,0
"1363","sucrose",1,0
"1364","sucrose",2,0
"1365","sucrose",3,0.00213363275715971
"1366","control",1,0
"1367","control",2,0
"1368","control",3,0
"1369","Sigma Dahlia",1,0
"1370","Sigma Dahlia",2,0
"1371","Sigma Dahlia",3,0
"1372","NOW",1,0
"1373","NOW",2,0
"1374","NOW",3,0
"1375","Sigma Chicory",1,0
"1376","Sigma Chicory",2,0
"1377","Sigma Chicory",3,0
"1378","fructose",1,0
"1379","fructose",2,0
"1380","fructose",3,0
"1381","glucose",1,0
"1382","glucose",2,0
"1383","glucose",3,0
"1384","sucrose",1,0
"1385","sucrose",2,0
"1386","sucrose",3,0.00266889379240185
"1387","control",1,0
"1388","control",2,0
"1389","control",3,0
"1390","Sigma Dahlia",1,0
"1391","Sigma Dahlia",2,0
"1392","Sigma Dahlia",3,0
"1393","NOW",1,0
"1394","NOW",2,0
"1395","NOW",3,0
"1396","Sigma Chicory",1,0
"1397","Sigma Chicory",2,0
"1398","Sigma Chicory",3,0
"1399","fructose",1,0
"1400","fructose",2,0
"1401","fructose",3,0
"1402","glucose",1,0
"1403","glucose",2,0
"1404","glucose",3,0
"1405","sucrose",1,0
"1406","sucrose",2,0
"1407","sucrose",3,0
"1408","control",1,0
"1409","control",2,0
"1410","control",3,0
"1411","Sigma Dahlia",1,0
"1412","Sigma Dahlia",2,0
"1413","Sigma Dahlia",3,0
"1414","NOW",1,0
"1415","NOW",2,0
"1416","NOW",3,0
"1417","Sigma Chicory",1,0
"1418","Sigma Chicory",2,0
"1419","Sigma Chicory",3,0
"1420","fructose",1,0
"1421","fructose",2,0
"1422","fructose",3,0
"1423","glucose",1,0
"1424","glucose",2,0
"1425","glucose",3,0
"1426","sucrose",1,0
"1427","sucrose",2,0
"1428","sucrose",3,0
"1429","control",1,0
"1430","control",2,0
"1431","control",3,0
"1432","Sigma Dahlia",1,0
"1433","Sigma Dahlia",2,0
"1434","Sigma Dahlia",3,0
"1435","NOW",1,0
"1436","NOW",2,0
"1437","NOW",3,0
"1438","Sigma Chicory",1,0
"1439","Sigma Chicory",2,0
"1440","Sigma Chicory",3,0
"1441","fructose",1,0
"1442","fructose",2,0
"1443","fructose",3,0
"1444","glucose",1,0
"1445","glucose",2,0
"1446","glucose",3,0
"1447","sucrose",1,0
"1448","sucrose",2,0
"1449","sucrose",3,0
"1450","control",1,0
"1451","control",2,0
"1452","control",3,0
"1453","Sigma Dahlia",1,0
"1454","Sigma Dahlia",2,0
"1455","Sigma Dahlia",3,0
"1456","NOW",1,0
"1457","NOW",2,0
"1458","NOW",3,0
"1459","Sigma Chicory",1,0
"1460","Sigma Chicory",2,0
"1461","Sigma Chicory",3,0
"1462","fructose",1,0
"1463","fructose",2,0
"1464","fructose",3,0
"1465","glucose",1,0
"1466","glucose",2,0
"1467","glucose",3,0
"1468","sucrose",1,0
"1469","sucrose",2,0
"1470","sucrose",3,0
"1471","control",1,0
"1472","control",2,0
"1473","control",3,0
"1474","Sigma Dahlia",1,0
"1475","Sigma Dahlia",2,0
"1476","Sigma Dahlia",3,0
"1477","NOW",1,0
"1478","NOW",2,0
"1479","NOW",3,0
"1480","Sigma Chicory",1,0
"1481","Sigma Chicory",2,0
"1482","Sigma Chicory",3,0
"1483","fructose",1,0
"1484","fructose",2,0
"1485","fructose",3,0
"1486","glucose",1,0
"1487","glucose",2,0
"1488","glucose",3,0
"1489","sucrose",1,0
"1490","sucrose",2,0
"1491","sucrose",3,0
"1492","control",1,0
"1493","control",2,0
"1494","control",3,0
"1495","Sigma Dahlia",1,0
"1496","Sigma Dahlia",2,0
"1497","Sigma Dahlia",3,0
"1498","NOW",1,0
"1499","NOW",2,0
"1500","NOW",3,0
"1501","Sigma Chicory",1,0
"1502","Sigma Chicory",2,0
"1503","Sigma Chicory",3,0
"1504","fructose",1,0
"1505","fructose",2,0
"1506","fructose",3,0
"1507","glucose",1,0
"1508","glucose",2,0
"1509","glucose",3,0
"1510","sucrose",1,0
"1511","sucrose",2,0
"1512","sucrose",3,0
"1513","control",1,0
"1514","control",2,0
"1515","control",3,0
"1516","Sigma Dahlia",1,0
"1517","Sigma Dahlia",2,0
"1518","Sigma Dahlia",3,0
"1519","NOW",1,0
"1520","NOW",2,0
"1521","NOW",3,0
"1522","Sigma Chicory",1,0
"1523","Sigma Chicory",2,0
"1524","Sigma Chicory",3,0
"1525","fructose",1,0
"1526","fructose",2,0
"1527","fructose",3,0
"1528","glucose",1,0
"1529","glucose",2,0
"1530","glucose",3,0
"1531","sucrose",1,0
"1532","sucrose",2,0
"1533","sucrose",3,0
"1534","control",1,0
"1535","control",2,0
"1536","control",3,0
"1537","Sigma Dahlia",1,0
"1538","Sigma Dahlia",2,0
"1539","Sigma Dahlia",3,0
"1540","NOW",1,0
"1541","NOW",2,0
"1542","NOW",3,0
"1543","Sigma Chicory",1,0
"1544","Sigma Chicory",2,0
"1545","Sigma Chicory",3,0
"1546","fructose",1,0
"1547","fructose",2,0
"1548","fructose",3,0
"1549","glucose",1,0
"1550","glucose",2,0
"1551","glucose",3,0
"1552","sucrose",1,0
"1553","sucrose",2,0
"1554","sucrose",3,0
"1555","control",1,0
"1556","control",2,0
"1557","control",3,0
"1558","Sigma Dahlia",1,0
"1559","Sigma Dahlia",2,0
"1560","Sigma Dahlia",3,0
"1561","NOW",1,0
"1562","NOW",2,0
"1563","NOW",3,0
"1564","Sigma Chicory",1,0
"1565","Sigma Chicory",2,0
"1566","Sigma Chicory",3,0
"1567","fructose",1,0
"1568","fructose",2,0
"1569","fructose",3,0
"1570","glucose",1,0
"1571","glucose",2,0
"1572","glucose",3,0
"1573","sucrose",1,0
"1574","sucrose",2,0
"1575","sucrose",3,0
"1576","control",1,0
"1577","control",2,0
"1578","control",3,0
"1579","Sigma Dahlia",1,0
"1580","Sigma Dahlia",2,0
"1581","Sigma Dahlia",3,0
"1582","NOW",1,0
"1583","NOW",2,0
"1584","NOW",3,0
"1585","Sigma Chicory",1,0
"1586","Sigma Chicory",2,0
"1587","Sigma Chicory",3,0
"1588","fructose",1,0
"1589","fructose",2,0
"1590","fructose",3,0
"1591","glucose",1,0
"1592","glucose",2,0
"1593","glucose",3,0
"1594","sucrose",1,0
"1595","sucrose",2,0
"1596","sucrose",3,0
"1597","control",1,0
"1598","control",2,0
"1599","control",3,0
"1600","Sigma Dahlia",1,0
"1601","Sigma Dahlia",2,0
"1602","Sigma Dahlia",3,0
"1603","NOW",1,0
"1604","NOW",2,0
"1605","NOW",3,0
"1606","Sigma Chicory",1,0
"1607","Sigma Chicory",2,0
"1608","Sigma Chicory",3,0
"1609","fructose",1,0
"1610","fructose",2,0
"1611","fructose",3,0
"1612","glucose",1,0
"1613","glucose",2,0
"1614","glucose",3,0
"1615","sucrose",1,0
"1616","sucrose",2,0
"1617","sucrose",3,0
"1618","control",1,0
"1619","control",2,0
"1620","control",3,0
"1621","Sigma Dahlia",1,0
"1622","Sigma Dahlia",2,0
"1623","Sigma Dahlia",3,0
"1624","NOW",1,0
"1625","NOW",2,0
"1626","NOW",3,0
"1627","Sigma Chicory",1,0
"1628","Sigma Chicory",2,0
"1629","Sigma Chicory",3,0
"1630","fructose",1,0
"1631","fructose",2,0
"1632","fructose",3,0
"1633","glucose",1,0
"1634","glucose",2,0
"1635","glucose",3,0
"1636","sucrose",1,0
"1637","sucrose",2,0
"1638","sucrose",3,0
"1639","control",1,0
"1640","control",2,0
"1641","control",3,0
"1642","Sigma Dahlia",1,0
"1643","Sigma Dahlia",2,0
"1644","Sigma Dahlia",3,0
"1645","NOW",1,0
"1646","NOW",2,0
"1647","NOW",3,0
"1648","Sigma Chicory",1,0
"1649","Sigma Chicory",2,0
"1650","Sigma Chicory",3,0
"1651","fructose",1,0
"1652","fructose",2,0
"1653","fructose",3,0
"1654","glucose",1,0
"1655","glucose",2,0
"1656","glucose",3,0
"1657","sucrose",1,0
"1658","sucrose",2,0
"1659","sucrose",3,0
"1660","control",1,0
"1661","control",2,0
"1662","control",3,0
"1663","Sigma Dahlia",1,0
"1664","Sigma Dahlia",2,0
"1665","Sigma Dahlia",3,0
"1666","NOW",1,0
"1667","NOW",2,0
