time,signal
3.916667,0.1424
3.925,0.12565
3.933333,0.10115
3.941667,0.06535
3.95,0.01515
3.958333,-0.04665
3.966667,-0.11935
3.975,-0.19765
3.983333,-0.2719
3.991667,-0.34035
4,-0.40355
4.008333,-0.45455
4.016667,-0.4943
4.025,-0.52195
4.033333,-0.53665
4.041667,-0.5409
4.05,-0.53465
4.058333,-0.5209
4.066667,-0.50665
4.075,-0.4905
4.083333,-0.4844
4.091667,-0.483
4.1,-0.49375
4.108333,-0.51285
4.116667,-0.539
4.125,-0.5732
4.133333,-0.6079
4.141667,-0.6445
4.15,-0.67835
4.158333,-0.71315
4.166667,-0.74335
4.175,-0.76895
4.183333,-0.7861
4.191667,-0.80395
4.2,-0.8155
4.208333,-0.82475
4.216667,-0.82965
4.225,-0.8331
4.233333,-0.8355
4.241667,-0.84175
4.25,-0.8446
4.258333,-0.8487
4.266667,-0.85325
4.275,-0.8603
4.283333,-0.86595
4.291667,-0.873
4.3,-0.87795
4.308333,-0.8823
4.316667,-0.88385
4.325,-0.87955
4.333333,-0.86945
4.341667,-0.854
4.35,-0.82985
4.358333,-0.79905
4.366667,-0.76605
4.375,-0.73165
4.383333,-0.7038
4.391667,-0.6787
4.4,-0.6681
4.408333,-0.6664
4.416667,-0.67385
4.425,-0.6899
4.433333,-0.7164
4.441667,-0.74525
4.45,-0.7746
4.458333,-0.80255
4.466667,-0.83045
4.475,-0.85565
4.483333,-0.8742
4.491667,-0.8912
4.5,-0.90415
4.508333,-0.91595
4.516667,-0.9223
4.525,-0.9303
4.533333,-0.9389
4.541667,-0.9449
4.55,-0.95145
4.558333,-0.95515
4.566667,-0.9628
4.575,-0.96855
4.583333,-0.9735
4.591667,-0.97915
4.6,-0.9843
4.608333,-0.98735
4.616667,-0.9911
4.625,-0.99525
4.633333,-0.99765
4.641667,-0.99715
4.65,-0.9987
4.658333,-0.99925
4.666667,-0.99925
4.675,-1.00275
4.683333,-1.0045
4.691667,-1.00695
4.7,-1.01055
4.708333,-1.0117
4.716667,-1.0147
4.725,-1.01725
4.733333,-1.0175
4.741667,-1.01645
4.75,-1.01385
4.758333,-1.00415
4.766667,-0.98805
4.775,-0.95805
4.783333,-0.9037
4.791667,-0.78525
4.8,-0.5367
4.808333,-0.03295
4.816667,0.93335
4.825,2.65435
4.833333,5.4632
4.841667,9.62275
4.85,15.10205
4.858333,21.40325
4.866667,27.6512
4.875,32.97485
4.883333,36.958451
4.891667,39.683051
4.9,41.440101
4.908333,42.495401
4.916667,43.027151
4.925,43.129051
4.933333,42.854651
4.941667,42.228501
4.95,41.239551
4.958333,39.870451
4.966667,38.094151
4.975,35.894501
4.983333,33.27805
4.991667,30.3024
5,27.06855
5.008333,23.7211
5.016667,20.40585
5.025,17.25295
5.033333,14.36395
5.041667,11.80025
5.05,9.588
