"day","hour","vessel","time","run","label","dsld","DP","conc","DPn","bin"
2,16,4,2.666666667,"Finn","Finn D2.16 V4",NA,"glucose",0.00844065853415184,1,"mono/di"
14,8,1,14.33333333,"Finn","Finn D14.8 V1",NA,"glucose",0.00785215234296312,1,"mono/di"
14,8,7,14.33333333,"Finn","Finn D14.8 V7",NA,"glucose",0.00848751774660684,1,"mono/di"
14,8,3,14.33333333,"Finn","Finn D14.8 V3",NA,"glucose",0.00780113830712625,1,"mono/di"
14,8,8,14.33333333,"Finn","Finn D14.8 V8",NA,"glucose",-0.00603520209917405,1,"mono/di"
14,8,2,14.33333333,"Finn","Finn D14.8 V2",NA,"glucose",-0.00603520209917405,1,"mono/di"
14,8,4,14.33333333,"Finn","Finn D14.8 V4",NA,"glucose",-0.00603520209917405,1,"mono/di"
14,8,6,14.33333333,"Finn","Finn D14.8 V6",NA,"glucose",-0.00603520209917405,1,"mono/di"
14,16,1,14.66666667,"Finn","Finn D14.16 V1","first dose","glucose",0.00892475038694153,1,"mono/di"
14,16,7,14.66666667,"Finn","Finn D14.16 V7","first dose","glucose",0.00794522028226527,1,"mono/di"
14,16,3,14.66666667,"Finn","Finn D14.16 V3","first dose","glucose",0.00793007782745459,1,"mono/di"
14,16,6,14.66666667,"Finn","Finn D14.16 V6","first dose","glucose",-0.00603520209917405,1,"mono/di"
14,16,4,14.66666667,"Finn","Finn D14.16 V4","first dose","glucose",-0.00603520209917405,1,"mono/di"
14,16,8,14.66666667,"Finn","Finn D14.16 V8","first dose","glucose",-0.00603520209917405,1,"mono/di"
14,16,2,14.66666667,"Finn","Finn D14.16 V2","first dose","glucose",-0.00603520209917405,1,"mono/di"
15,8,3,15.33333333,"Finn","Finn D15.8 V3",NA,"glucose",0.00961373307524323,1,"mono/di"
15,8,1,15.33333333,"Finn","Finn D15.8 V1",NA,"glucose",0.00844925442529375,1,"mono/di"
15,8,7,15.33333333,"Finn","Finn D15.8 V7",NA,"glucose",0.00881263212982193,1,"mono/di"
15,8,4,15.33333333,"Finn","Finn D15.8 V4",NA,"glucose",-0.00603520209917405,1,"mono/di"
15,8,6,15.33333333,"Finn","Finn D15.8 V6",NA,"glucose",-0.00603520209917405,1,"mono/di"
15,8,2,15.33333333,"Finn","Finn D15.8 V2",NA,"glucose",-0.00603520209917405,1,"mono/di"
15,8,8,15.33333333,"Finn","Finn D15.8 V8",NA,"glucose",-0.00603520209917405,1,"mono/di"
15,16,7,15.66666667,"Finn","Finn D15.16 V7",NA,"glucose",0.00978218269764237,1,"mono/di"
15,16,1,15.66666667,"Finn","Finn D15.16 V1",NA,"glucose",0.0108864174570417,1,"mono/di"
15,16,3,15.66666667,"Finn","Finn D15.16 V3",NA,"glucose",0.00938959857194035,1,"mono/di"
15,16,8,15.66666667,"Finn","Finn D15.16 V8",NA,"glucose",-0.00603520209917405,1,"mono/di"
15,16,6,15.66666667,"Finn","Finn D15.16 V6",NA,"glucose",-0.00603520209917405,1,"mono/di"
15,16,4,15.66666667,"Finn","Finn D15.16 V4",NA,"glucose",-0.00603520209917405,1,"mono/di"
15,16,2,15.66666667,"Finn","Finn D15.16 V2",NA,"glucose",-0.00603520209917405,1,"mono/di"
16,8,1,16.33333333,"Finn","Finn D16.8 V1",NA,"glucose",0.0094989523494934,1,"mono/di"
16,8,3,16.33333333,"Finn","Finn D16.8 V3",NA,"glucose",0.00864405579363196,1,"mono/di"
16,8,7,16.33333333,"Finn","Finn D16.8 V7",NA,"glucose",0.00874388211689404,1,"mono/di"
16,8,6,16.33333333,"Finn","Finn D16.8 V6",NA,"glucose",-0.00603520209917405,1,"mono/di"
16,8,8,16.33333333,"Finn","Finn D16.8 V8",NA,"glucose",-0.00603520209917405,1,"mono/di"
16,8,4,16.33333333,"Finn","Finn D16.8 V4",NA,"glucose",-0.00603520209917405,1,"mono/di"
16,8,2,16.33333333,"Finn","Finn D16.8 V2",NA,"glucose",-0.00603520209917405,1,"mono/di"
16,16,3,16.66666667,"Finn","Finn D16.16 V3",NA,"glucose",0.00893338998147134,1,"mono/di"
16,16,7,16.66666667,"Finn","Finn D16.16 V7",NA,"glucose",0.00860446338396034,1,"mono/di"
16,16,1,16.66666667,"Finn","Finn D16.16 V1",NA,"glucose",0.00896127558151267,1,"mono/di"
16,16,4,16.66666667,"Finn","Finn D16.16 V4",NA,"glucose",-0.00603520209917405,1,"mono/di"
16,16,8,16.66666667,"Finn","Finn D16.16 V8",NA,"glucose",-0.00603520209917405,1,"mono/di"
16,16,6,16.66666667,"Finn","Finn D16.16 V6",NA,"glucose",-0.00603520209917405,1,"mono/di"
16,16,2,16.66666667,"Finn","Finn D16.16 V2",NA,"glucose",-0.00603520209917405,1,"mono/di"
21,16,8,21.66666667,"Finn","Finn D21.16 V8","3","glucose",-0.00603520209917405,1,"mono/di"
21,16,6,21.66666667,"Finn","Finn D21.16 V6","3","glucose",-0.00603520209917405,1,"mono/di"
21,16,3,21.66666667,"Finn","Finn D21.16 V3","3","glucose",-0.00603520209917405,1,"mono/di"
21,16,4,21.66666667,"Finn","Finn D21.16 V4","3","glucose",-0.00603520209917405,1,"mono/di"
21,16,2,21.66666667,"Finn","Finn D21.16 V2","3","glucose",0.0780734389224546,1,"mono/di"
21,16,7,21.66666667,"Finn","Finn D21.16 V7","3","glucose",-0.00603520209917405,1,"mono/di"
21,16,1,21.66666667,"Finn","Finn D21.16 V1","3","glucose",-0.00603520209917405,1,"mono/di"
22,16,2,22.66666667,"Finn","Finn D22.16 V2","1","glucose",-0.00603520209917405,1,"mono/di"
22,16,1,22.66666667,"Finn","Finn D22.16 V1","1","glucose",-0.00603520209917405,1,"mono/di"
23,16,4,23.66666667,"Finn","Finn D23.16 V4","2","glucose",-0.00603520209917405,1,"mono/di"
23,16,3,23.66666667,"Finn","Finn D23.16 V3","2","glucose",-0.00603520209917405,1,"mono/di"
NA,NA,NA,NA,"standard","inulin 1000","","glucose",-0.00546452808858595,1,"mono/di"
2,16,4,2.666666667,"Finn","Finn D2.16 V4",NA,"sucrose",0.0270700303514466,2,"mono/di"
14,8,1,14.33333333,"Finn","Finn D14.8 V1",NA,"sucrose",0.0186021290298803,2,"mono/di"
14,8,7,14.33333333,"Finn","Finn D14.8 V7",NA,"sucrose",0.0220003673370302,2,"mono/di"
14,8,3,14.33333333,"Finn","Finn D14.8 V3",NA,"sucrose",0.014069357395219,2,"mono/di"
14,8,8,14.33333333,"Finn","Finn D14.8 V8",NA,"sucrose",0.0292571041565781,2,"mono/di"
14,8,2,14.33333333,"Finn","Finn D14.8 V2",NA,"sucrose",0.0504322608908639,2,"mono/di"
14,8,4,14.33333333,"Finn","Finn D14.8 V4",NA,"sucrose",0.0541149497515462,2,"mono/di"
14,8,6,14.33333333,"Finn","Finn D14.8 V6",NA,"sucrose",0.0610882396570422,2,"mono/di"
14,16,1,14.66666667,"Finn","Finn D14.16 V1","first dose","sucrose",0.0227461279564935,2,"mono/di"
14,16,7,14.66666667,"Finn","Finn D14.16 V7","first dose","sucrose",0.00883282825393099,2,"mono/di"
14,16,3,14.66666667,"Finn","Finn D14.16 V3","first dose","sucrose",0.0147384604036524,2,"mono/di"
14,16,6,14.66666667,"Finn","Finn D14.16 V6","first dose","sucrose",0.0304577037076348,2,"mono/di"
14,16,4,14.66666667,"Finn","Finn D14.16 V4","first dose","sucrose",0.0558348211300308,2,"mono/di"
14,16,8,14.66666667,"Finn","Finn D14.16 V8","first dose","sucrose",0.0370850025141536,2,"mono/di"
14,16,2,14.66666667,"Finn","Finn D14.16 V2","first dose","sucrose",0.0411894033214332,2,"mono/di"
15,8,3,15.33333333,"Finn","Finn D15.8 V3",NA,"sucrose",0.0203542386866471,2,"mono/di"
15,8,1,15.33333333,"Finn","Finn D15.8 V1",NA,"sucrose",0.020935970167043,2,"mono/di"
15,8,7,15.33333333,"Finn","Finn D15.8 V7",NA,"sucrose",0.0329928512785436,2,"mono/di"
15,8,4,15.33333333,"Finn","Finn D15.8 V4",NA,"sucrose",0.0604310438446109,2,"mono/di"
15,8,6,15.33333333,"Finn","Finn D15.8 V6",NA,"sucrose",0.142928493298628,2,"mono/di"
15,8,2,15.33333333,"Finn","Finn D15.8 V2",NA,"sucrose",0.0586260710993026,2,"mono/di"
15,8,8,15.33333333,"Finn","Finn D15.8 V8",NA,"sucrose",0.0356915336855047,2,"mono/di"
15,16,7,15.66666667,"Finn","Finn D15.16 V7",NA,"sucrose",0.0268244091713461,2,"mono/di"
15,16,1,15.66666667,"Finn","Finn D15.16 V1",NA,"sucrose",-0.0136679634405324,2,"mono/di"
15,16,3,15.66666667,"Finn","Finn D15.16 V3",NA,"sucrose",0.00372423098364673,2,"mono/di"
15,16,8,15.66666667,"Finn","Finn D15.16 V8",NA,"sucrose",0.0338182343030717,2,"mono/di"
15,16,6,15.66666667,"Finn","Finn D15.16 V6",NA,"sucrose",0.0342187402682567,2,"mono/di"
15,16,4,15.66666667,"Finn","Finn D15.16 V4",NA,"sucrose",0.0671322749610826,2,"mono/di"
15,16,2,15.66666667,"Finn","Finn D15.16 V2",NA,"sucrose",0.03908351085215,2,"mono/di"
16,8,1,16.33333333,"Finn","Finn D16.8 V1",NA,"sucrose",0.0344461328120378,2,"mono/di"
16,8,3,16.33333333,"Finn","Finn D16.8 V3",NA,"sucrose",0.0126933185570233,2,"mono/di"
16,8,7,16.33333333,"Finn","Finn D16.8 V7",NA,"sucrose",0.0280597435029354,2,"mono/di"
16,8,6,16.33333333,"Finn","Finn D16.8 V6",NA,"sucrose",0.0347668185760854,2,"mono/di"
16,8,8,16.33333333,"Finn","Finn D16.8 V8",NA,"sucrose",0.0368950499713805,2,"mono/di"
16,8,4,16.33333333,"Finn","Finn D16.8 V4",NA,"sucrose",0.0605038230120358,2,"mono/di"
16,8,2,16.33333333,"Finn","Finn D16.8 V2",NA,"sucrose",0.036608812289271,2,"mono/di"
16,16,3,16.66666667,"Finn","Finn D16.16 V3",NA,"sucrose",0.0438039876301357,2,"mono/di"
16,16,7,16.66666667,"Finn","Finn D16.16 V7",NA,"sucrose",0.025488555380199,2,"mono/di"
16,16,1,16.66666667,"Finn","Finn D16.16 V1",NA,"sucrose",0.0375647355968491,2,"mono/di"
16,16,4,16.66666667,"Finn","Finn D16.16 V4",NA,"sucrose",0.0612625312102795,2,"mono/di"
16,16,8,16.66666667,"Finn","Finn D16.16 V8",NA,"sucrose",0.0380110101786329,2,"mono/di"
16,16,6,16.66666667,"Finn","Finn D16.16 V6",NA,"sucrose",0.0682566706480465,2,"mono/di"
16,16,2,16.66666667,"Finn","Finn D16.16 V2",NA,"sucrose",0.0390392746566552,2,"mono/di"
21,16,8,21.66666667,"Finn","Finn D21.16 V8","3","sucrose",0.0363077436782468,2,"mono/di"
21,16,6,21.66666667,"Finn","Finn D21.16 V6","3","sucrose",0.0322551863281328,2,"mono/di"
21,16,3,21.66666667,"Finn","Finn D21.16 V3","3","sucrose",0.0420546592777046,2,"mono/di"
21,16,4,21.66666667,"Finn","Finn D21.16 V4","3","sucrose",0.0381999887664418,2,"mono/di"
21,16,2,21.66666667,"Finn","Finn D21.16 V2","3","sucrose",0.0692558454343509,2,"mono/di"
21,16,7,21.66666667,"Finn","Finn D21.16 V7","3","sucrose",0.0499591550661919,2,"mono/di"
21,16,1,21.66666667,"Finn","Finn D21.16 V1","3","sucrose",0.0442934350841091,2,"mono/di"
22,16,2,22.66666667,"Finn","Finn D22.16 V2","1","sucrose",0.0331230853018875,2,"mono/di"
22,16,1,22.66666667,"Finn","Finn D22.16 V1","1","sucrose",0.0714018697495535,2,"mono/di"
23,16,4,23.66666667,"Finn","Finn D23.16 V4","2","sucrose",0.0356940297731875,2,"mono/di"
23,16,3,23.66666667,"Finn","Finn D23.16 V3","2","sucrose",0.0356698504209644,2,"mono/di"
NA,NA,NA,NA,"standard","inulin 1000","","sucrose",-0.0124464310867631,2,"mono/di"
2,16,4,2.666666667,"Finn","Finn D2.16 V4",NA,"neo-kestose",-0.0209442839237198,3,"FOS"
14,8,1,14.33333333,"Finn","Finn D14.8 V1",NA,"neo-kestose",-0.0209442839237198,3,"FOS"
14,8,7,14.33333333,"Finn","Finn D14.8 V7",NA,"neo-kestose",-0.0209442839237198,3,"FOS"
14,8,3,14.33333333,"Finn","Finn D14.8 V3",NA,"neo-kestose",-0.0209442839237198,3,"FOS"
14,8,8,14.33333333,"Finn","Finn D14.8 V8",NA,"neo-kestose",0.0162051238070905,3,"FOS"
14,8,2,14.33333333,"Finn","Finn D14.8 V2",NA,"neo-kestose",0.0101646033324812,3,"FOS"
14,8,4,14.33333333,"Finn","Finn D14.8 V4",NA,"neo-kestose",0.0177855542837133,3,"FOS"
14,8,6,14.33333333,"Finn","Finn D14.8 V6",NA,"neo-kestose",0.0186775703478744,3,"FOS"
14,16,1,14.66666667,"Finn","Finn D14.16 V1","first dose","neo-kestose",0.0084038285395292,3,"FOS"
14,16,7,14.66666667,"Finn","Finn D14.16 V7","first dose","neo-kestose",-0.0209442839237198,3,"FOS"
14,16,3,14.66666667,"Finn","Finn D14.16 V3","first dose","neo-kestose",-0.0209442839237198,3,"FOS"
14,16,6,14.66666667,"Finn","Finn D14.16 V6","first dose","neo-kestose",-0.0209442839237198,3,"FOS"
14,16,4,14.66666667,"Finn","Finn D14.16 V4","first dose","neo-kestose",0.020258839545033,3,"FOS"
14,16,8,14.66666667,"Finn","Finn D14.16 V8","first dose","neo-kestose",-0.000345638729045598,3,"FOS"
14,16,2,14.66666667,"Finn","Finn D14.16 V2","first dose","neo-kestose",0.0112479064155404,3,"FOS"
15,8,3,15.33333333,"Finn","Finn D15.8 V3",NA,"neo-kestose",0.00607263523364486,3,"FOS"
15,8,1,15.33333333,"Finn","Finn D15.8 V1",NA,"neo-kestose",-0.0209442839237198,3,"FOS"
15,8,7,15.33333333,"Finn","Finn D15.8 V7",NA,"neo-kestose",-0.0209442839237198,3,"FOS"
15,8,4,15.33333333,"Finn","Finn D15.8 V4",NA,"neo-kestose",0.0300261590213153,3,"FOS"
15,8,6,15.33333333,"Finn","Finn D15.8 V6",NA,"neo-kestose",-0.0209442839237198,3,"FOS"
15,8,2,15.33333333,"Finn","Finn D15.8 V2",NA,"neo-kestose",0.0123650795934939,3,"FOS"
15,8,8,15.33333333,"Finn","Finn D15.8 V8",NA,"neo-kestose",0.0112377783181998,3,"FOS"
15,16,7,15.66666667,"Finn","Finn D15.16 V7",NA,"neo-kestose",0.155942173063931,3,"FOS"
15,16,1,15.66666667,"Finn","Finn D15.16 V1",NA,"neo-kestose",0.171246344046028,3,"FOS"
15,16,3,15.66666667,"Finn","Finn D15.16 V3",NA,"neo-kestose",-0.0209442839237198,3,"FOS"
15,16,8,15.66666667,"Finn","Finn D15.16 V8",NA,"neo-kestose",0.0154456288195839,3,"FOS"
15,16,6,15.66666667,"Finn","Finn D15.16 V6",NA,"neo-kestose",0.0191038239254518,3,"FOS"
15,16,4,15.66666667,"Finn","Finn D15.16 V4",NA,"neo-kestose",0.0250975320096679,3,"FOS"
15,16,2,15.66666667,"Finn","Finn D15.16 V2",NA,"neo-kestose",0.0105013209024042,3,"FOS"
16,8,1,16.33333333,"Finn","Finn D16.8 V1",NA,"neo-kestose",0.00208301352476438,3,"FOS"
16,8,3,16.33333333,"Finn","Finn D16.8 V3",NA,"neo-kestose",-0.0209442839237198,3,"FOS"
16,8,7,16.33333333,"Finn","Finn D16.8 V7",NA,"neo-kestose",-0.0209442839237198,3,"FOS"
16,8,6,16.33333333,"Finn","Finn D16.8 V6",NA,"neo-kestose",0.0213244136704555,3,"FOS"
16,8,8,16.33333333,"Finn","Finn D16.8 V8",NA,"neo-kestose",0.00914981038540482,3,"FOS"
16,8,4,16.33333333,"Finn","Finn D16.8 V4",NA,"neo-kestose",0.0298841525978042,3,"FOS"
16,8,2,16.33333333,"Finn","Finn D16.8 V2",NA,"neo-kestose",0.009185774766882,3,"FOS"
16,16,3,16.66666667,"Finn","Finn D16.16 V3",NA,"neo-kestose",0.119157441658336,3,"FOS"
16,16,7,16.66666667,"Finn","Finn D16.16 V7",NA,"neo-kestose",0.158725027418178,3,"FOS"
16,16,1,16.66666667,"Finn","Finn D16.16 V1",NA,"neo-kestose",0.189565018084056,3,"FOS"
16,16,4,16.66666667,"Finn","Finn D16.16 V4",NA,"neo-kestose",-0.0209442839237198,3,"FOS"
16,16,8,16.66666667,"Finn","Finn D16.16 V8",NA,"neo-kestose",0.0139117950957067,3,"FOS"
16,16,6,16.66666667,"Finn","Finn D16.16 V6",NA,"neo-kestose",0.0173760248894489,3,"FOS"
16,16,2,16.66666667,"Finn","Finn D16.16 V2",NA,"neo-kestose",0.00969978462928967,3,"FOS"
21,16,8,21.66666667,"Finn","Finn D21.16 V8","3","neo-kestose",0.021607590254821,3,"FOS"
21,16,6,21.66666667,"Finn","Finn D21.16 V6","3","neo-kestose",0.0147666204125055,3,"FOS"
21,16,3,21.66666667,"Finn","Finn D21.16 V3","3","neo-kestose",-0.0209442839237198,3,"FOS"
21,16,4,21.66666667,"Finn","Finn D21.16 V4","3","neo-kestose",0.0350184810841609,3,"FOS"
21,16,2,21.66666667,"Finn","Finn D21.16 V2","3","neo-kestose",0.0151430564715462,3,"FOS"
21,16,7,21.66666667,"Finn","Finn D21.16 V7","3","neo-kestose",0.0119294101090376,3,"FOS"
21,16,1,21.66666667,"Finn","Finn D21.16 V1","3","neo-kestose",0.0127236149864462,3,"FOS"
22,16,2,22.66666667,"Finn","Finn D22.16 V2","1","neo-kestose",-0.0209442839237198,3,"FOS"
22,16,1,22.66666667,"Finn","Finn D22.16 V1","1","neo-kestose",0.00992078515407135,3,"FOS"
23,16,4,23.66666667,"Finn","Finn D23.16 V4","2","neo-kestose",0.0392779626141228,3,"FOS"
23,16,3,23.66666667,"Finn","Finn D23.16 V3","2","neo-kestose",0.0119350948351352,3,"FOS"
NA,NA,NA,NA,"standard","inulin 1000","","neo-kestose",-0.0199949899348422,3,"FOS"
2,16,4,2.666666667,"Finn","Finn D2.16 V4",NA,"GF3",-0.0109451953076623,4,"FOS"
14,8,1,14.33333333,"Finn","Finn D14.8 V1",NA,"GF3",0.0159890170023357,4,"FOS"
14,8,7,14.33333333,"Finn","Finn D14.8 V7",NA,"GF3",0.00544118850213451,4,"FOS"
14,8,3,14.33333333,"Finn","Finn D14.8 V3",NA,"GF3",0.0223505757261788,4,"FOS"
14,8,8,14.33333333,"Finn","Finn D14.8 V8",NA,"GF3",-0.0109451953076623,4,"FOS"
14,8,2,14.33333333,"Finn","Finn D14.8 V2",NA,"GF3",-0.0109451953076623,4,"FOS"
14,8,4,14.33333333,"Finn","Finn D14.8 V4",NA,"GF3",-0.0109451953076623,4,"FOS"
14,8,6,14.33333333,"Finn","Finn D14.8 V6",NA,"GF3",-0.0109451953076623,4,"FOS"
14,16,1,14.66666667,"Finn","Finn D14.16 V1","first dose","GF3",0.0172923186744081,4,"FOS"
14,16,7,14.66666667,"Finn","Finn D14.16 V7","first dose","GF3",0.00924274701834841,4,"FOS"
14,16,3,14.66666667,"Finn","Finn D14.16 V3","first dose","GF3",0.0177565980814498,4,"FOS"
14,16,6,14.66666667,"Finn","Finn D14.16 V6","first dose","GF3",-0.0109451953076623,4,"FOS"
14,16,4,14.66666667,"Finn","Finn D14.16 V4","first dose","GF3",-0.0109451953076623,4,"FOS"
14,16,8,14.66666667,"Finn","Finn D14.16 V8","first dose","GF3",-0.0109451953076623,4,"FOS"
14,16,2,14.66666667,"Finn","Finn D14.16 V2","first dose","GF3",-0.0109451953076623,4,"FOS"
15,8,3,15.33333333,"Finn","Finn D15.8 V3",NA,"GF3",0.0213441512919616,4,"FOS"
15,8,1,15.33333333,"Finn","Finn D15.8 V1",NA,"GF3",0.022248809523662,4,"FOS"
15,8,7,15.33333333,"Finn","Finn D15.8 V7",NA,"GF3",0.0141391000590888,4,"FOS"
15,8,4,15.33333333,"Finn","Finn D15.8 V4",NA,"GF3",-0.0109451953076623,4,"FOS"
15,8,6,15.33333333,"Finn","Finn D15.8 V6",NA,"GF3",-0.0109451953076623,4,"FOS"
15,8,2,15.33333333,"Finn","Finn D15.8 V2",NA,"GF3",-0.0109451953076623,4,"FOS"
15,8,8,15.33333333,"Finn","Finn D15.8 V8",NA,"GF3",-0.0109451953076623,4,"FOS"
15,16,7,15.66666667,"Finn","Finn D15.16 V7",NA,"GF3",0.0186193674153519,4,"FOS"
15,16,1,15.66666667,"Finn","Finn D15.16 V1",NA,"GF3",0.012565230704681,4,"FOS"
15,16,3,15.66666667,"Finn","Finn D15.16 V3",NA,"GF3",0.0178404532735216,4,"FOS"
15,16,8,15.66666667,"Finn","Finn D15.16 V8",NA,"GF3",-0.0109451953076623,4,"FOS"
15,16,6,15.66666667,"Finn","Finn D15.16 V6",NA,"GF3",-0.0109451953076623,4,"FOS"
15,16,4,15.66666667,"Finn","Finn D15.16 V4",NA,"GF3",-0.0109451953076623,4,"FOS"
15,16,2,15.66666667,"Finn","Finn D15.16 V2",NA,"GF3",-0.0109451953076623,4,"FOS"
16,8,1,16.33333333,"Finn","Finn D16.8 V1",NA,"GF3",0.0213590831259892,4,"FOS"
16,8,3,16.33333333,"Finn","Finn D16.8 V3",NA,"GF3",0.0163430591989571,4,"FOS"
16,8,7,16.33333333,"Finn","Finn D16.8 V7",NA,"GF3",0.0133190450606169,4,"FOS"
16,8,6,16.33333333,"Finn","Finn D16.8 V6",NA,"GF3",-0.0109451953076623,4,"FOS"
16,8,8,16.33333333,"Finn","Finn D16.8 V8",NA,"GF3",-0.0109451953076623,4,"FOS"
16,8,4,16.33333333,"Finn","Finn D16.8 V4",NA,"GF3",-0.0109451953076623,4,"FOS"
16,8,2,16.33333333,"Finn","Finn D16.8 V2",NA,"GF3",-0.0109451953076623,4,"FOS"
16,16,3,16.66666667,"Finn","Finn D16.16 V3",NA,"GF3",-0.00130468940802954,4,"FOS"
16,16,7,16.66666667,"Finn","Finn D16.16 V7",NA,"GF3",0.0101459134578392,4,"FOS"
16,16,1,16.66666667,"Finn","Finn D16.16 V1",NA,"GF3",0.0204271973937868,4,"FOS"
16,16,4,16.66666667,"Finn","Finn D16.16 V4",NA,"GF3",-0.0109451953076623,4,"FOS"
16,16,8,16.66666667,"Finn","Finn D16.16 V8",NA,"GF3",-0.0109451953076623,4,"FOS"
16,16,6,16.66666667,"Finn","Finn D16.16 V6",NA,"GF3",-0.0109451953076623,4,"FOS"
16,16,2,16.66666667,"Finn","Finn D16.16 V2",NA,"GF3",-0.0109451953076623,4,"FOS"
21,16,8,21.66666667,"Finn","Finn D21.16 V8","3","GF3",-0.0109451953076623,4,"FOS"
21,16,6,21.66666667,"Finn","Finn D21.16 V6","3","GF3",-0.0109451953076623,4,"FOS"
21,16,3,21.66666667,"Finn","Finn D21.16 V3","3","GF3",-0.0109451953076623,4,"FOS"
21,16,4,21.66666667,"Finn","Finn D21.16 V4","3","GF3",-0.0109451953076623,4,"FOS"
21,16,2,21.66666667,"Finn","Finn D21.16 V2","3","GF3",-0.0109451953076623,4,"FOS"
21,16,7,21.66666667,"Finn","Finn D21.16 V7","3","GF3",-0.0109451953076623,4,"FOS"
21,16,1,21.66666667,"Finn","Finn D21.16 V1","3","GF3",-0.0109451953076623,4,"FOS"
22,16,2,22.66666667,"Finn","Finn D22.16 V2","1","GF3",-0.0109451953076623,4,"FOS"
22,16,1,22.66666667,"Finn","Finn D22.16 V1","1","GF3",-0.0109451953076623,4,"FOS"
23,16,4,23.66666667,"Finn","Finn D23.16 V4","2","GF3",-0.0109451953076623,4,"FOS"
23,16,3,23.66666667,"Finn","Finn D23.16 V3","2","GF3",-0.0109451953076623,4,"FOS"
NA,NA,NA,NA,"standard","inulin 1000","","GF3",-0.0109451953076623,4,"FOS"
2,16,4,2.666666667,"Finn","Finn D2.16 V4",NA,"nystose",-0.000138099031653471,4,"FOS"
14,8,1,14.33333333,"Finn","Finn D14.8 V1",NA,"nystose",0.00598992607849929,4,"FOS"
14,8,7,14.33333333,"Finn","Finn D14.8 V7",NA,"nystose",-2.25169219528939e-05,4,"FOS"
14,8,3,14.33333333,"Finn","Finn D14.8 V3",NA,"nystose",0.000713012080220251,4,"FOS"
14,8,8,14.33333333,"Finn","Finn D14.8 V8",NA,"nystose",0.0201640215878353,4,"FOS"
14,8,2,14.33333333,"Finn","Finn D14.8 V2",NA,"nystose",0.0176498183768565,4,"FOS"
14,8,4,14.33333333,"Finn","Finn D14.8 V4",NA,"nystose",0.0189242582131567,4,"FOS"
14,8,6,14.33333333,"Finn","Finn D14.8 V6",NA,"nystose",0.0251003891923377,4,"FOS"
14,16,1,14.66666667,"Finn","Finn D14.16 V1","first dose","nystose",0.00339506574730053,4,"FOS"
14,16,7,14.66666667,"Finn","Finn D14.16 V7","first dose","nystose",0.00577401336138795,4,"FOS"
14,16,3,14.66666667,"Finn","Finn D14.16 V3","first dose","nystose",-0.000138099031653471,4,"FOS"
14,16,6,14.66666667,"Finn","Finn D14.16 V6","first dose","nystose",0.079570972287717,4,"FOS"
14,16,4,14.66666667,"Finn","Finn D14.16 V4","first dose","nystose",-0.000138099031653471,4,"FOS"
14,16,8,14.66666667,"Finn","Finn D14.16 V8","first dose","nystose",-0.000138099031653471,4,"FOS"
14,16,2,14.66666667,"Finn","Finn D14.16 V2","first dose","nystose",-0.000138099031653471,4,"FOS"
15,8,3,15.33333333,"Finn","Finn D15.8 V3",NA,"nystose",-0.000138099031653471,4,"FOS"
15,8,1,15.33333333,"Finn","Finn D15.8 V1",NA,"nystose",0.000568720323154241,4,"FOS"
15,8,7,15.33333333,"Finn","Finn D15.8 V7",NA,"nystose",0.00103098325331514,4,"FOS"
15,8,4,15.33333333,"Finn","Finn D15.8 V4",NA,"nystose",0.0722840499677946,4,"FOS"
15,8,6,15.33333333,"Finn","Finn D15.8 V6",NA,"nystose",0.0186360952172889,4,"FOS"
15,8,2,15.33333333,"Finn","Finn D15.8 V2",NA,"nystose",-0.000138099031653471,4,"FOS"
15,8,8,15.33333333,"Finn","Finn D15.8 V8",NA,"nystose",-0.000138099031653471,4,"FOS"
15,16,7,15.66666667,"Finn","Finn D15.16 V7",NA,"nystose",0.00160690143092749,4,"FOS"
15,16,1,15.66666667,"Finn","Finn D15.16 V1",NA,"nystose",-0.000138099031653471,4,"FOS"
15,16,3,15.66666667,"Finn","Finn D15.16 V3",NA,"nystose",0.00447487441800977,4,"FOS"
15,16,8,15.66666667,"Finn","Finn D15.16 V8",NA,"nystose",-0.000138099031653471,4,"FOS"
15,16,6,15.66666667,"Finn","Finn D15.16 V6",NA,"nystose",0.0142693314670447,4,"FOS"
15,16,4,15.66666667,"Finn","Finn D15.16 V4",NA,"nystose",-0.000138099031653471,4,"FOS"
15,16,2,15.66666667,"Finn","Finn D15.16 V2",NA,"nystose",0.0128853818026048,4,"FOS"
16,8,1,16.33333333,"Finn","Finn D16.8 V1",NA,"nystose",-0.000138099031653471,4,"FOS"
16,8,3,16.33333333,"Finn","Finn D16.8 V3",NA,"nystose",0.00209037014376756,4,"FOS"
16,8,7,16.33333333,"Finn","Finn D16.8 V7",NA,"nystose",0.00163576119625905,4,"FOS"
16,8,6,16.33333333,"Finn","Finn D16.8 V6",NA,"nystose",0.0180517218298845,4,"FOS"
16,8,8,16.33333333,"Finn","Finn D16.8 V8",NA,"nystose",-0.000138099031653471,4,"FOS"
16,8,4,16.33333333,"Finn","Finn D16.8 V4",NA,"nystose",0.0181594378881805,4,"FOS"
16,8,2,16.33333333,"Finn","Finn D16.8 V2",NA,"nystose",0.020464808638428,4,"FOS"
16,16,3,16.66666667,"Finn","Finn D16.16 V3",NA,"nystose",-0.000138099031653471,4,"FOS"
