"cond","pre.treat","rep","DP","conc"
"908","in",1,"DP 44",0.0039841798074804
"Bc50","con",2,"DP 44",-0.0144629430885618
"Bc10","in",1,"DP 44",0.0494767648641432
"Bc50","in",2,"DP 44",-0.00139652679936897
"Bc10","in",2,"DP 44",0.0553679695409997
"Bc50","in",1,"DP 44",-0.0144629430885618
"908","con",3,"DP 44",0.0753920530229343
"Bc50","con",1,"DP 44",-0.0144629430885618
"Bc50","con",3,"DP 44",-0.0144629430885618
"908","in",2,"DP 45",0.0159684284940188
"Bc10","con",2,"DP 45",-0.0150696264147591
"Bc10","con",3,"DP 45",0.0317776019856798
"908","con",2,"DP 45",0.0506795387390958
"908","in",3,"DP 45",-0.0150696264147591
"Bc10","con",1,"DP 45",-0.0150696264147591
"Bc50","in",3,"DP 45",0.00765886122106723
"Bc10","in",3,"DP 45",0.0741003580262013
"908","con",1,"DP 45",0.127697068316642
"908","in",1,"DP 45",0.0118222146177257
"Bc50","con",2,"DP 45",-0.0150696264147591
"Bc10","in",1,"DP 45",0.0504766873701087
"Bc50","in",2,"DP 45",0.00655888737339818
"Bc10","in",2,"DP 45",0.0580279650016187
"Bc50","in",1,"DP 45",-0.0150696264147591
"908","con",3,"DP 45",0.0721671378008204
"Bc50","con",1,"DP 45",-0.0150696264147591
"Bc50","con",3,"DP 45",-0.0150696264147591
"908","in",2,"DP 46",-0.00603308560524739
"Bc10","con",2,"DP 46",-0.0395797872059524
"Bc10","con",3,"DP 46",0.00909807377370674
"908","con",2,"DP 46",0.0288281536154922
"908","in",3,"DP 46",-0.0395797872059524
"Bc10","con",1,"DP 46",-0.0395797872059524
"Bc50","in",3,"DP 46",-0.0131311146072415
"Bc10","in",3,"DP 46",0.0705684912362099
"908","con",1,"DP 46",0.0998786878112543
"908","in",1,"DP 46",0.00178070200801318
"Bc50","con",2,"DP 46",-0.0395797872059524
"Bc10","in",1,"DP 46",0.0305668585405036
"Bc50","in",2,"DP 46",-0.0123633237173616
"Bc10","in",2,"DP 46",0.0419278874751866
"Bc50","in",1,"DP 46",-0.029846159887232
"908","con",3,"DP 46",0.0524480620368055
"Bc50","con",1,"DP 46",-0.0395797872059524
"Bc50","con",3,"DP 46",-0.0395797872059524
"908","in",2,"DP 47",0.0223595742901926
"Bc10","con",2,"DP 47",-0.0229861943720152
"Bc10","con",3,"DP 47",0.0670815973207636
"908","con",2,"DP 47",0.0432847633038785
"908","in",3,"DP 47",-0.0229861943720152
"Bc10","con",1,"DP 47",-0.0229861943720152
"Bc50","in",3,"DP 47",-0.000333123081006721
"Bc10","in",3,"DP 47",0.0793743978542558
"908","con",1,"DP 47",0.107745156944622
"908","in",1,"DP 47",0.0175328237613206
"Bc50","con",2,"DP 47",-0.0229861943720152
"Bc10","in",1,"DP 47",0.0713825038550862
"Bc50","in",2,"DP 47",0.00613502334179824
"Bc10","in",2,"DP 47",0.0758812280716906
"Bc50","in",1,"DP 47",-0.00668118180630703
"908","con",3,"DP 47",0.0636215301804144
"Bc50","con",1,"DP 47",-0.0229861943720152
"Bc50","con",3,"DP 47",-0.0229861943720152
"908","in",2,"DP 48",0.0332586900471659
"Bc10","con",2,"DP 48",-0.03064455356461
"Bc10","con",3,"DP 48",0.010890644171061
"908","con",2,"DP 48",0.0488179088988503
"908","in",3,"DP 48",-0.03064455356461
"Bc10","con",1,"DP 48",-0.03064455356461
"Bc50","in",3,"DP 48",-0.000912985617140971
"Bc10","in",3,"DP 48",0.0588384354032875
"908","con",1,"DP 48",0.0902195010449741
"908","in",1,"DP 48",0.00822188650328221
"Bc50","con",2,"DP 48",-0.03064455356461
"Bc10","in",1,"DP 48",0.0566149142680235
"Bc50","in",2,"DP 48",0.00282068572991761
"Bc10","in",2,"DP 48",0.0660152052785211
"Bc50","in",1,"DP 48",-0.00729853305374023
"908","con",3,"DP 48",0.0730312346139425
"Bc50","con",1,"DP 48",-0.03064455356461
"Bc50","con",3,"DP 48",-0.03064455356461
"908","in",2,"DP 49",-0.00639356359711415
"Bc10","con",2,"DP 49",-0.0326297143421439
"Bc10","con",3,"DP 49",-0.0130403297518662
"908","con",2,"DP 49",0.0433421549926144
"908","in",3,"DP 49",0.0126236013832391
"Bc10","con",1,"DP 49",-0.0326297143421439
"Bc50","in",3,"DP 49",-0.00858452815633345
"Bc10","in",3,"DP 49",0.0605918415979587
"908","con",1,"DP 49",0.0833744532478825
"908","in",1,"DP 49",0.0101376370454887
"Bc50","con",2,"DP 49",-0.0326297143421439
"Bc10","in",1,"DP 49",0.0510853044339303
"Bc50","in",2,"DP 49",-0.00636962985261607
"Bc10","in",2,"DP 49",0.058297432398446
"Bc50","in",1,"DP 49",-0.0121644136125889
"908","con",3,"DP 49",0.0686225853250166
"Bc50","con",1,"DP 49",-0.0326297143421439
"Bc50","con",3,"DP 49",-0.0326297143421439
"908","in",2,"DP 50",0.00317496304042163
"Bc10","con",2,"DP 50",-0.0169810869835814
"Bc10","con",3,"DP 50",-0.0169810869835814
"908","con",2,"DP 50",0.0455297348070659
"908","in",3,"DP 50",-0.0169810869835814
"Bc10","con",1,"DP 50",-0.0169810869835814
"Bc50","in",3,"DP 50",-0.001559749903551
"Bc10","in",3,"DP 50",0.0571622597850348
"908","con",1,"DP 50",0.0791586985075238
"908","in",1,"DP 50",0.0173429272656827
"Bc50","con",2,"DP 50",-0.0169810869835814
"Bc10","in",1,"DP 50",0.0493947844031963
"Bc50","in",2,"DP 50",0.00243848672092662
"Bc10","in",2,"DP 50",0.0547228814974974
"Bc50","in",1,"DP 50",-0.00151722370668039
"908","con",3,"DP 50",0.0638114884858168
"Bc50","con",1,"DP 50",-0.0169810869835814
"Bc50","con",3,"DP 50",-0.0169810869835814
"908","in",2,"DP 51",-0.00371337026219947
"Bc10","con",2,"DP 51",-0.00371337026219947
"Bc10","con",3,"DP 51",-0.00371337026219947
"908","con",2,"DP 51",0.0392268616061961
"908","in",3,"DP 51",-0.00371337026219947
"Bc10","con",1,"DP 51",-0.00371337026219947
"Bc50","in",3,"DP 51",-0.00371337026219947
"Bc10","in",3,"DP 51",0.0484860535243621
"908","con",1,"DP 51",0.0680423039736102
"908","in",1,"DP 51",0.0210905112052168
"Bc50","con",2,"DP 51",-0.00371337026219947
"Bc10","in",1,"DP 51",0.0415042212606278
"Bc50","in",2,"DP 51",-0.00371337026219947
"Bc10","in",2,"DP 51",0.0428468267935001
"Bc50","in",1,"DP 51",-0.00371337026219947
"908","con",3,"DP 51",0.0508144932848452
"Bc50","con",1,"DP 51",-0.00371337026219947
"Bc50","con",3,"DP 51",-0.00371337026219947
"908","in",2,"DP 52",-0.00648542417218488
"Bc10","con",2,"DP 52",-0.00648542417218488
"Bc10","con",3,"DP 52",-0.00648542417218488
"908","con",2,"DP 52",0.0150622743857817
"908","in",3,"DP 52",-0.00648542417218488
"Bc10","con",1,"DP 52",-0.00648542417218488
"Bc50","in",3,"DP 52",-0.00648542417218488
"Bc10","in",3,"DP 52",0.0322007141495908
"908","con",1,"DP 52",0.0495440961882031
"908","in",1,"DP 52",0.00804768907454003
"Bc50","con",2,"DP 52",-0.00648542417218488
"Bc10","in",1,"DP 52",0.0254782224703758
"Bc50","in",2,"DP 52",-0.00648542417218488
"Bc10","in",2,"DP 52",0.0415897966346014
"Bc50","in",1,"DP 52",-0.00648542417218488
"908","con",3,"DP 52",0.0492315579137264
"Bc50","con",1,"DP 52",-0.00648542417218488
"Bc50","con",3,"DP 52",-0.00648542417218488
"908","in",2,"DP 53",-0.0068711602290459
"Bc10","con",2,"DP 53",-0.0068711602290459
"Bc10","con",3,"DP 53",-0.0068711602290459
"908","con",2,"DP 53",0.0254052021997941
"908","in",3,"DP 53",-0.0068711602290459
"Bc10","con",1,"DP 53",-0.0068711602290459
"Bc50","in",3,"DP 53",-0.0068711602290459
"Bc10","in",3,"DP 53",0.0399702002237005
"908","con",1,"DP 53",0.0574089177046455
"908","in",1,"DP 53",0.0174491056312802
"Bc50","con",2,"DP 53",-0.0068711602290459
"Bc10","in",1,"DP 53",0.0283381630487145
"Bc50","in",2,"DP 53",-0.0068711602290459
"Bc10","in",2,"DP 53",0.0450405489954522
"Bc50","in",1,"DP 53",-0.0068711602290459
"908","con",3,"DP 53",0.051946679249748
"Bc50","con",1,"DP 53",-0.0068711602290459
"Bc50","con",3,"DP 53",-0.0068711602290459
"908","in",2,"DP 54",-0.0376158381653799
"Bc10","con",2,"DP 54",-0.0376158381653799
"Bc10","con",3,"DP 54",-0.0376158381653799
"908","con",2,"DP 54",0.000264715275510688
"908","in",3,"DP 54",-0.0376158381653799
"Bc10","con",1,"DP 54",-0.0376158381653799
"Bc50","in",3,"DP 54",-0.0376158381653799
"Bc10","in",3,"DP 54",0.00820282455589067
"908","con",1,"DP 54",0.0254501071155736
"908","in",1,"DP 54",-0.0138706527118326
"Bc50","con",2,"DP 54",-0.0376158381653799
"Bc10","in",1,"DP 54",-0.00654897221565532
"Bc50","in",2,"DP 54",-0.0376158381653799
"Bc10","in",2,"DP 54",0.0120048838855726
"Bc50","in",1,"DP 54",-0.0376158381653799
"908","con",3,"DP 54",0.0196743468482851
"Bc50","con",1,"DP 54",-0.0376158381653799
"Bc50","con",3,"DP 54",-0.0376158381653799
"908","in",2,"DP 55",-0.00759266384127663
"Bc10","con",2,"DP 55",-0.00759266384127663
"Bc10","con",3,"DP 55",-0.00759266384127663
"908","con",2,"DP 55",0.0292678332668028
"908","in",3,"DP 55",-0.00759266384127663
"Bc10","con",1,"DP 55",-0.00759266384127663
"Bc50","in",3,"DP 55",-0.00759266384127663
"Bc10","in",3,"DP 55",0.0363120503933428
"908","con",1,"DP 55",0.0528445144823919
"908","in",1,"DP 55",0.0169937698906253
"Bc50","con",2,"DP 55",-0.00759266384127663
"Bc10","in",1,"DP 55",0.0199775252069036
"Bc50","in",2,"DP 55",-0.00759266384127663
"Bc10","in",2,"DP 55",0.0409238990081472
"Bc50","in",1,"DP 55",-0.00759266384127663
"908","con",3,"DP 55",0.0456312916575979
"Bc50","con",1,"DP 55",-0.00759266384127663
"Bc50","con",3,"DP 55",-0.00759266384127663
"908","in",2,"DP 56",-0.00705688398108773
"Bc10","con",2,"DP 56",-0.00705688398108773
"Bc10","con",3,"DP 56",-0.00705688398108773
"908","con",2,"DP 56",0.0268128671358462
"908","in",3,"DP 56",-0.00705688398108773
"Bc10","con",1,"DP 56",-0.00705688398108773
"Bc50","in",3,"DP 56",-0.00705688398108773
"Bc10","in",3,"DP 56",0.0349340443327335
"908","con",1,"DP 56",0.0507191988480544
"908","in",1,"DP 56",0.0167110672585917
"Bc50","con",2,"DP 56",-0.00705688398108773
"Bc10","in",1,"DP 56",0.0158925877411896
"Bc50","in",2,"DP 56",-0.00705688398108773
"Bc10","in",2,"DP 56",0.0388223363440379
"Bc50","in",1,"DP 56",-0.00705688398108773
"908","con",3,"DP 56",0.0423240272982223
"Bc50","con",1,"DP 56",-0.00705688398108773
"Bc50","con",3,"DP 56",-0.00705688398108773
"908","in",2,"DP 57",-0.00886087598625275
"Bc10","con",2,"DP 57",-0.00886087598625275
"Bc10","con",3,"DP 57",-0.00886087598625275
"908","con",2,"DP 57",0.0220103597280112
"908","in",3,"DP 57",-0.00886087598625275
"Bc10","con",1,"DP 57",-0.00886087598625275
"Bc50","in",3,"DP 57",-0.00886087598625275
"Bc10","in",3,"DP 57",0.0303406131159305
"908","con",1,"DP 57",0.0451179011131342
"908","in",1,"DP 57",0.0151069726092483
"Bc50","con",2,"DP 57",-0.00886087598625275
"Bc10","in",1,"DP 57",0.00926580695816549
"Bc50","in",2,"DP 57",-0.00886087598625275
"Bc10","in",2,"DP 57",0.0368024713584176
"Bc50","in",1,"DP 57",-0.00886087598625275
"908","con",3,"DP 57",0.0372478879805368
"Bc50","con",1,"DP 57",-0.00886087598625275
"Bc50","con",3,"DP 57",-0.00886087598625275
"908","in",2,"DP 58",0
"Bc10","con",2,"DP 58",0
"Bc10","con",3,"DP 58",0
"908","con",2,"DP 58",0.0280216972573537
"908","in",3,"DP 58",0
"Bc10","con",1,"DP 58",0
"Bc50","in",3,"DP 58",0
"Bc10","in",3,"DP 58",0.0367875459323113
"908","con",1,"DP 58",0.0499607118287598
"908","in",1,"DP 58",0
"Bc50","con",2,"DP 58",0
"Bc10","in",1,"DP 58",0
"Bc50","in",2,"DP 58",0
"Bc10","in",2,"DP 58",0.0467035338877241
"Bc50","in",1,"DP 58",0
"908","con",3,"DP 58",0.0421807791152259
"Bc50","con",1,"DP 58",0
"Bc50","con",3,"DP 58",0
"908","in",2,"DP 59",-0.0463806021182126
"Bc10","con",2,"DP 59",-0.0463806021182126
"Bc10","con",3,"DP 59",-0.0463806021182126
"908","con",2,"DP 59",-0.021326059176724
"908","in",3,"DP 59",-0.0463806021182126
"Bc10","con",1,"DP 59",-0.0463806021182126
"Bc50","in",3,"DP 59",-0.0463806021182126
"Bc10","in",3,"DP 59",-0.0107458878441714
"908","con",1,"DP 59",0.0014566626326125
"908","in",1,"DP 59",-0.0463806021182126
"Bc50","con",2,"DP 59",-0.0463806021182126
"Bc10","in",1,"DP 59",-0.0463806021182126
"Bc50","in",2,"DP 59",0.0321553157056106
"Bc10","in",2,"DP 59",-0.00674500374070653
"Bc50","in",1,"DP 59",-0.0463806021182126
"908","con",3,"DP 59",-0.00781036134664985
"Bc50","con",1,"DP 59",-0.0463806021182126
"Bc50","con",3,"DP 59",-0.0463806021182126
"908","in",2,"DP 60",0.0156958694395738
"Bc10","con",2,"DP 60",0
"Bc10","con",3,"DP 60",0
"908","con",2,"DP 60",0.0217870142288775
"908","in",3,"DP 60",0
"Bc10","con",1,"DP 60",0
"Bc50","in",3,"DP 60",0
"Bc10","in",3,"DP 60",0.0435314104265907
"908","con",1,"DP 60",0.0531528674322724
"908","in",1,"DP 60",0.497340314242107
"Bc50","con",2,"DP 60",0.290624478796636
"Bc10","in",1,"DP 60",0
"Bc50","in",2,"DP 60",0
"Bc10","in",2,"DP 60",0.0291978792301458
"Bc50","in",1,"DP 60",0
"908","con",3,"DP 60",0.0353019994743682
"Bc50","con",1,"DP 60",0
"Bc50","con",3,"DP 60",0
"908","in",2,"DP 61",0
"Bc10","con",2,"DP 61",0
"Bc10","con",3,"DP 61",0
"908","con",2,"DP 61",0.018972314637035
"908","in",3,"DP 61",0
"Bc10","con",1,"DP 61",0
"Bc50","in",3,"DP 61",0.0633493287923228
"Bc10","in",3,"DP 61",0.039568403514794
"908","con",1,"DP 61",0.0481368100110041
"908","in",1,"DP 61",0
"Bc50","con",2,"DP 61",0
"Bc10","in",1,"DP 61",0
"Bc50","in",2,"DP 61",0
"Bc10","in",2,"DP 61",0.0666517630256876
"Bc50","in",1,"DP 61",0
"908","con",3,"DP 61",0.03437097461398
"Bc50","con",1,"DP 61",0
"Bc50","con",3,"DP 61",0
"908","in",2,"DP 62",0
"Bc10","con",2,"DP 62",0
"Bc10","con",3,"DP 62",0
"908","con",2,"DP 62",0.0168520208896101
"908","in",3,"DP 62",0
"Bc10","con",1,"DP 62",0
"Bc50","in",3,"DP 62",0
"Bc10","in",3,"DP 62",0.0996057578817596
"908","con",1,"DP 62",0.0385978912545777
"908","in",1,"DP 62",0
"Bc50","con",2,"DP 62",0
"Bc10","in",1,"DP 62",0
"Bc50","in",2,"DP 62",0
"Bc10","in",2,"DP 62",0
"Bc50","in",1,"DP 62",0
"908","con",3,"DP 62",0.0333428324622546
"Bc50","con",1,"DP 62",0
"Bc50","con",3,"DP 62",0
"908","in",2,"DP 63",0
"Bc10","con",2,"DP 63",0
"Bc10","con",3,"DP 63",0
"908","con",2,"DP 63",0.015857855028286
"908","in",3,"DP 63",0
"Bc10","con",1,"DP 63",0
"Bc50","in",3,"DP 63",0
"Bc10","in",3,"DP 63",0
"908","con",1,"DP 63",0.0331164796501673
"908","in",1,"DP 63",0
"Bc50","con",2,"DP 63",0
"Bc10","in",1,"DP 63",0
"Bc50","in",2,"DP 63",0
"Bc10","in",2,"DP 63",0
"Bc50","in",1,"DP 63",0
"908","con",3,"DP 63",0.0256284061891862
"Bc50","con",1,"DP 63",0
"Bc50","con",3,"DP 63",0
"908","in",2,"DP 64",0
"Bc10","con",2,"DP 64",0
"Bc10","con",3,"DP 64",0
"908","con",2,"DP 64",0.0125081590520684
"908","in",3,"DP 64",0
"Bc10","con",1,"DP 64",0
"Bc50","in",3,"DP 64",0
"Bc10","in",3,"DP 64",0
"908","con",1,"DP 64",0.0258993079213737
"908","in",1,"DP 64",0
"Bc50","con",2,"DP 64",0
"Bc10","in",1,"DP 64",0
"Bc50","in",2,"DP 64",0
"Bc10","in",2,"DP 64",0
"Bc50","in",1,"DP 64",0
"908","con",3,"DP 64",0.0192030494251589
"Bc50","con",1,"DP 64",0
"Bc50","con",3,"DP 64",0
"908","in",2,"DP 65",0
"Bc10","con",2,"DP 65",0
"Bc10","con",3,"DP 65",0
"908","con",2,"DP 65",0
"908","in",3,"DP 65",0
"Bc10","con",1,"DP 65",0
"Bc50","in",3,"DP 65",0
"Bc10","in",3,"DP 65",0
"908","con",1,"DP 65",0.0200056355762207
"908","in",1,"DP 65",0
"Bc50","con",2,"DP 65",0
"Bc10","in",1,"DP 65",0
"Bc50","in",2,"DP 65",0
"Bc10","in",2,"DP 65",0
"Bc50","in",1,"DP 65",0
"908","con",3,"DP 65",0.0143328600674176
"Bc50","con",1,"DP 65",0
"Bc50","con",3,"DP 65",0
"908","in",2,"DP 66",0
"Bc10","con",2,"DP 66",0
"Bc10","con",3,"DP 66",0
"908","con",2,"DP 66",0
"908","in",3,"DP 66",0
"Bc10","con",1,"DP 66",0
"Bc50","in",3,"DP 66",0
"Bc10","in",3,"DP 66",0
"908","con",1,"DP 66",0.0163889579946041
"908","in",1,"DP 66",0
"Bc50","con",2,"DP 66",0
"Bc10","in",1,"DP 66",0
"Bc50","in",2,"DP 66",0
"Bc10","in",2,"DP 66",0
"Bc50","in",1,"DP 66",0
"908","con",3,"DP 66",0
"Bc50","con",1,"DP 66",0
"Bc50","con",3,"DP 66",0
"908","in",2,"DP 67",0
"Bc10","con",2,"DP 67",0
"Bc10","con",3,"DP 67",0
"908","con",2,"DP 67",0
"908","in",3,"DP 67",0
"Bc10","con",1,"DP 67",0
"Bc50","in",3,"DP 67",0
"Bc10","in",3,"DP 67",0
"908","con",1,"DP 67",0.0107021010260525
"908","in",1,"DP 67",0
"Bc50","con",2,"DP 67",0
"Bc10","in",1,"DP 67",0
"Bc50","in",2,"DP 67",0
"Bc10","in",2,"DP 67",0
"Bc50","in",1,"DP 67",0
"908","con",3,"DP 67",0
"Bc50","con",1,"DP 67",0
"Bc50","con",3,"DP 67",0
"908","in",2,"DP 11",0.0168784787257868
"Bc10","con",2,"DP 11",-0.0165416040526051
"Bc10","con",3,"DP 11",0.00621712820244019
"908","con",2,"DP 11",0.00211128403092727
"908","in",3,"DP 11",-0.0165416040526051
"Bc10","con",1,"DP 11",0.0697038802868974
"Bc50","in",3,"DP 11",0.124950036960689
"Bc10","in",3,"DP 11",0.0136207099881355
"908","con",1,"DP 11",-0.0165416040526051
"908","in",1,"DP 11",-0.0165416040526051
"Bc50","con",2,"DP 11",0.0290250036358404
"Bc10","in",1,"DP 11",0.0102692532880961
"Bc50","in",2,"DP 11",0.0792529610590575
"Bc10","in",2,"DP 11",0.0080071883158969
"Bc50","in",1,"DP 11",0.0230365763027996
"908","con",3,"DP 11",0.0154461351449042
"Bc50","con",1,"DP 11",0.00820056358163686
"Bc50","con",3,"DP 11",0.0109476173562186
"908","in",2,"DP 82",0
"Bc10","con",2,"DP 82",0
"Bc10","con",3,"DP 82",0
"908","con",2,"DP 82",0.105584603432697
"908","in",3,"DP 82",0.125344654310828
"Bc10","con",1,"DP 82",0
"Bc50","in",3,"DP 82",0.154474074862446
"Bc10","in",3,"DP 82",0.128527955458603
"908","con",1,"DP 82",0
"908","in",1,"DP 82",0.145102388797362
"Bc50","con",2,"DP 82",0.132554169791195
"Bc10","in",1,"DP 82",0.123686914189278
"Bc50","in",2,"DP 82",0.125249392706531
"Bc10","in",2,"DP 82",0
"Bc50","in",1,"DP 82",0.103758454403561
"908","con",3,"DP 82",0.109050721516633
"Bc50","con",1,"DP 82",0.106167139724922
"Bc50","con",3,"DP 82",0
"908","in",2,"DP 68",0
"Bc10","con",2,"DP 68",0
"Bc10","con",3,"DP 68",0
"908","con",2,"DP 68",0
"908","in",3,"DP 68",0
"Bc10","con",1,"DP 68",0
"Bc50","in",3,"DP 68",0
"Bc10","in",3,"DP 68",0
"908","con",1,"DP 68",0
"908","in",1,"DP 68",0
"Bc50","con",2,"DP 68",0
"Bc10","in",1,"DP 68",0
"Bc50","in",2,"DP 68",0
"Bc10","in",2,"DP 68",0
"Bc50","in",1,"DP 68",0
"908","con",3,"DP 68",0
"Bc50","con",1,"DP 68",0
"Bc50","con",3,"DP 68",0
"908","in",2,"DP 69",0
"Bc10","con",2,"DP 69",0
"Bc10","con",3,"DP 69",0
"908","con",2,"DP 69",0
"908","in",3,"DP 69",0
"Bc10","con",1,"DP 69",0
"Bc50","in",3,"DP 69",0
"Bc10","in",3,"DP 69",0
"908","con",1,"DP 69",0
"908","in",1,"DP 69",0
"Bc50","con",2,"DP 69",0
"Bc10","in",1,"DP 69",0
"Bc50","in",2,"DP 69",0
"Bc10","in",2,"DP 69",0
"Bc50","in",1,"DP 69",0
"908","con",3,"DP 69",0
"Bc50","con",1,"DP 69",0
"Bc50","con",3,"DP 69",0
"908","in",2,"DP 70",0
"Bc10","con",2,"DP 70",0
"Bc10","con",3,"DP 70",0
"908","con",2,"DP 70",0
"908","in",3,"DP 70",0
"Bc10","con",1,"DP 70",0
"Bc50","in",3,"DP 70",0
"Bc10","in",3,"DP 70",0
"908","con",1,"DP 70",0
"908","in",1,"DP 70",0
"Bc50","con",2,"DP 70",0
"Bc10","in",1,"DP 70",0
"Bc50","in",2,"DP 70",0
"Bc10","in",2,"DP 70",0
"Bc50","in",1,"DP 70",0
"908","con",3,"DP 70",0
"Bc50","con",1,"DP 70",0
"Bc50","con",3,"DP 70",0
"908","in",2,"DP 73",0
"Bc10","con",2,"DP 73",0
"Bc10","con",3,"DP 73",0
"908","con",2,"DP 73",0
"908","in",3,"DP 73",0
"Bc10","con",1,"DP 73",0
"Bc50","in",3,"DP 73",0
"Bc10","in",3,"DP 73",0
"908","con",1,"DP 73",0
"908","in",1,"DP 73",0
"Bc50","con",2,"DP 73",0
"Bc10","in",1,"DP 73",0
"Bc50","in",2,"DP 73",0
"Bc10","in",2,"DP 73",0
"Bc50","in",1,"DP 73",0
"908","con",3,"DP 73",0
"Bc50","con",1,"DP 73",0
"Bc50","con",3,"DP 73",0
"908","in",2,"DP 71",0
"Bc10","con",2,"DP 71",0
"Bc10","con",3,"DP 71",0
"908","con",2,"DP 71",0
"908","in",3,"DP 71",0
"Bc10","con",1,"DP 71",0
"Bc50","in",3,"DP 71",0
"Bc10","in",3,"DP 71",0
"908","con",1,"DP 71",0
"908","in",1,"DP 71",0
"Bc50","con",2,"DP 71",0
"Bc10","in",1,"DP 71",0
"Bc50","in",2,"DP 71",0
"Bc10","in",2,"DP 71",0
"Bc50","in",1,"DP 71",0
"908","con",3,"DP 71",0
"Bc50","con",1,"DP 71",0
"Bc50","con",3,"DP 71",0
"908","in",2,"DP 72",0
"Bc10","con",2,"DP 72",0
"Bc10","con",3,"DP 72",0
"908","con",2,"DP 72",0
"908","in",3,"DP 72",0
"Bc10","con",1,"DP 72",0
"Bc50","in",3,"DP 72",0
"Bc10","in",3,"DP 72",0
"908","con",1,"DP 72",0
"908","in",1,"DP 72",0
"Bc50","con",2,"DP 72",0
"Bc10","in",1,"DP 72",0
"Bc50","in",2,"DP 72",0
"Bc10","in",2,"DP 72",0
"Bc50","in",1,"DP 72",0
"908","con",3,"DP 72",0
"Bc50","con",1,"DP 72",0
"Bc50","con",3,"DP 72",0
"908","in",2,"DP 74",0
"Bc10","con",2,"DP 74",0
"Bc10","con",3,"DP 74",0
"908","con",2,"DP 74",0
"908","in",3,"DP 74",0
"Bc10","con",1,"DP 74",0
"Bc50","in",3,"DP 74",0
"Bc10","in",3,"DP 74",0
"908","con",1,"DP 74",0
"908","in",1,"DP 74",0
"Bc50","con",2,"DP 74",0
"Bc10","in",1,"DP 74",0
"Bc50","in",2,"DP 74",0
"Bc10","in",2,"DP 74",0
"Bc50","in",1,"DP 74",0
"908","con",3,"DP 74",0
"Bc50","con",1,"DP 74",0
"Bc50","con",3,"DP 74",0
"908","in",2,"DP 75",0
"Bc10","con",2,"DP 75",0
"Bc10","con",3,"DP 75",0
"908","con",2,"DP 75",0
"908","in",3,"DP 75",0
"Bc10","con",1,"DP 75",0
"Bc50","in",3,"DP 75",0
"Bc10","in",3,"DP 75",0
"908","con",1,"DP 75",0
"908","in",1,"DP 75",0
"Bc50","con",2,"DP 75",0
"Bc10","in",1,"DP 75",0
"Bc50","in",2,"DP 75",0
"Bc10","in",2,"DP 75",0
"Bc50","in",1,"DP 75",0
"908","con",3,"DP 75",0
"Bc50","con",1,"DP 75",0
"Bc50","con",3,"DP 75",0
"908","in",2,"DP 76",0
"Bc10","con",2,"DP 76",0
"Bc10","con",3,"DP 76",0
"908","con",2,"DP 76",0
"908","in",3,"DP 76",0
"Bc10","con",1,"DP 76",0
"Bc50","in",3,"DP 76",0
"Bc10","in",3,"DP 76",0
"908","con",1,"DP 76",0
"908","in",1,"DP 76",0
"Bc50","con",2,"DP 76",0
"Bc10","in",1,"DP 76",0
"Bc50","in",2,"DP 76",0
"Bc10","in",2,"DP 76",0
"Bc50","in",1,"DP 76",0
"908","con",3,"DP 76",0
"Bc50","con",1,"DP 76",0
"Bc50","con",3,"DP 76",0
"908","in",2,"DP 77",0
"Bc10","con",2,"DP 77",0
"Bc10","con",3,"DP 77",0
"908","con",2,"DP 77",0
"908","in",3,"DP 77",0
"Bc10","con",1,"DP 77",0
"Bc50","in",3,"DP 77",0
"Bc10","in",3,"DP 77",0
"908","con",1,"DP 77",0
"908","in",1,"DP 77",0
"Bc50","con",2,"DP 77",0
"Bc10","in",1,"DP 77",0
"Bc50","in",2,"DP 77",0
"Bc10","in",2,"DP 77",0
"Bc50","in",1,"DP 77",0
"908","con",3,"DP 77",0
"Bc50","con",1,"DP 77",0
"Bc50","con",3,"DP 77",0
"908","in",2,"DP 81",0
"Bc10","con",2,"DP 81",0
"Bc10","con",3,"DP 81",0
"908","con",2,"DP 81",0
"908","in",3,"DP 81",0
"Bc10","con",1,"DP 81",0
"Bc50","in",3,"DP 81",0
"Bc10","in",3,"DP 81",0
"908","con",1,"DP 81",0
"908","in",1,"DP 81",0
"Bc50","con",2,"DP 81",0
"Bc10","in",1,"DP 81",0
"Bc50","in",2,"DP 81",0
"Bc10","in",2,"DP 81",0
"Bc50","in",1,"DP 81",0
"908","con",3,"DP 81",0
"Bc50","con",1,"DP 81",0
"Bc50","con",3,"DP 81",0
"908","in",2,"DP 78",0
"Bc10","con",2,"DP 78",0
"Bc10","con",3,"DP 78",0
"908","con",2,"DP 78",0
"908","in",3,"DP 78",0
"Bc10","con",1,"DP 78",0
"Bc50","in",3,"DP 78",0
"Bc10","in",3,"DP 78",0
"908","con",1,"DP 78",0
"908","in",1,"DP 78",0
"Bc50","con",2,"DP 78",0
"Bc10","in",1,"DP 78",0
"Bc50","in",2,"DP 78",0
"Bc10","in",2,"DP 78",0
"Bc50","in",1,"DP 78",0
"908","con",3,"DP 78",0
"Bc50","con",1,"DP 78",0
"Bc50","con",3,"DP 78",0
"908","in",2,"DP 79",0
"Bc10","con",2,"DP 79",0
"Bc10","con",3,"DP 79",0
"908","con",2,"DP 79",0
"908","in",3,"DP 79",0
"Bc10","con",1,"DP 79",0
"Bc50","in",3,"DP 79",0
