Day,Hour,Vessel,time,Rep,Acetate,propionate,isobutyrate,Butyrate,isovalerate,valerate
15,8,8,15.33333333,1,5.8992,1.49671,0.88251,3.70177,1.49843,1.28458
15,8,8,15.33333333,2,5.89007,1.47043,0.86503,3.6654,1.48924,1.27829
15,8,8,15.33333333,3,5.96444,1.50228,0.88204,3.76042,1.50791,1.3058
15,16,1,15.66666667,1,6.74445,1.80963,0.86589,3.80387,1.46176,1.34564
15,16,1,15.66666667,2,6.93489,1.8358,0.84404,3.78374,1.43605,1.34626
15,16,1,15.66666667,3,6.90755,1.85262,0.84287,3.75975,1.43629,1.34125
15,16,2,15.66666667,1,6.03744,1.36474,0.83895,3.88739,1.43399,1.43268
15,16,2,15.66666667,2,6.04194,1.34059,0.84245,3.874,1.41268,1.42118
15,16,2,15.66666667,3,6.00107,1.31681,0.83081,3.79115,1.39732,1.39166
15,16,3,15.66666667,1,6.1474,1.55456,0.88264,4.14048,1.51503,1.19936
15,16,3,15.66666667,2,5.98826,1.5294,0.85006,3.99772,1.45523,1.17444
15,16,3,15.66666667,3,6.3162,1.5646,0.87055,4.14634,1.48428,1.19532
15,16,4,15.66666667,1,6.31067,1.67895,0.89051,4.50362,1.42188,1.16727
15,16,4,15.66666667,2,6.0496,1.63234,0.8787,4.41158,1.40478,1.14163
15,16,4,15.66666667,3,6.32324,1.70244,0.9334,4.63415,1.47349,1.20964
15,16,6,15.66666667,1,6.26317,2.16325,0.86649,4.02585,1.46519,1.32319
15,16,6,15.66666667,2,6.28193,2.22207,0.91819,4.13547,1.53119,1.36621
15,16,6,15.66666667,3,6.5039,2.26062,0.89251,4.17158,1.51485,1.36799
15,16,7,15.66666667,1,7.05941,1.66515,0.85396,4.00456,1.44366,1.16355
15,16,7,15.66666667,2,7.29156,1.70418,0.86928,4.06666,1.46541,1.18638
15,16,7,15.66666667,3,7.0343,1.63082,0.83833,3.90999,1.42048,1.13954
15,16,8,15.66666667,1,6.80334,1.65065,0.87793,4.0394,1.50086,1.37505
15,16,8,15.66666667,2,6.63479,1.60482,0.84303,3.88745,1.43092,1.31525
15,16,8,15.66666667,3,6.4,1.57258,0.83362,3.84747,1.43948,1.31055
16,8,1,16.33333333,1,6.20298,1.77835,0.902,3.8157,1.53303,1.40671
16,8,1,16.33333333,2,6.17787,1.73299,0.87126,3.77527,1.48123,1.38612
16,8,1,16.33333333,3,5.97496,1.69552,0.85761,3.66828,1.45773,1.34331
16,8,2,16.33333333,1,5.44668,1.21447,0.86088,3.84389,1.44643,1.37694
16,8,2,16.33333333,2,5.13149,1.17827,0.84964,3.72092,1.42968,1.35222
16,8,2,16.33333333,3,5.58947,1.25779,0.87622,3.98281,1.4935,1.44817
16,8,3,16.33333333,1,5.91015,1.54796,0.86562,4.14814,1.49421,1.19888
16,8,3,16.33333333,2,6.21261,1.6052,0.90695,4.28444,1.53,1.23264
16,8,3,16.33333333,3,5.84388,1.51128,0.8562,4.06543,1.47199,1.19138
16,8,4,16.33333333,1,6.18979,1.58484,0.93905,4.63363,1.49917,1.16615
16,8,4,16.33333333,2,5.90703,1.54513,0.92043,4.51603,1.47526,1.15583
16,8,4,16.33333333,3,5.93695,1.51705,0.9211,4.47848,1.47779,1.15371
16,8,6,16.33333333,1,5.88606,1.92251,0.8985,4.06322,1.52375,1.37066
16,8,6,16.33333333,2,5.64995,1.87597,0.89,4.01528,1.51853,1.33804
16,8,6,16.33333333,3,6.08549,1.98896,0.92796,4.23477,1.58251,1.41972
16,8,7,16.33333333,1,6.36667,1.5541,0.88166,3.93145,1.48432,1.22711
16,8,7,16.33333333,2,6.52591,1.55834,0.87429,3.96023,1.48249,1.23334
16,8,7,16.33333333,3,6.26891,1.50126,0.8692,3.85428,1.46426,1.21074
16,8,8,16.33333333,1,5.7718,1.46066,0.89041,3.9405,1.52725,1.35941
16,8,8,16.33333333,2,5.77146,1.44954,0.85064,3.84659,1.45006,1.32542
16,8,8,16.33333333,3,5.9271,1.4822,0.88137,3.9691,1.50237,1.36177
16,16,1,16.66666667,1,6.97194,1.74198,0.83426,3.81422,1.41597,1.36922
16,16,1,16.66666667,2,6.86997,1.78402,0.86894,3.89935,1.48483,1.41138
16,16,1,16.66666667,3,7.01379,1.77964,0.85494,3.87107,1.44251,1.38806
16,16,2,16.66666667,1,5.98834,1.27384,0.83262,3.87404,1.41701,1.38036
16,16,2,16.66666667,2,6.29288,1.33664,0.85984,4.06226,1.45074,1.44395
16,16,2,16.66666667,3,6.29373,1.32495,0.85513,4.08525,1.46277,1.44817
16,16,3,16.66666667,1,6.77041,1.56501,0.87049,4.31417,1.48359,1.22452
16,16,3,16.66666667,2,6.48383,1.52767,0.84275,4.20466,1.44687,1.20317
16,16,3,16.66666667,3,6.86978,1.59097,0.87411,4.35553,1.5078,1.24395
16,16,4,16.66666667,1,6.32359,1.54364,0.86995,4.69322,1.41345,1.15928
16,16,4,16.66666667,2,6.61237,1.65333,0.94932,5.0296,1.55758,1.24977
16,16,4,16.66666667,3,6.55823,1.60902,0.92239,4.88084,1.47704,1.18861
16,16,6,16.66666667,1,6.46255,1.95524,0.89034,4.43123,1.50584,1.41095
16,16,6,16.66666667,2,6.06856,1.85545,0.87753,4.26274,1.48099,1.37452
16,16,6,16.66666667,3,6.09646,1.87224,0.87918,4.29081,1.48643,1.39561
16,16,7,16.66666667,1,7.23015,1.61925,0.90003,4.12452,1.53242,1.30745
16,16,7,16.66666667,2,7.23457,1.59425,0.87237,4.04163,1.47118,1.27248
16,16,7,16.66666667,3,7.35032,1.64068,0.94587,4.20968,1.56121,1.31949
16,16,8,16.66666667,1,6.65282,1.51269,0.85228,3.9796,1.43969,1.34626
16,16,8,16.66666667,2,6.47277,1.4967,0.85366,3.95947,1.46692,1.35036
16,16,8,16.66666667,3,6.74603,1.5439,0.86538,4.01242,1.46169,1.36003
17,8,1,17.33333333,1,6.20254,1.6548,0.85483,3.72348,1.452,1.32555
17,8,1,17.33333333,2,6.4455,1.69218,0.85604,3.76802,1.46115,1.32828
17,8,1,17.33333333,3,6.39355,1.69474,0.88927,3.86051,1.51856,1.38178
17,8,2,17.33333333,1,5.64934,1.28003,0.88194,3.96781,1.521,1.37088
17,8,2,17.33333333,2,5.70891,1.25693,0.88073,3.91737,1.49422,1.37519
17,8,2,17.33333333,3,5.66067,1.27122,0.86969,3.89699,1.47062,1.34931
17,8,3,17.33333333,1,6.69778,1.72839,0.93408,4.65693,1.66344,1.34553
17,8,3,17.33333333,2,5.81628,1.51554,0.82953,4.10575,1.49323,1.19767
17,8,3,17.33333333,3,6.01789,1.55144,0.81755,4.14386,1.44904,1.20174
17,8,4,17.33333333,1,5.34961,1.28893,0.78,4.39545,1.32152,1.03854
17,8,4,17.33333333,2,6.45153,1.59822,1.01698,5.49339,1.7295,1.3153
17,8,4,17.33333333,3,5.17147,1.25483,0.76368,4.25647,1.27127,1.01501
17,8,6,17.33333333,1,5.55173,1.75279,0.83877,4.23305,1.47656,1.378
17,8,6,17.33333333,2,4.92519,1.57792,0.75663,3.7918,1.33544,1.25081
17,8,6,17.33333333,3,5.64348,1.78072,0.85872,4.31337,1.513,1.41239
17,8,7,17.33333333,1,6.00858,1.43786,0.79005,3.74654,1.37289,1.16076
17,8,7,17.33333333,2,5.78036,1.3645,0.75501,3.59883,1.31814,1.13201
17,8,7,17.33333333,3,6.70372,1.6195,0.93652,4.34757,1.65452,1.36481
17,8,8,17.33333333,1,5.7999,1.44307,0.82513,3.98474,1.45142,1.34097
17,8,8,17.33333333,2,6.04835,1.50133,0.86629,4.17788,1.52548,1.41493
17,8,8,17.33333333,3,5.89088,1.49847,0.85206,4.07839,1.4891,1.36925
17,16,1,17.66666667,1,6.55789,1.66031,0.79278,3.89404,1.40155,1.31851
17,16,1,17.66666667,2,7.25484,1.84018,0.84751,4.16431,1.48686,1.40637
17,16,1,17.66666667,3,7.17078,1.77866,0.83518,4.11538,1.46305,1.36994
17,16,2,17.66666667,1,7.40465,1.62676,0.98923,4.82078,1.72408,1.62639
17,16,2,17.66666667,2,6.71027,1.458,0.87428,4.34358,1.52888,1.47154
17,16,2,17.66666667,3,6.30086,1.38004,0.82669,4.085,1.52167,1.40317
17,16,3,17.66666667,1,6.7848,1.60958,0.82468,4.32346,1.45584,1.22452
17,16,3,17.66666667,2,6.45032,1.50532,0.77507,4.08456,1.36663,1.14735
17,16,3,17.66666667,3,6.07729,1.45327,0.76305,3.95726,1.35878,1.16816
17,16,4,17.66666667,1,5.68878,1.27697,0.76907,4.58899,1.28648,1.03372
17,16,4,17.66666667,2,6.13953,1.39023,0.82665,4.95141,1.39036,1.11535
17,16,4,17.66666667,3,6.12277,1.39243,0.83464,4.96726,1.37914,1.12402
17,16,6,17.66666667,1,6.08463,1.83124,0.83836,4.50329,1.46511,1.44369
17,16,6,17.66666667,2,6.15336,1.82967,0.84364,4.49658,1.46307,1.41833
17,16,6,17.66666667,3,6.0351,1.81771,0.83164,4.4681,1.45144,1.41101
17,16,7,17.66666667,1,6.21152,1.38245,0.73102,3.49586,1.26298,1.10065
17,16,7,17.66666667,2,7.07856,1.53914,0.82184,3.9571,1.44357,1.25248
17,16,7,17.66666667,3,6.70336,1.47457,0.76656,3.72671,1.34063,1.17434
17,16,8,17.66666667,1,6.33934,1.44613,0.78899,3.96133,1.37768,1.29939
17,16,8,17.66666667,2,6.33583,1.47491,0.82317,4.07077,1.43705,1.34803
17,16,8,17.66666667,3,6.89594,1.60269,0.8675,4.33062,1.50866,1.42019
18,8,1,18.33333333,1,5.44325,1.47335,0.72488,3.48599,1.2757,1.16096
18,8,1,18.33333333,2,6.15291,1.66411,0.81428,3.90563,1.4222,1.29245
18,8,1,18.33333333,3,6.28056,1.66231,0.82132,3.9678,1.45973,1.3123
18,8,2,18.33333333,1,5.83323,1.4437,0.8409,3.8512,1.47918,1.37963
18,8,2,18.33333333,2,6.09241,1.51358,0.87997,4.0137,1.55732,1.44953
18,8,2,18.33333333,3,5.51863,1.38448,0.81048,3.67733,1.43043,1.32389
18,8,3,18.33333333,1,5.73112,1.47439,0.77795,3.90201,1.37538,1.12861
18,8,3,18.33333333,2,6.3604,1.63476,0.84643,4.33362,1.5082,1.21052
18,8,3,18.33333333,3,5.94315,1.5566,0.82912,4.14682,1.47218,1.18884
18,8,4,18.33333333,1,5.64342,1.31787,0.86864,4.78466,1.42602,1.04633
18,8,4,18.33333333,2,5.78672,1.33695,0.89622,4.96567,1.5033,1.0955
18,8,4,18.33333333,3,5.63312,1.29383,0.87976,4.84883,1.4734,1.08906
18,8,6,18.33333333,1,5.39169,1.7509,0.84403,4.16911,1.46349,1.3673
18,8,6,18.33333333,2,5.10393,1.63412,0.77697,3.88647,1.35476,1.28674
18,8,6,18.33333333,3,5.85796,1.88281,0.913,4.50707,1.58777,1.48646
18,8,7,18.33333333,1,6.26207,1.49829,0.81911,3.81618,1.41428,1.20055
18,8,7,18.33333333,2,6.48171,1.55575,0.89101,4.10094,1.57087,1.29518
18,8,7,18.33333333,3,7.18944,1.73347,0.97277,4.43768,1.68057,1.40917
18,8,8,18.33333333,1,6.00822,1.52617,0.87949,4.24941,1.53736,1.39171
18,8,8,18.33333333,2,5.65987,1.379,0.784,3.86971,1.36626,1.25895
18,8,8,18.33333333,3,5.59605,1.3899,0.8108,3.95895,1.44665,1.31316
18,16,1,18.66666667,1,7.0983,1.76317,0.77948,3.96092,1.36244,1.27737
18,16,1,18.66666667,2,6.20046,1.54826,0.69446,3.50973,1.21172,1.12827
18,16,1,18.66666667,3,6.81519,1.7452,0.79691,3.9248,1.38976,1.27249
18,16,2,18.66666667,1,5.95431,1.41659,0.74811,3.51159,1.31134,1.26857
18,16,2,18.66666667,2,6.11251,1.43175,0.73884,3.52947,1.29397,1.2661
18,16,2,18.66666667,3,5.8939,1.39924,0.76397,3.5472,1.35558,1.29444
18,16,3,18.66666667,1,6.2531,1.46735,0.71039,3.83868,1.27784,1.05129
18,16,3,18.66666667,2,6.47017,1.54359,0.76599,4.02713,1.3628,1.12921
18,16,3,18.66666667,3,5.99917,1.40144,0.68736,3.67879,1.21876,1.00928
18,16,4,18.66666667,1,6.71026,1.49098,0.94221,5.55978,1.58947,1.18972
18,16,4,18.66666667,2,5.77249,1.28799,0.80146,4.72603,1.33401,1.01684
18,16,4,18.66666667,3,5.79251,1.26075,0.72923,4.5219,1.1976,0.92982
18,16,6,18.66666667,1,5.45367,1.71182,0.76101,4.08363,1.32589,1.30251
18,16,6,18.66666667,2,6.00461,1.87694,0.86114,4.52378,1.49898,1.44012
18,16,6,18.66666667,3,5.89929,1.84365,0.83216,4.43739,1.45942,1.41436
18,16,7,18.66666667,1,6.45708,1.49731,0.77792,3.6933,1.36609,1.18399
18,16,7,18.66666667,2,6.94215,1.56494,0.79074,3.82239,1.38401,1.20154
18,16,7,18.66666667,3,6.48006,1.49277,0.74815,3.62348,1.30685,1.13443
18,16,8,18.66666667,1,6.33468,1.44832,0.79218,4.01066,1.39926,1.31007
18,16,8,18.66666667,2,6.26937,1.4589,0.7622,3.90278,1.34203,1.25107
18,16,8,18.66666667,3,5.83211,1.38162,0.74119,3.76807,1.31882,1.21875
19,16,1,19.66666667,1,6.464,1.72377,0.88413,4.14163,1.53995,1.32515
19,16,1,19.66666667,2,6.28209,1.66447,0.85155,4.0203,1.49602,1.28936
19,16,1,19.66666667,3,5.76067,1.54336,0.8025,3.80552,1.43273,1.21387
19,16,2,19.66666667,1,5.4488,1.21475,0.83236,3.94018,1.46553,1.35531
19,16,2,19.66666667,2,5.58619,1.25411,0.87353,4.13177,1.55407,1.43019
19,16,2,19.66666667,3,5.40073,1.22264,0.86177,4.0251,1.57031,1.39588
19,16,3,19.66666667,1,5.92135,1.51426,0.80099,4.01224,1.42273,1.11525
19,16,3,19.66666667,2,6.39677,1.65235,0.86642,4.34783,1.55327,1.21569
19,16,3,19.66666667,3,6.20198,1.60525,0.86546,4.25079,1.52217,1.17495
19,16,4,19.66666667,1,5.17815,1.15592,0.77945,4.34191,1.29116,0.88917
19,16,4,19.66666667,2,5.26305,1.16235,0.78147,4.38057,1.2971,0.88676
19,16,4,19.66666667,3,5.36846,1.19423,0.80988,4.49315,1.34427,0.92298
19,16,6,19.66666667,1,5.02484,1.66668,0.84618,4.1625,1.4745,1.38042
19,16,6,19.66666667,2,4.78841,1.61128,0.81414,3.95941,1.40605,1.30972
19,16,6,19.66666667,3,4.90686,1.63552,0.83201,4.02974,1.42478,1.33925
19,16,7,19.66666667,1,5.9045,1.44841,0.80883,3.70794,1.39648,1.18479
19,16,7,19.66666667,2,6.0365,1.47988,0.83982,3.85967,1.4684,1.23629
19,16,7,19.66666667,3,5.89776,1.45294,0.82662,3.76204,1.45311,1.21562
19,16,8,19.66666667,1,5.39073,1.3679,0.82251,3.89007,1.45855,1.31248
19,16,8,19.66666667,2,5.61553,1.41101,0.83618,3.9169,1.44496,1.32069
19,16,8,19.66666667,3,6.67879,1.67808,1.02266,4.75021,1.9166,1.64023
20,16,1,20.66666667,1,5.23812,1.17435,0.84906,3.92064,1.49733,1.32424
20,16,1,20.66666667,2,5.19146,1.14575,0.84847,3.90241,1.57522,1.32549
20,16,1,20.66666667,3,4.85326,1.08721,0.78185,3.63923,1.37897,1.20969
20,16,2,20.66666667,1,5.54861,1.46619,0.77586,3.54005,1.34572,1.08833
20,16,2,20.66666667,2,5.40472,1.44196,0.75666,3.49248,1.30919,1.07681
20,16,2,20.66666667,3,5.39516,1.46703,0.79165,3.62631,1.40287,1.14423
20,16,3,20.66666667,1,5.74559,1.49323,0.8191,4.02513,1.45058,1.02409
20,16,3,20.66666667,2,5.43286,1.42632,0.79063,3.84136,1.38214,0.98135
20,16,3,20.66666667,3,6.04191,1.54905,0.87293,4.22153,1.53624,1.10413
20,16,4,20.66666667,1,5.03968,1.21627,0.87256,4.71872,1.48515,0.93601
20,16,4,20.66666667,2,5.06156,1.19689,0.87985,4.71159,1.45431,0.93259
20,16,4,20.66666667,3,5.20228,1.2345,0.89225,4.85768,1.50921,0.95049
20,16,6,20.66666667,1,4.64605,1.61705,0.89955,4.30807,1.54898,1.38429
20,16,6,20.66666667,2,4.19358,1.45674,0.80564,3.88545,1.404,1.25966
20,16,6,20.66666667,3,4.09759,1.41905,0.80148,3.8522,1.41489,1.24909
20,16,7,20.66666667,1,5.8128,1.40712,0.87357,3.8768,1.53255,1.22092
20,16,7,20.66666667,2,6.20891,1.52835,0.91831,4.0705,1.58759,1.26432
20,16,7,20.66666667,3,6.03753,1.46826,0.88503,3.91313,1.52615,1.21461
20,16,8,20.66666667,1,5.27155,1.38538,0.8373,3.79478,1.45748,1.328
20,16,8,20.66666667,2,5.23561,1.37745,0.84056,3.76394,1.44378,1.32266
20,16,8,20.66666667,3,5.39211,1.41765,0.87385,3.93597,1.52019,1.38074
21,8,1,21.33333333,1,5.55102,1.552,0.82806,3.78941,1.43574,1.12252
21,8,1,21.33333333,2,5.30622,1.49546,0.79401,3.60748,1.36971,1.06736
21,8,1,21.33333333,3,5.30341,1.47288,0.76841,3.57102,1.34815,1.07135
21,8,2,21.33333333,1,5.0933,1.22883,0.83202,3.67349,1.45971,1.27158
21,8,2,21.33333333,2,5.67142,1.33966,0.93494,4.08198,1.63457,1.40636
21,8,2,21.33333333,3,5.25979,1.26163,0.85284,3.79075,1.50819,1.29726
21,8,3,21.33333333,1,6.39576,1.63588,0.96597,4.5235,1.70436,1.15268
21,8,3,21.33333333,2,5.93108,1.53001,0.8561,4.14659,1.5095,1.03723
21,8,3,21.33333333,3,5.91451,1.5514,0.88688,4.21901,1.59286,1.07058
21,8,4,21.33333333,1,4.05228,1.15169,0.9366,4.80837,1.47316,0.93615
21,8,4,21.33333333,2,3.69231,1.1117,0.85831,4.37744,1.33596,0.87473
21,8,4,21.33333333,3,3.50262,1.04652,0.83453,4.15201,1.30683,0.8614
21,8,6,21.33333333,1,3.31593,1.38731,0.86889,3.9013,1.41998,1.2794
21,8,6,21.33333333,2,3.19632,1.34394,0.83281,3.75247,1.3519,1.21963
21,8,6,21.33333333,3,2.9883,1.20933,0.80647,3.38562,1.3235,1.14206
21,8,7,21.33333333,1,4.31115,1.2889,0.85615,3.58829,1.39669,1.16285
21,8,7,21.33333333,2,4.69198,1.37563,0.94712,3.90968,1.55559,1.24286
21,8,7,21.33333333,3,4.37163,1.31343,0.88352,3.67137,1.44886,1.18566
21,8,8,21.33333333,1,3.61439,1.18104,0.83092,3.49071,1.36206,1.27548
21,8,8,21.33333333,2,4.18723,1.38278,0.95705,3.99215,1.5825,1.48209
21,8,8,21.33333333,3,3.74096,1.25478,0.85298,3.55793,1.38815,1.32768
21,16,1,21.66666667,1,4.12031,1.42586,0.7626,3.30832,1.23203,1.05349
21,16,1,21.66666667,2,4.46924,1.57514,0.83752,3.68826,1.34945,1.12976
21,16,1,21.66666667,3,4.9136,1.72515,0.94165,4.0734,1.57313,1.25386
21,16,2,21.66666667,1,4.23693,1.17574,0.82478,3.43246,1.35645,1.2716
21,16,2,21.66666667,2,4.76381,1.34431,0.95868,3.97551,1.58765,1.45466
21,16,2,21.66666667,3,4.26698,1.19612,0.83865,3.50661,1.36761,1.26751
21,16,3,21.66666667,1,4.59559,1.38696,0.82453,3.69381,1.3626,1.00852
21,16,3,21.66666667,2,5.14841,1.55209,0.93747,4.24257,1.54708,1.14935
21,16,3,21.66666667,3,4.54391,1.36337,0.8129,3.64714,1.31974,0.98461
21,16,4,21.66666667,1,4.14114,1.19318,0.8958,4.64971,1.38603,0.93389
21,16,4,21.66666667,2,3.95979,1.11735,0.85167,4.45076,1.34976,0.90641
21,16,4,21.66666667,3,4.07212,1.14959,0.86392,4.57895,1.36972,0.90642
21,16,6,21.66666667,1,3.26628,1.36719,0.86086,3.8574,1.38902,1.23098
21,16,6,21.66666667,2,3.52919,1.50466,0.94713,4.19073,1.52616,1.34736
21,16,6,21.66666667,3,3.28841,1.40111,0.8683,3.87835,1.39875,1.24288
21,16,7,21.66666667,1,4.87949,1.41481,0.92107,3.85612,1.47245,1.21356
21,16,7,21.66666667,2,4.84519,1.35943,0.91035,3.81192,1.47334,1.23853
21,16,7,21.66666667,3,5.21857,1.48762,0.98781,4.15237,1.69646,1.33827
21,16,8,21.66666667,1,4.04839,1.30815,0.81888,3.4942,1.35229,1.30757
21,16,8,21.66666667,2,4.78747,1.52113,0.96414,4.17226,1.57973,1.5247
21,16,8,21.66666667,3,4.53582,1.45852,0.91033,3.87045,1.46092,1.45342
22,8,1,22.33333333,1,4.64936,1.76973,0.92155,4.03075,1.48067,1.28175
22,8,1,22.33333333,2,4.54179,1.72935,0.89916,3.87547,1.43649,1.26521
22,8,1,22.33333333,3,4.83077,1.78229,0.94788,4.11792,1.54757,1.35082
22,8,2,22.33333333,1,4.24432,1.23715,0.82734,3.50838,1.34409,1.25511
22,8,2,22.33333333,2,4.80994,1.42895,0.95586,3.97848,1.62825,1.49034
22,8,2,22.33333333,3,5.15702,1.48896,1.00923,4.2321,1.64742,1.53397
22,8,3,22.33333333,1,4.81189,1.55483,0.8878,4.03144,1.47125,1.09264
22,8,3,22.33333333,2,4.62969,1.46558,0.85884,3.83428,1.39371,1.0755
22,8,3,22.33333333,3,4.65355,1.44781,0.82647,3.80399,1.4103,1.04093
22,8,4,22.33333333,1,4.6066,1.34938,0.95967,5.01845,1.51144,0.96908
22,8,4,22.33333333,2,4.54424,1.34169,0.93748,4.87855,1.47525,0.97889
22,8,4,22.33333333,3,4.58223,1.3172,0.94314,4.90772,1.50151,0.98467
22,8,6,22.33333333,1,3.67319,1.57347,0.97194,4.24071,1.56999,1.356
22,8,6,22.33333333,2,3.79429,1.56808,0.98466,4.3861,1.5976,1.36696
22,8,6,22.33333333,3,3.80109,1.62456,1.0144,4.39317,1.6459,1.44524
22,8,7,22.33333333,1,5.26922,1.54052,0.97015,4.07772,1.57262,1.32193
22,8,7,22.33333333,2,4.90269,1.49782,0.91185,3.8899,1.49617,1.24403
22,8,7,22.33333333,3,4.82758,1.46564,0.9007,3.81563,1.44757,1.21956
22,8,8,22.33333333,1,4.61748,1.55836,0.94668,3.97989,1.53639,1.46929
22,8,8,22.33333333,2,4.34025,1.43732,0.87649,3.68034,1.40391,1.37342
22,8,8,22.33333333,3,5.15776,1.71103,1.08855,4.49571,1.7983,1.72789
22,16,1,22.66666667,1,4.8299,1.86813,0.84191,3.91199,1.35815,1.27237
22,16,1,22.66666667,2,4.82203,1.87456,0.85494,3.94163,1.37085,1.2627
22,16,1,22.66666667,3,5.1473,1.94643,0.89187,4.16924,1.45106,1.35537
22,16,2,22.66666667,1,5.20218,1.44861,0.87914,4.04595,1.45645,1.42253
22,16,2,22.66666667,2,4.93504,1.40564,0.83831,3.78965,1.37513,1.39777
22,16,2,22.66666667,3,5.00069,1.4058,0.85563,3.83508,1.39118,1.41044
22,16,3,22.66666667,1,5.19962,1.70832,1.00165,4.60894,1.67834,1.24547
22,16,3,22.66666667,2,4.69447,1.58205,0.92139,4.16294,1.51314,1.13909
22,16,3,22.66666667,3,5.08724,1.60331,0.96996,4.44372,1.60699,1.18034
22,16,4,22.66666667,1,4.05416,1.15058,0.86892,4.42921,1.35376,0.84831
22,16,4,22.66666667,2,4.4649,1.27763,0.96071,4.89049,1.51953,0.94962
22,16,4,22.66666667,3,4.11134,1.17333,0.86686,4.46346,1.36455,0.85232
22,16,6,22.66666667,1,3.42473,1.47207,0.90344,3.87167,1.44258,1.27339
22,16,6,22.66666667,2,3.8071,1.62826,0.99155,4.289,1.59724,1.4046
22,16,6,22.66666667,3,3.91806,1.66226,1.08385,4.41324,1.73533,1.43261
22,16,7,22.66666667,1,4.55551,1.37342,0.87522,3.71934,1.43432,1.22452
22,16,7,22.66666667,2,4.53435,1.38521,0.86998,3.68526,1.42507,1.21919
22,16,7,22.66666667,3,4.66851,1.41495,0.89803,3.78223,1.44457,1.23979
22,16,8,22.66666667,1,4.8198,1.59728,1.01509,4.29485,1.66037,1.53437
22,16,8,22.66666667,2,4.19743,1.42782,0.881,3.70214,1.44192,1.35768
22,16,8,22.66666667,3,4.60188,1.56689,0.99292,4.09844,1.65,1.53436
23,8,1,23.33333333,1,4.56541,1.70413,0.88155,3.90294,1.48974,1.35408
23,8,1,23.33333333,2,4.46975,1.68767,0.85432,3.80136,1.40602,1.31783
23,8,1,23.33333333,3,4.46212,1.68679,0.85656,3.79706,1.38346,1.30208
23,8,2,23.33333333,1,4.20899,1.32277,0.83807,3.32733,1.36527,1.31951
23,8,2,23.33333333,2,4.84627,1.51429,0.92026,3.8054,1.51172,1.47169
23,8,2,23.33333333,3,4.63412,1.48071,0.88155,3.68504,1.44385,1.39667
23,8,3,23.33333333,1,4.19433,1.42152,0.88147,3.96622,1.46095,1.05043
23,8,3,23.33333333,2,4.46545,1.47448,0.89663,4.07379,1.46997,1.08008
23,8,3,23.33333333,3,4.55258,1.48116,0.97725,4.23904,1.56303,1.13097
23,8,4,23.33333333,1,4.20963,1.16345,0.89078,4.44929,1.43443,0.8705
23,8,4,23.33333333,2,4.26779,1.19614,0.90089,4.50098,1.4342,0.86271
23,8,4,23.33333333,3,4.43127,1.22774,0.93887,4.6672,1.48691,0.89685
23,8,6,23.33333333,1,3.30375,1.43497,0.89273,3.91511,1.43102,1.2673
23,8,6,23.33333333,2,3.48838,1.48528,0.93841,4.08408,1.51381,1.33198
23,8,6,23.33333333,3,3.72511,1.58636,0.99459,4.36502,1.59561,1.40266
23,8,7,23.33333333,1,4.8696,1.49811,1.02164,4.20393,1.65831,1.41571
23,8,7,23.33333333,2,4.71627,1.45721,0.9672,4.00084,1.56214,1.33673
23,8,7,23.33333333,3,4.8152,1.47588,1.01039,4.18481,1.64502,1.38218
23,8,8,23.33333333,1,4.03759,1.35548,0.90578,3.79703,1.47774,1.37104
23,8,8,23.33333333,2,4.01432,1.33239,0.89116,3.68919,1.44569,1.35013
23,8,8,23.33333333,3,4.06689,1.36836,0.90266,3.75575,1.46408,1.3662
23,16,1,23.66666667,1,4.49862,1.68191,0.92353,4.0736,1.51391,1.45403
23,16,1,23.66666667,2,4.8483,1.77255,0.98927,4.37835,1.62144,1.4611
23,16,1,23.66666667,3,4.27158,1.58972,0.87182,3.82243,1.41178,1.27348
23,16,2,23.66666667,1,4.47053,1.44431,0.88222,3.49913,1.46613,1.39524
23,16,2,23.66666667,2,4.0887,1.31376,0.79925,3.12455,1.31399,1.2585
23,16,2,23.66666667,3,3.70225,1.18944,0.73078,2.84576,1.18695,1.14439
23,16,3,23.66666667,1,4.46973,1.45373,0.8378,3.89674,1.39216,1.03361
23,16,3,23.66666667,2,5.15018,1.63428,0.98201,4.57887,1.63201,1.22218
23,16,3,23.66666667,3,4.70639,1.481,0.88314,4.11509,1.4639,1.10655
23,16,4,23.66666667,1,4.84901,1.28847,0.90511,4.70665,1.48511,0.9068
23,16,4,23.66666667,2,4.80028,1.24589,0.89386,4.70193,1.56461,0.89814
23,16,4,23.66666667,3,4.67572,1.26234,0.88007,4.5675,1.38717,0.87938
23,16,6,23.66666667,1,3.14523,1.35505,0.87882,3.94061,1.42099,1.23778
23,16,6,23.66666667,2,3.49948,1.52584,0.9801,4.40267,1.57822,1.38765
23,16,6,23.66666667,3,3.24209,1.4241,0.92798,4.14312,1.51252,1.31801
23,16,7,23.66666667,1,4.88648,1.48573,1.01341,4.33642,1.69554,1.4215
23,16,7,23.66666667,2,4.34695,1.31587,0.89099,3.74033,1.46156,1.26207
23,16,7,23.66666667,3,4.74664,1.40314,0.9662,4.07738,1.59268,1.35658
23,16,8,23.66666667,1,3.95812,1.3578,0.91025,3.7537,1.47248,1.36961
23,16,8,23.66666667,2,3.84704,1.32271,0.87986,3.63972,1.41286,1.32302
