GeneFamily,D1H16V1,D1H16V2,D1H16V3,D1H16V4,D1H16V7,D1H16V8,D1H8V1,D1H8V2,D1H8V3,D1H8V4,D1H8V7,D1H8V8,D2H16V1,D2H16V2,D2H16V3,D2H16V4,D2H16V7,D2H16V8,D2H8V1,D2H8V2,D2H8V3,D2H8V4,D2H8V7,D2H8V8
KO:K01990,7812,8937,12578,8707,7340,8458,10421,14247,9049,12340,9147,10581,14882,11404,8783,7684,6900,9129,7512,6746,9457,7346,6559,8659
KO:K01991,1632,2315,801,1962,1401,1426,2240,4801,1102,2331,2548,2773,2952,1856,1473,1628,1019,1543,1431,1790,1044,1463,1693,1817
KO:K01992,6866,7448,5985,8153,6840,7096,9521,13978,5521,10396,9744,8414,16555,9695,7473,9240,6115,8870,6895,6433,6066,6520,6753,6952
KO:K01993,1529,2369,1252,2089,1561,2148,2559,3465,1347,2136,2049,2393,5394,2860,1997,2912,1691,2936,1987,1903,1482,1983,1706,1873
KO:K01994,2,3,6,5,4,2,0,3,5,4,4,19,0,4,4,3,8,6,4,2,2,4,3,9
KO:K01995,1020,1064,3124,613,1395,938,1256,1550,1177,871,1269,1330,1764,1988,1399,578,1243,1043,984,1092,1999,816,953,942
KO:K01996,842,921,2713,521,1150,841,1095,985,916,655,957,1022,1410,1708,1235,525,976,951,861,867,1728,631,745,827
KO:K01997,888,1011,2706,590,1250,822,1231,1249,1082,724,975,1001,1845,1754,1273,634,1262,1093,1035,918,1605,775,816,823
KO:K01998,1284,1323,3568,845,1448,1129,1752,2233,1421,959,1473,1622,2317,2170,1698,753,1224,1296,1243,1281,2230,885,1074,1088
KO:K01999,1899,2177,3270,1565,2395,1595,2510,2638,1813,1859,1755,1796,3103,3653,1865,1352,2984,2154,2244,1783,2069,2376,1629,1593
KO:K02000,3516,4668,4371,4944,5905,5181,4165,4493,2365,7658,3363,3093,5323,3722,3449,3947,5862,4718,4754,2747,3899,5423,2845,2492
