seq_1	seq_2	seq_3	seq_4	seq_5	seq_6	seq_7	seq_8	seq_9	seq_10	seq_11	seq_12	seq_13	seq_14	seq_15	seq_16	seq_17	seq_18	seq_19	seq_20	seq_21	seq_22	seq_23	seq_24	seq_25	seq_26	seq_27	seq_28	seq_29	seq_30	seq_31	seq_32	seq_33	seq_34	seq_35	seq_36	seq_37	seq_38	seq_39	seq_40	seq_41	seq_42	seq_43	seq_44	seq_45	seq_46	seq_47	seq_48	seq_49	seq_50	seq_51	seq_52	seq_53	seq_54	seq_55	seq_56	seq_57	seq_58	seq_59	seq_60	seq_61	seq_62	seq_63	seq_64	seq_65	seq_66	seq_67	seq_68	seq_69	seq_70	seq_71	seq_72	seq_73	seq_74	seq_75	seq_76	seq_77	seq_78	seq_79	seq_80	seq_81	seq_82	seq_83	seq_84	seq_85	seq_86	seq_87	seq_88	seq_89	seq_90	seq_91	seq_92	seq_93	seq_94	seq_95	seq_96	seq_97	seq_98	seq_99	seq_100	seq_101	seq_102	seq_103	seq_104	seq_105	seq_106	seq_107	seq_108	seq_109	seq_110	seq_111	seq_112	seq_113	seq_114	seq_115	seq_116	seq_117	seq_118	seq_119	seq_120	seq_121	seq_122	seq_123	seq_124	seq_125	seq_126	seq_127	seq_128	seq_129	seq_130	seq_131	seq_132	seq_133	seq_134	seq_135	seq_136	seq_137	seq_138	seq_139	seq_140	seq_141	seq_142	seq_143	seq_144	seq_145	seq_146	seq_147	seq_148	seq_149	seq_150	seq_151	seq_152	seq_153	seq_154	seq_155	seq_156	seq_157	seq_158	seq_159	seq_160	seq_161	seq_162	seq_163	seq_164	seq_165	seq_166	seq_167	seq_168	seq_169	seq_170	seq_171	seq_172	seq_173	seq_174	seq_175	seq_176	seq_177	seq_178	seq_179	seq_180	seq_181	seq_182	seq_183	seq_184	seq_185	seq_186	seq_187	seq_188	seq_189	seq_190	seq_191	seq_192	seq_193	seq_194	seq_195	seq_196	seq_197	seq_198
D19Hr16V2	194	433	70	19	0	0	54	9	17	29	40	50	97	70	51	19	46	7	29	26	23	21	13	11	0	10	0	0	0	0	0	0	10	0	0	0	24	0	0	22	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D19Hr16V3	1856	4167	787	26	823	412	258	930	93	102	126	153	592	151	101	421	88	26	31	150	123	261	91	185	98	83	52	0	45	25	0	9	39	26	28	13	72	63	180	20	51	52	123	77	73	18	37	15	22	0	0	18	0	0	0	33	0	9	12	8	0	0	28	0	0	0	31	0	73	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D19Hr16V4	4022	1620	1602	621	348	11	902	557	488	134	156	327	1274	180	149	381	45	60	223	729	225	87	155	107	43	43	80	703	52	23	222	381	0	0	38	93	166	47	0	74	238	0	115	57	22	171	51	21	41	0	0	0	0	54	0	0	130	8	10	13	42	18	0	0	0	11	0	0	10	25	14	0	0	0	0	0	62	0	0	15	0	10	0	0	0	12	16	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D19Hr16V6	3632	2822	542	130	106	242	199	216	59	77	210	151	315	33	74	166	6	0	105	189	77	25	69	25	53	63	71	82	76	17	39	15	6	37	0	19	126	0	0	9	75	32	44	33	0	8	21	6	24	0	0	0	0	0	0	0	0	0	0	12	0	7	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D19Hr16V7	3159	1520	382	70	238	53	458	411	215	292	49	301	311	151	280	36	148	0	75	41	118	236	104	46	150	69	0	90	19	192	0	0	49	44	46	78	144	131	153	18	0	87	55	0	0	10	0	10	0	47	0	0	0	12	20	0	0	0	0	8	0	11	44	22	0	0	0	0	0	0	25	0	0	47	0	0	35	31	15	0	0	0	0	0	0	0	0	12	0	0	0	0	0	4	32	11	0	0	0	0	8	9	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D19Hr16V8	3330	2337	915	110	365	363	223	572	158	105	79	245	334	210	142	61	10	5	56	136	171	203	74	0	109	50	0	25	32	34	32	6	31	0	33	31	145	81	134	72	47	71	43	0	40	72	31	27	29	0	6	0	0	22	13	0	0	28	0	0	20	7	0	0	0	0	0	0	0	0	16	0	0	0	0	0	44	0	0	0	71	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D1HrNAV1	90	114	176	28	1817	301	38	24	16	0	0	13	9	0	5	0	11	611	80	6	0	14	6	0	0	490	16	0	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D1HrNAV2	576	260	981	58	5044	3728	157	38	30	23	41	20	45	0	53	20	28	3593	1008	0	19	15	65	0	0	2747	0	11	0	23	0	43	6	0	12	52	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	5	0	12	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D1HrNAV3	19	108	397	0	4247	972	67	0	0	0	0	12	0	0	8	7	0	1241	486	0	4	0	12	0	0	937	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
D1HrNAV4	82	115	494	0	4377	2591	55	0	10	0	8	17	0	0	24	7	0	2100	572	0	0	0	43	0	0	1508	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D1HrNAV6	125	177	608	4	6983	3466	72	0	15	0	0	20	18	17	33	0	0	2623	830	6	13	0	38	0	0	1762	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D1HrNAV7	20	39	212	0	1054	2294	32	0	0	0	0	0	0	0	7	0	0	1737	260	0	0	0	17	0	0	629	0	0	0	0	0	0	0	0	5	22	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D1HrNAV8	17	83	208	0	2630	873	42	0	0	0	0	0	0	0	8	0	0	1171	283	0	5	0	7	0	0	887	0	0	0	0	0	0	0	0	5	25	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D1HrNAVNA	23	161	460	0	3675	847	97	4	0	0	0	0	0	0	15	8	0	2273	564	0	0	0	21	0	0	2413	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D20Hr16V1	7556	4656	480	314	581	1397	327	430	582	147	89	341	399	190	243	207	186	4	74	94	111	15	163	29	108	42	0	0	33	73	0	8	81	188	64	6	67	184	0	7	47	0	78	0	52	0	28	12	18	50	0	0	0	0	22	0	0	0	0	0	0	18	0	0	0	0	0	22	0	0	0	0	0	0	0	17	0	0	33	0	0	0	30	0	0	10	0	0	0	0	0	0	61	0	0	0	0	0	0	31	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D20Hr16V2	1699	2127	975	131	64	17	231	33	211	195	81	240	449	425	220	150	178	39	47	119	207	61	78	43	63	96	0	31	26	70	3	0	23	72	39	13	57	0	0	57	33	26	0	0	20	0	33	17	22	0	32	0	18	13	16	0	0	0	0	0	15	18	0	32	0	0	0	41	0	11	25	0	0	0	0	0	0	0	18	14	0	0	0	0	0	0	0	9	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D20Hr16V3	657	1810	466	17	288	371	144	412	22	43	48	85	70	0	124	275	64	7	8	96	71	76	10	87	76	31	0	13	0	14	0	7	6	0	15	0	15	0	44	0	0	30	82	0	33	0	17	10	17	0	0	17	0	0	0	12	0	0	9	0	0	0	17	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D20Hr16V4	9337	1739	2807	1404	813	21	663	540	694	248	140	351	929	188	166	566	49	32	166	1025	392	101	180	94	64	85	80	1115	48	32	54	688	14	47	89	91	110	110	0	84	334	31	96	52	33	441	93	19	55	50	0	0	0	60	0	0	275	29	18	15	20	46	0	23	0	11	0	10	22	23	19	0	0	20	0	0	0	0	9	11	0	2	0	48	0	20	36	11	0	0	0	0	0	4	0	29	0	0	7	0	0	0	0	0	0	12	0	0	22	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D20Hr16V6	4217	3822	1093	391	194	167	194	1137	66	101	202	146	227	55	80	262	15	0	54	213	93	38	72	17	24	63	86	105	93	34	118	20	18	0	0	16	28	0	0	35	81	22	39	22	0	16	27	12	40	0	0	0	0	0	0	0	0	0	0	15	0	8	0	0	0	0	54	0	5	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D20Hr16V7	7011	865	1172	334	223	16	283	452	506	522	36	322	226	226	455	33	343	0	15	50	128	198	91	0	255	48	0	104	0	192	0	0	79	145	147	25	81	257	93	0	0	104	7	0	0	0	0	12	15	71	0	0	0	13	29	0	0	29	0	10	54	22	73	30	39	0	0	0	0	10	34	91	37	31	0	0	0	51	21	13	0	0	0	0	11	1	0	11	0	0	0	10	21	2	0	0	0	0	0	0	0	0	0	0	0	5	0	11	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D20Hr16V8	3230	2533	691	264	340	355	201	260	139	89	63	157	167	140	110	58	3	0	0	111	136	111	58	0	35	44	0	24	27	16	91	3	23	0	22	13	43	64	75	41	0	26	25	0	19	114	26	13	16	0	0	0	16	17	14	0	0	36	0	0	0	7	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D21Hr16V1	2349	1450	246	539	135	286	61	98	438	46	15	244	113	98	67	51	14	0	0	45	44	0	58	0	71	17	0	0	0	0	0	0	216	63	102	0	21	166	0	0	0	8	0	0	17	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	3	0	0	0	29	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D21Hr16V2	2840	1009	460	526	62	16	231	251	441	241	274	334	384	542	325	69	254	58	364	129	158	68	152	121	251	50	72	66	78	151	40	0	161	222	551	154	28	0	30	110	38	25	0	97	28	0	19	54	17	48	24	0	0	12	0	14	0	26	10	7	0	6	23	34	0	0	0	20	0	37	24	0	0	0	0	0	0	0	18	0	0	0	0	0	0	5	0	0	41	0	0	24	0	0	32	0	0	0	0	0	0	0	0	0	19	4	0	18	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D21Hr16V3	1455	2006	264	87	270	201	244	232	36	47	38	147	89	32	75	237	66	0	0	105	26	200	76	134	123	15	0	38	0	22	0	11	225	0	64	17	16	34	122	7	30	79	47	0	44	0	11	5	8	0	0	55	0	0	0	34	0	40	0	0	0	0	47	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D21Hr16V4	2169	421	320	619	195	8	291	99	145	94	56	246	92	37	47	79	13	0	54	308	84	34	34	35	33	22	0	198	17	18	7	187	26	0	220	72	62	95	0	27	97	0	13	38	22	130	0	8	20	31	0	0	0	0	0	0	66	11	0	0	0	10	0	0	0	0	0	0	4	9	0	13	0	0	0	0	0	0	0	0	0	0	11	17	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D21Hr16V6	2604	3317	799	490	146	126	170	488	64	74	88	84	84	66	56	249	10	0	16	175	52	21	51	0	39	33	57	58	48	38	146	7	19	64	0	8	10	0	0	27	62	0	19	0	0	7	13	5	30	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	31	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D21Hr16V7	2606	424	340	520	222	11	393	197	327	217	25	325	83	125	286	26	185	0	11	65	84	82	57	0	121	41	0	59	0	173	0	0	307	72	186	73	24	125	41	12	0	38	28	0	0	0	0	15	21	0	0	0	0	11	10	0	0	14	0	0	0	8	20	39	0	0	0	9	0	0	18	70	0	30	0	0	0	0	0	11	0	0	0	0	0	1	0	10	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D21Hr16V8	2323	1160	404	657	276	698	95	371	160	68	48	231	70	96	115	39	3	0	0	78	77	89	66	0	128	6	0	15	15	46	18	3	94	65	276	15	12	31	47	14	0	45	27	0	0	67	18	12	0	0	0	0	16	0	6	0	0	42	0	9	0	6	32	25	0	0	0	0	0	0	0	0	0	0	0	8	0	0	11	0	38	0	0	0	0	17	0	7	0	0	0	0	28	0	0	13	0	0	0	14	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D21Hr8V1	9125	6893	1352	1340	543	1761	407	566	1326	220	74	511	381	358	427	358	168	0	54	194	156	25	193	0	154	77	37	0	45	134	0	3	179	174	165	0	64	411	0	0	68	13	109	0	76	0	55	26	32	89	0	0	0	0	33	0	0	0	0	5	37	18	0	20	0	0	0	54	0	19	22	0	0	0	0	0	0	82	28	21	0	0	0	0	0	21	0	16	0	0	0	0	22	0	30	0	29	0	0	26	0	0	0	0	0	6	9	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D21Hr8V2	693	175	102	102	21	16	84	16	92	122	70	111	81	88	189	15	129	19	22	31	70	20	47	38	38	17	0	14	0	27	9	0	4	0	0	5	18	0	0	21	0	0	0	0	13	0	13	0	0	0	13	0	0	4	0	0	0	0	0	5	10	5	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D21Hr8V3	1285	1851	468	42	295	335	337	426	37	40	44	64	94	31	103	237	108	0	5	89	68	107	29	102	106	21	0	22	0	0	0	3	7	0	0	0	0	0	74	0	0	51	108	0	54	0	20	6	9	0	0	27	0	0	0	0	0	35	0	0	0	0	42	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
